playername,ShotRange,ShotClass,PPS,Points
Al Harrington,00-02 At Rim,Drive,1.5294117647058822,26
Al Harrington,00-02 At Rim,Dunk,1.8823529411764706,32
Al Harrington,00-02 At Rim,Jumper,0.0,0
Al Harrington,00-02 At Rim,Layup,1.0833333333333333,52
Al Harrington,00-02 At Rim,Reb/Oop,1.6,16
Al Harrington,03-08 Near Rim,Drive,2.0,4
Al Harrington,03-08 Near Rim,Jumper,0.44,22
Al Harrington,03-08 Near Rim,Layup,1.3333333333333333,4
Al Harrington,03-08 Near Rim,Post,1.5,6
Al Harrington,03-08 Near Rim,Reb/Oop,0.0,0
Al Harrington,09-12 Short Range,Jumper,0.7586206896551724,22
Al Harrington,09-12 Short Range,Post,2.0,2
Al Harrington,13-17 Mid Range,Jumper,1.1428571428571428,32
Al Harrington,18-23 Long Jumper,Jumper,0.5454545454545454,18
Al Harrington,24-27 Three,Jumper,0.47368421052631576,9
Andre Miller,00-02 At Rim,Drive,1.3888888888888888,250
Andre Miller,00-02 At Rim,Dunk,1.0,2
Andre Miller,00-02 At Rim,Jumper,0.6666666666666666,4
Andre Miller,00-02 At Rim,Layup,0.9423076923076923,98
Andre Miller,00-02 At Rim,Reb/Oop,1.0,8
Andre Miller,03-08 Near Rim,Drive,1.3333333333333333,8
Andre Miller,03-08 Near Rim,Jumper,0.7074829931972789,104
Andre Miller,03-08 Near Rim,Layup,0.0,0
Andre Miller,09-12 Short Range,Jumper,0.8266666666666667,62
Andre Miller,13-17 Mid Range,Jumper,0.7096774193548387,88
Andre Miller,18-23 Long Jumper,Jumper,0.6181818181818182,34
Andre Miller,24-27 Three,Jumper,0.7941176470588236,27
Andre Miller,28-34 Deep,Jumper,0.75,3
Andre Miller,35-46 Near Half,Jumper,0.0,0
Andre Miller,47-94 Backcourt,Jumper,0.0,0
Antawn Jamison,00-02 At Rim,Drive,1.641025641025641,64
Antawn Jamison,00-02 At Rim,Dunk,1.8461538461538463,24
Antawn Jamison,00-02 At Rim,Jumper,0.8888888888888888,8
Antawn Jamison,00-02 At Rim,Layup,1.3548387096774193,210
Antawn Jamison,00-02 At Rim,Post,1.0,4
Antawn Jamison,00-02 At Rim,Reb/Oop,1.2727272727272727,42
Antawn Jamison,03-08 Near Rim,Drive,2.0,2
Antawn Jamison,03-08 Near Rim,Jumper,0.5918367346938775,116
Antawn Jamison,03-08 Near Rim,Layup,0.8571428571428571,12
Antawn Jamison,03-08 Near Rim,Post,1.0232558139534884,88
Antawn Jamison,09-12 Short Range,Jumper,0.7017543859649122,40
Antawn Jamison,09-12 Short Range,Post,0.75,6
Antawn Jamison,13-17 Mid Range,Drive,2.0,2
Antawn Jamison,13-17 Mid Range,Jumper,0.6909090909090909,76
Antawn Jamison,18-23 Long Jumper,Jumper,0.64,16
Antawn Jamison,18-23 Long Jumper,Post,2.0,2
Antawn Jamison,24-27 Three,Jumper,0.0,0
Antawn Jamison,28-34 Deep,Jumper,0.0,0
Anthony Carter,00-02 At Rim,Drive,1.2087912087912087,110
Anthony Carter,00-02 At Rim,Dunk,1.5,6
