playername,ShotRange,ShotClass,PPS,Points
AJ Price,00-02 At Rim,Drive,1.7142857142857142,12
AJ Price,00-02 At Rim,Layup,0.9333333333333333,14
AJ Price,03-08 Near Rim,Drive,0.6666666666666666,2
AJ Price,03-08 Near Rim,Jumper,0.9285714285714286,26
AJ Price,03-08 Near Rim,Post,2.0,2
AJ Price,03-08 Near Rim,Pullup,1.0,2
AJ Price,09-12 Short Range,Drive,2.0,2
AJ Price,09-12 Short Range,Jumper,0.5454545454545454,12
AJ Price,09-12 Short Range,Pullup,2.0,6
AJ Price,09-12 Short Range,invalid,0.0,0
AJ Price,13-17 Mid Range,Drive,2.0,2
AJ Price,13-17 Mid Range,Jumper,0.6122448979591837,30
AJ Price,13-17 Mid Range,Pullup,1.1428571428571428,8
AJ Price,18-23 Long Jumper,Jumper,0.6206896551724138,18
AJ Price,18-23 Long Jumper,Pullup,1.7142857142857142,12
AJ Price,24-27 Three,Jumper,0.8702290076335877,114
AJ Price,24-27 Three,Pullup,3.0,6
AJ Price,28-34 Deep,Jumper,0.0,0
AJ Price,35-46 Near Half,Jumper,0.0,0
AJ Price,47-94 Backcourt,Jumper,0.0,0
Aaron Brooks,00-02 At Rim,Drive,1.4411764705882353,98
Aaron Brooks,00-02 At Rim,Jumper,0.0,0
Aaron Brooks,00-02 At Rim,Layup,0.723404255319149,34
Aaron Brooks,00-02 At Rim,Reb/Oop,2.0,4
Aaron Brooks,03-08 Near Rim,Drive,1.0909090909090908,12
Aaron Brooks,03-08 Near Rim,Jumper,0.2564102564102564,10
Aaron Brooks,03-08 Near Rim,Layup,0.6666666666666666,6
Aaron Brooks,03-08 Near Rim,Post,0.5,2
Aaron Brooks,03-08 Near Rim,Reb/Oop,0.0,0
Aaron Brooks,03-08 Near Rim,invalid,1.75,14
Aaron Brooks,09-12 Short Range,Jumper,0.4,10
Aaron Brooks,09-12 Short Range,Pullup,2.0,2
Aaron Brooks,09-12 Short Range,invalid,2.0,2
Aaron Brooks,13-17 Mid Range,Jumper,0.9583333333333334,46
Aaron Brooks,13-17 Mid Range,Pullup,1.25,10
Aaron Brooks,18-23 Long Jumper,Jumper,0.6476190476190476,68
Aaron Brooks,18-23 Long Jumper,Pullup,1.2,12
Aaron Brooks,24-27 Three,Jumper,0.8875739644970415,150
Aaron Brooks,24-27 Three,Pullup,0.75,6
Aaron Brooks,28-34 Deep,Jumper,0.8181818181818181,9
Aaron Brooks,35-46 Near Half,Jumper,0.0,0
Aaron Brooks,47-94 Backcourt,Jumper,0.0,0
Aaron Brooks,47-94 Backcourt,invalid,0.0,0
Aaron Gray,00-02 At Rim,Drive,0.0,0
Aaron Gray,00-02 At Rim,Dunk,1.8,18
Aaron Gray,00-02 At Rim,Jumper,0.0,0
Aaron Gray,00-02 At Rim,Layup,1.2,36
Aaron Gray,00-02 At Rim,Reb/Oop,1.3043478260869565,30
Aaron Gray,03-08 Near Rim,Drive,0.0,0
Aaron Gray,03-08 Near Rim,Jumper,0.75,6
Aaron Gray,03-08 Near Rim,Layup,2.0,4
Aaron Gray,03-08 Near Rim,Post,1.0,14
Aaron Gray,03-08 Near Rim,Reb/Oop,0.0,0
Aaron Gray,09-12 Short Range,Jumper,1.0,4
Aaron Gray,09-12 Short Range,Post,0.0,0
Aaron Gray,13-17 Mid Range,Jumper,0.0,0
Acie Law,00-02 At Rim,Drive,1.5151515151515151,50
Acie Law,00-02 At Rim,Layup,1.0476190476190477,44
Acie Law,03-08 Near Rim,Drive,2.0,2
Acie Law,03-08 Near Rim,Jumper,0.5,10
Acie Law,03-08 Near Rim,Layup,1.0,2
Acie Law,03-08 Near Rim,Pullup,2.0,2
Acie Law,03-08 Near Rim,invalid,0.0,0
Acie Law,09-12 Short Range,Jumper,0.4444444444444444,4
Acie Law,09-12 Short Range,Pullup,2.0,4
Acie Law,09-12 Short Range,invalid,0.0,0
Acie Law,13-17 Mid Range,Jumper,0.8235294117647058,14
Acie Law,13-17 Mid Range,Pullup,1.5,6
Acie Law,18-23 Long Jumper,Jumper,0.5,16
Acie Law,18-23 Long Jumper,Pullup,2.0,4
Acie Law,24-27 Three,Jumper,0.16666666666666666,3
Acie Law,35-46 Near Half,Jumper,3.0,3
Al Harrington,00-02 At Rim,Drive,1.3333333333333333,76
Al Harrington,00-02 At Rim,Dunk,2.0,26
Al Harrington,00-02 At Rim,Layup,0.9902912621359223,102
Al Harrington,00-02 At Rim,Reb/Oop,1.1818181818181819,26
Al Harrington,03-08 Near Rim,Drive,1.6666666666666667,10
Al Harrington,03-08 Near Rim,Jumper,0.35,14
Al Harrington,03-08 Near Rim,Layup,0.5,2
Al Harrington,03-08 Near Rim,Post,1.1111111111111112,10
Al Harrington,03-08 Near Rim,invalid,2.0,4
Al Harrington,09-12 Short Range,Jumper,0.5714285714285714,8
Al Harrington,09-12 Short Range,Post,0.6666666666666666,2
Al Harrington,09-12 Short Range,Pullup,2.0,2
Al Harrington,13-17 Mid Range,Jumper,0.6842105263157895,26
Al Harrington,13-17 Mid Range,Post,0.4,2
Al Harrington,18-23 Long Jumper,Jumper,0.6542056074766355,70
Al Harrington,24-27 Three,Jumper,1.0897959183673471,267
Al Harrington,24-27 Three,Pullup,3.0,3
Al Harrington,28-34 Deep,Jumper,0.6000000000000001,3
Al Horford,00-02 At Rim,Drive,1.3333333333333333,44
Al Horford,00-02 At Rim,Dunk,1.9393939393939394,64
Al Horford,00-02 At Rim,Layup,1.4,112
Al Horford,00-02 At Rim,Reb/Oop,1.5522388059701493,104
Al Horford,03-08 Near Rim,Drive,0.8888888888888888,16
Al Horford,03-08 Near Rim,Jumper,0.6666666666666666,42
Al Horford,03-08 Near Rim,Layup,0.5,2
Al Horford,03-08 Near Rim,Post,1.087719298245614,124
Al Horford,03-08 Near Rim,Reb/Oop,2.0,4
Al Horford,09-12 Short Range,Drive,0.0,0
Al Horford,09-12 Short Range,Jumper,0.9090909090909091,40
Al Horford,09-12 Short Range,Post,0.6666666666666666,26
Al Horford,13-17 Mid Range,Jumper,1.0813953488372092,186
Al Horford,13-17 Mid Range,Post,0.6153846153846154,8
Al Horford,13-17 Mid Range,Pullup,2.0,4
Al Horford,13-17 Mid Range,invalid,2.0,2
Al Horford,18-23 Long Jumper,Jumper,1.0603448275862069,246
Al Horford,18-23 Long Jumper,Post,2.0,2
Al Horford,24-27 Three,Jumper,0.0,0
Al Jefferson,00-02 At Rim,Drive,1.5,30
Al Jefferson,00-02 At Rim,Dunk,1.9444444444444444,140
Al Jefferson,00-02 At Rim,Jumper,1.5,6
Al Jefferson,00-02 At Rim,Layup,1.1966527196652719,286
Al Jefferson,00-02 At Rim,Post,1.0,6
Al Jefferson,00-02 At Rim,Reb/Oop,1.027027027027027,76
Al Jefferson,03-08 Near Rim,Drive,1.2,6
Al Jefferson,03-08 Near Rim,Dunk,2.0,2
Al Jefferson,03-08 Near Rim,Jumper,0.782608695652174,198
Al Jefferson,03-08 Near Rim,Layup,1.0,6
Al Jefferson,03-08 Near Rim,Post,1.1914893617021276,112
Al Jefferson,03-08 Near Rim,Pullup,2.0,2
Al Jefferson,03-08 Near Rim,Reb/Oop,1.5,6
Al Jefferson,09-12 Short Range,Jumper,0.6268656716417911,84
Al Jefferson,09-12 Short Range,Post,1.0704225352112675,76
Al Jefferson,09-12 Short Range,Pullup,2.0,2
Al Jefferson,13-17 Mid Range,Jumper,0.8831168831168831,204
Al Jefferson,13-17 Mid Range,Post,0.875,14
Al Jefferson,13-17 Mid Range,Pullup,1.0,2
Al Jefferson,18-23 Long Jumper,Jumper,0.5783132530120482,48
Al Jefferson,18-23 Long Jumper,Post,1.0,2
Al Thornton,00-02 At Rim,Drive,1.7142857142857142,60
Al Thornton,00-02 At Rim,Dunk,1.8181818181818181,20
Al Thornton,00-02 At Rim,Jumper,0.0,0
Al Thornton,00-02 At Rim,Layup,1.1714285714285715,82
Al Thornton,00-02 At Rim,Reb/Oop,2.0,20
Al Thornton,03-08 Near Rim,Drive,2.0,6
Al Thornton,03-08 Near Rim,Jumper,0.4782608695652174,22
Al Thornton,03-08 Near Rim,Layup,1.0,4
Al Thornton,03-08 Near Rim,Post,1.1428571428571428,16
Al Thornton,03-08 Near Rim,Pullup,1.0,2
Al Thornton,03-08 Near Rim,invalid,2.0,4
Al Thornton,09-12 Short Range,Jumper,0.8235294117647058,14
Al Thornton,09-12 Short Range,Post,0.75,6
Al Thornton,09-12 Short Range,Pullup,1.0,2
Al Thornton,09-12 Short Range,invalid,2.0,4
Al Thornton,13-17 Mid Range,Jumper,0.75,60
Al Thornton,13-17 Mid Range,Post,1.4545454545454546,16
Al Thornton,13-17 Mid Range,Pullup,1.5,6
Al Thornton,18-23 Long Jumper,Jumper,0.6067415730337079,54
Al Thornton,18-23 Long Jumper,Pullup,0.8,4
Al Thornton,24-27 Three,Jumper,1.0,12
Al Thornton,28-34 Deep,Jumper,0.0,0
Al Thornton,35-46 Near Half,Jumper,0.0,0
Al Thornton,47-94 Backcourt,Jumper,0.0,0
Al-Farouq Aminu,00-02 At Rim,Drive,1.4857142857142858,52
Al-Farouq Aminu,00-02 At Rim,Dunk,1.375,22
Al-Farouq Aminu,00-02 At Rim,Layup,0.8301886792452831,44
Al-Farouq Aminu,00-02 At Rim,Reb/Oop,1.25,30
Al-Farouq Aminu,03-08 Near Rim,Drive,1.4285714285714286,10
Al-Farouq Aminu,03-08 Near Rim,Jumper,0.7307692307692307,38
Al-Farouq Aminu,03-08 Near Rim,Layup,0.6666666666666666,4
Al-Farouq Aminu,03-08 Near Rim,Post,1.3333333333333333,4
Al-Farouq Aminu,03-08 Near Rim,invalid,2.0,2
Al-Farouq Aminu,09-12 Short Range,Jumper,0.3333333333333333,2
Al-Farouq Aminu,09-12 Short Range,Pullup,0.0,0
Al-Farouq Aminu,13-17 Mid Range,Jumper,0.3076923076923077,8
Al-Farouq Aminu,13-17 Mid Range,Post,2.0,2
Al-Farouq Aminu,18-23 Long Jumper,Jumper,0.5217391304347826,36
Al-Farouq Aminu,24-27 Three,Jumper,0.9519230769230769,99
Al-Farouq Aminu,28-34 Deep,Jumper,0.0,0
Al-Farouq Aminu,47-94 Backcourt,Jumper,0.0,0
Alexis Ajinca,00-02 At Rim,Drive,2.0,4
Alexis Ajinca,00-02 At Rim,Dunk,1.6,16
Alexis Ajinca,00-02 At Rim,Layup,1.3333333333333333,16
Alexis Ajinca,00-02 At Rim,Reb/Oop,0.8571428571428571,6
Alexis Ajinca,03-08 Near Rim,Dunk,0.0,0
Alexis Ajinca,03-08 Near Rim,Jumper,1.0,2
Alexis Ajinca,03-08 Near Rim,Post,1.6,8
Alexis Ajinca,09-12 Short Range,Jumper,0.0,0
Alexis Ajinca,09-12 Short Range,Post,0.0,0
Alexis Ajinca,09-12 Short Range,invalid,2.0,2
Alexis Ajinca,13-17 Mid Range,Jumper,0.42857142857142855,6
Alexis Ajinca,13-17 Mid Range,Post,0.0,0
Alexis Ajinca,18-23 Long Jumper,Jumper,0.8571428571428571,36
Alexis Ajinca,18-23 Long Jumper,Pullup,2.0,2
Alexis Ajinca,24-27 Three,Jumper,0.8999999999999999,27
Alexis Ajinca,24-27 Three,Pullup,3.0,3
Alexis Ajinca,28-34 Deep,Jumper,0.0,0
Alonzo Gee,00-02 At Rim,Drive,1.6585365853658536,68
Alonzo Gee,00-02 At Rim,Dunk,1.2941176470588236,22
Alonzo Gee,00-02 At Rim,Layup,0.8771929824561403,50
Alonzo Gee,00-02 At Rim,Reb/Oop,1.1578947368421053,22
Alonzo Gee,03-08 Near Rim,Drive,1.3333333333333333,4
Alonzo Gee,03-08 Near Rim,Jumper,0.375,12
Alonzo Gee,03-08 Near Rim,Layup,2.0,2
Alonzo Gee,03-08 Near Rim,Post,1.3333333333333333,4
Alonzo Gee,03-08 Near Rim,invalid,2.0,2
Alonzo Gee,09-12 Short Range,Jumper,0.8571428571428571,6
Alonzo Gee,09-12 Short Range,Post,0.0,0
Alonzo Gee,13-17 Mid Range,Jumper,0.2857142857142857,4
Alonzo Gee,18-23 Long Jumper,Jumper,0.7878787878787878,26
Alonzo Gee,18-23 Long Jumper,Post,0.0,0
Alonzo Gee,24-27 Three,Jumper,1.0,30
Alonzo Gee,28-34 Deep,Jumper,0.0,0
Amare Stoudemire,00-02 At Rim,Drive,1.584,198
Amare Stoudemire,00-02 At Rim,Dunk,1.844155844155844,142
Amare Stoudemire,00-02 At Rim,Jumper,0.0,0
Amare Stoudemire,00-02 At Rim,Layup,0.8934010152284264,176
Amare Stoudemire,00-02 At Rim,Post,2.0,6
Amare Stoudemire,00-02 At Rim,Reb/Oop,1.1935483870967742,74
Amare Stoudemire,03-08 Near Rim,Drive,1.2105263157894737,46
Amare Stoudemire,03-08 Near Rim,Jumper,0.6425992779783394,178
Amare Stoudemire,03-08 Near Rim,Layup,1.6,16
Amare Stoudemire,03-08 Near Rim,Post,1.4461538461538461,94
Amare Stoudemire,03-08 Near Rim,Pullup,1.3333333333333333,4
Amare Stoudemire,03-08 Near Rim,Reb/Oop,0.0,0
Amare Stoudemire,03-08 Near Rim,invalid,1.7142857142857142,12
