playername,ShotRange,ShotClass,PPS,Points
Aaron Brooks,00-02 At Rim,Drive,1.4,42
Aaron Brooks,00-02 At Rim,Layup,0.8387096774193549,26
Aaron Brooks,00-02 At Rim,Reb/Oop,0.0,0
Aaron Brooks,03-08 Near Rim,Jumper,1.1111111111111112,10
Aaron Brooks,03-08 Near Rim,Layup,2.0,2
Aaron Brooks,09-12 Short Range,Jumper,0.2857142857142857,2
Aaron Brooks,09-12 Short Range,invalid,1.0,2
Aaron Brooks,13-17 Mid Range,Jumper,0.8888888888888888,8
Aaron Brooks,13-17 Mid Range,Pullup,2.0,2
Aaron Brooks,18-23 Long Jumper,Jumper,0.7804878048780488,32
Aaron Brooks,24-27 Three,Jumper,0.9655172413793103,84
Aaron Brooks,24-27 Three,Post,3.0,3
Aaron Brooks,24-27 Three,Pullup,3.0,3
Aaron Brooks,28-34 Deep,Jumper,0.0,0
Aaron Brooks,35-46 Near Half,Jumper,0.0,0
Aaron Gray,00-02 At Rim,Drive,2.0,2
Aaron Gray,00-02 At Rim,Dunk,1.6923076923076923,22
Aaron Gray,00-02 At Rim,Layup,1.0,94
Aaron Gray,00-02 At Rim,Post,1.0,2
Aaron Gray,00-02 At Rim,Reb/Oop,1.25,10
Aaron Gray,03-08 Near Rim,Jumper,0.3333333333333333,4
Aaron Gray,03-08 Near Rim,Post,1.263157894736842,48
Aaron Gray,09-12 Short Range,Jumper,0.75,6
Aaron Gray,09-12 Short Range,Post,1.1666666666666667,14
Aaron Gray,13-17 Mid Range,Jumper,0.3076923076923077,4
Aaron Gray,18-23 Long Jumper,Jumper,0.0,0
Acie Law,00-02 At Rim,Drive,1.3333333333333333,72
Acie Law,00-02 At Rim,Dunk,2.0,2
Acie Law,00-02 At Rim,Layup,0.6818181818181818,30
Acie Law,00-02 At Rim,Reb/Oop,1.0,2
Acie Law,03-08 Near Rim,Drive,1.3333333333333333,4
Acie Law,03-08 Near Rim,Jumper,0.6666666666666666,8
Acie Law,03-08 Near Rim,Post,2.0,2
Acie Law,03-08 Near Rim,Pullup,0.0,0
Acie Law,09-12 Short Range,Jumper,0.7,14
Acie Law,13-17 Mid Range,Jumper,0.7857142857142857,22
Acie Law,13-17 Mid Range,Post,2.0,2
Acie Law,18-23 Long Jumper,Jumper,0.5581395348837209,24
Acie Law,24-27 Three,Jumper,0.40909090909090906,9
Acie Law,28-34 Deep,Jumper,1.0,3
Acie Law,35-46 Near Half,Jumper,0.0,0
Al Harrington,00-02 At Rim,Drive,1.7049180327868851,104
Al Harrington,00-02 At Rim,Dunk,1.9259259259259258,52
Al Harrington,00-02 At Rim,Layup,0.8301886792452831,88
Al Harrington,00-02 At Rim,Post,2.0,4
Al Harrington,00-02 At Rim,Reb/Oop,1.2,36
Al Harrington,03-08 Near Rim,Drive,0.6666666666666666,4
Al Harrington,03-08 Near Rim,Dunk,2.0,2
Al Harrington,03-08 Near Rim,Jumper,0.38461538461538464,20
Al Harrington,03-08 Near Rim,Layup,1.0,2
Al Harrington,03-08 Near Rim,Post,1.25,30
Al Harrington,03-08 Near Rim,Pullup,0.0,0
Al Harrington,09-12 Short Range,Jumper,0.5714285714285714,12
Al Harrington,09-12 Short Range,Post,1.2,12
Al Harrington,13-17 Mid Range,Jumper,0.7666666666666667,46
Al Harrington,13-17 Mid Range,Post,1.0,10
Al Harrington,18-23 Long Jumper,Jumper,0.7675675675675676,142
Al Harrington,18-23 Long Jumper,Post,0.0,0
Al Harrington,24-27 Three,Jumper,1.0935483870967742,339
Al Harrington,28-34 Deep,Jumper,2.0,18
Al Harrington,35-46 Near Half,Jumper,0.0,0
Al Harrington,47-94 Backcourt,Jumper,0.0,0
Al Horford,00-02 At Rim,Drive,1.6666666666666667,20
Al Horford,00-02 At Rim,Dunk,1.9,114
Al Horford,00-02 At Rim,Layup,1.0071942446043165,140
Al Horford,00-02 At Rim,Post,1.0,8
Al Horford,00-02 At Rim,Reb/Oop,1.25,70
Al Horford,03-08 Near Rim,Jumper,0.7272727272727273,64
Al Horford,03-08 Near Rim,Post,1.0980392156862746,56
Al Horford,03-08 Near Rim,Reb/Oop,0.0,0
Al Horford,03-08 Near Rim,invalid,2.0,4
Al Horford,09-12 Short Range,Jumper,0.4878048780487805,20
Al Horford,09-12 Short Range,Post,0.96,24
Al Horford,13-17 Mid Range,Jumper,0.8448275862068966,98
Al Horford,13-17 Mid Range,Post,0.8571428571428571,6
Al Horford,18-23 Long Jumper,Jumper,0.7368421052631579,42
Al Horford,28-34 Deep,Jumper,0.0,0
Al Horford,35-46 Near Half,Jumper,0.0,0
Al Horford,47-94 Backcourt,Jumper,0.0,0
Al Jefferson,00-02 At Rim,Drive,1.7714285714285714,62
Al Jefferson,00-02 At Rim,Dunk,1.752808988764045,156
Al Jefferson,00-02 At Rim,Jumper,1.0,2
Al Jefferson,00-02 At Rim,Layup,1.1528662420382165,362
Al Jefferson,00-02 At Rim,Post,1.0,2
Al Jefferson,00-02 At Rim,Reb/Oop,1.4603174603174602,92
Al Jefferson,03-08 Near Rim,Jumper,0.7394366197183099,210
Al Jefferson,03-08 Near Rim,Layup,1.0,4
Al Jefferson,03-08 Near Rim,Post,1.24822695035461,176
Al Jefferson,03-08 Near Rim,invalid,2.0,2
Al Jefferson,09-12 Short Range,Drive,2.0,2
Al Jefferson,09-12 Short Range,Jumper,0.6878980891719745,108
Al Jefferson,09-12 Short Range,Post,1.0476190476190477,88
Al Jefferson,09-12 Short Range,Pullup,0.0,0
Al Jefferson,09-12 Short Range,invalid,2.0,2
Al Jefferson,13-17 Mid Range,Jumper,0.6731707317073171,138
Al Jefferson,13-17 Mid Range,Post,1.1428571428571428,8
Al Jefferson,18-23 Long Jumper,Jumper,0.6190476190476191,26
Al Jefferson,18-23 Long Jumper,Post,1.0,2
Al Jefferson,28-34 Deep,Jumper,0.0,0
Al Jefferson,47-94 Backcourt,Jumper,0.0,0
Al Thornton,00-02 At Rim,Drive,1.8412698412698412,116
Al Thornton,00-02 At Rim,Dunk,1.9047619047619047,40
Al Thornton,00-02 At Rim,Jumper,2.0,2
Al Thornton,00-02 At Rim,Layup,0.8666666666666667,130
Al Thornton,00-02 At Rim,Post,0.0,0
Al Thornton,00-02 At Rim,Reb/Oop,1.5,18
Al Thornton,03-08 Near Rim,Dunk,0.0,0
Al Thornton,03-08 Near Rim,Jumper,0.8,40
Al Thornton,03-08 Near Rim,Layup,2.0,2
Al Thornton,03-08 Near Rim,Post,1.1428571428571428,16
Al Thornton,09-12 Short Range,Jumper,0.6382978723404256,30
Al Thornton,09-12 Short Range,Post,1.0769230769230769,14
Al Thornton,09-12 Short Range,invalid,2.0,2
Al Thornton,13-17 Mid Range,Jumper,0.5093167701863354,82
Al Thornton,13-17 Mid Range,Post,1.0,18
Al Thornton,13-17 Mid Range,Pullup,2.0,4
Al Thornton,18-23 Long Jumper,Jumper,0.7894736842105263,150
Al Thornton,18-23 Long Jumper,Post,2.0,4
Al Thornton,18-23 Long Jumper,Pullup,0.0,0
Al Thornton,24-27 Three,Jumper,1.0263157894736843,117
Al Thornton,28-34 Deep,Jumper,0.0,0
Al Thornton,28-34 Deep,invalid,3.0,3
Al Thornton,35-46 Near Half,Jumper,0.0,0
Al Thornton,35-46 Near Half,Post,0.0,0
Al Thornton,47-94 Backcourt,Jumper,0.0,0
Amare Stoudemire,00-02 At Rim,Drive,1.8412698412698412,116
Amare Stoudemire,00-02 At Rim,Dunk,1.8895705521472392,308
Amare Stoudemire,00-02 At Rim,Jumper,0.0,0
Amare Stoudemire,00-02 At Rim,Layup,1.1485943775100402,286
Amare Stoudemire,00-02 At Rim,Post,2.0,6
Amare Stoudemire,00-02 At Rim,Reb/Oop,1.3043478260869565,90
