playername,ShotRange,ShotClass,PPS,Points
AJ Hammons,00-02 At Rim,Cut,2.0,2
AJ Hammons,00-02 At Rim,Drive,0.0,0
AJ Hammons,00-02 At Rim,Dunk,2.0,2
AJ Hammons,00-02 At Rim,Layup,0.0,0
AJ Hammons,00-02 At Rim,Reb/Oop,2.0,6
AJ Hammons,03-08 Near Rim,Jumper,0.0,0
AJ Hammons,03-08 Near Rim,Post,0.0,0
AJ Hammons,09-12 Short Range,Jumper,0.0,0
AJ Hammons,09-12 Short Range,Post,0.0,0
AJ Hammons,13-17 Mid Range,Jumper,0.5,2
AJ Hammons,13-17 Mid Range,Post,0.0,0
AJ Hammons,13-17 Mid Range,Pullup,2.0,2
AJ Hammons,18-23 Long Jumper,Jumper,0.75,12
AJ Hammons,24-27 Three,Jumper,2.0,12
Aaron Brooks,00-02 At Rim,Drive,1.1219512195121952,46
Aaron Brooks,00-02 At Rim,Layup,0.0,0
Aaron Brooks,00-02 At Rim,Reb/Oop,1.0,2
Aaron Brooks,03-08 Near Rim,Drive,0.6666666666666666,10
Aaron Brooks,03-08 Near Rim,Jumper,0.625,10
Aaron Brooks,03-08 Near Rim,Post,1.1666666666666667,14
Aaron Brooks,09-12 Short Range,Drive,1.3333333333333333,4
Aaron Brooks,09-12 Short Range,Jumper,0.7272727272727273,8
Aaron Brooks,09-12 Short Range,Post,1.0,2
Aaron Brooks,09-12 Short Range,Pullup,2.0,2
Aaron Brooks,13-17 Mid Range,Drive,0.8,4
Aaron Brooks,13-17 Mid Range,Jumper,1.0476190476190477,22
Aaron Brooks,13-17 Mid Range,Post,0.0,0
Aaron Brooks,13-17 Mid Range,Pullup,1.0,8
Aaron Brooks,13-17 Mid Range,invalid,2.0,2
Aaron Brooks,18-23 Long Jumper,Jumper,0.7586206896551724,22
Aaron Brooks,18-23 Long Jumper,Pullup,0.5,2
Aaron Brooks,24-27 Three,Jumper,1.051948051948052,81
Aaron Brooks,24-27 Three,Pullup,1.6875,27
Aaron Brooks,28-34 Deep,Jumper,0.8999999999999999,9
Aaron Brooks,28-34 Deep,Pullup,3.0,6
Aaron Brooks,35-46 Near Half,Jumper,0.75,3
Aaron Brooks,47-94 Backcourt,Jumper,0.0,0
Aaron Gordon,00-02 At Rim,Cut,1.7857142857142858,50
Aaron Gordon,00-02 At Rim,Drive,1.0,68
Aaron Gordon,00-02 At Rim,Dunk,1.9047619047619047,80
Aaron Gordon,00-02 At Rim,Layup,1.1466666666666667,86
Aaron Gordon,00-02 At Rim,Post,2.0,2
Aaron Gordon,00-02 At Rim,Reb/Oop,1.4285714285714286,140
Aaron Gordon,03-08 Near Rim,Cut,2.0,2
Aaron Gordon,03-08 Near Rim,Drive,0.8,4
Aaron Gordon,03-08 Near Rim,Jumper,0.35294117647058826,12
Aaron Gordon,03-08 Near Rim,Layup,1.5,6
Aaron Gordon,03-08 Near Rim,Post,0.9230769230769231,12
Aaron Gordon,03-08 Near Rim,Pullup,1.0,4
Aaron Gordon,03-08 Near Rim,Reb/Oop,0.0,0
Aaron Gordon,09-12 Short Range,Drive,2.0,2
Aaron Gordon,09-12 Short Range,Jumper,0.5833333333333334,14
Aaron Gordon,09-12 Short Range,Post,0.7142857142857143,10
Aaron Gordon,09-12 Short Range,Pullup,1.3333333333333333,12
Aaron Gordon,13-17 Mid Range,Jumper,0.6197183098591549,44
Aaron Gordon,13-17 Mid Range,Post,0.6666666666666666,8
Aaron Gordon,13-17 Mid Range,Pullup,0.918918918918919,34
Aaron Gordon,18-23 Long Jumper,Jumper,0.5106382978723404,48
Aaron Gordon,18-23 Long Jumper,Pullup,1.3846153846153846,18
Aaron Gordon,24-27 Three,Jumper,0.9299999999999999,186
Aaron Gordon,24-27 Three,Post,0.0,0
Aaron Gordon,24-27 Three,Pullup,0.8571428571428571,6
Aaron Gordon,28-34 Deep,Jumper,0.75,3
Aaron Gordon,35-46 Near Half,Jumper,0.0,0
Aaron Gordon,47-94 Backcourt,Jumper,0.0,0
Aaron Harrison,18-23 Long Jumper,Jumper,0.0,0
Aaron Harrison,24-27 Three,Jumper,0.0,0
Adreian Payne,00-02 At Rim,Cut,2.0,4
Adreian Payne,00-02 At Rim,Drive,1.3333333333333333,4
Adreian Payne,00-02 At Rim,Dunk,2.0,4
Adreian Payne,00-02 At Rim,Layup,0.25,2
Adreian Payne,00-02 At Rim,Post,0.0,0
Adreian Payne,00-02 At Rim,Reb/Oop,2.0,2
Adreian Payne,03-08 Near Rim,Jumper,1.0,4
Adreian Payne,03-08 Near Rim,Post,1.0,4
Adreian Payne,09-12 Short Range,Jumper,2.0,2
Adreian Payne,09-12 Short Range,Pullup,2.0,2
Adreian Payne,13-17 Mid Range,Jumper,1.0,2
Adreian Payne,13-17 Mid Range,Pullup,2.0,2
Adreian Payne,18-23 Long Jumper,Jumper,0.8888888888888888,8
Adreian Payne,18-23 Long Jumper,Post,0.0,0
Adreian Payne,24-27 Three,Jumper,0.6428571428571428,9
Al Horford,00-02 At Rim,Cut,1.6875,54
Al Horford,00-02 At Rim,Drive,1.6,72
Al Horford,00-02 At Rim,Dunk,1.8333333333333333,22
Al Horford,00-02 At Rim,Layup,1.0638297872340425,50
Al Horford,00-02 At Rim,Post,1.3333333333333333,8
Al Horford,00-02 At Rim,Reb/Oop,1.2413793103448276,36
Al Horford,03-08 Near Rim,Drive,1.2,12
Al Horford,03-08 Near Rim,Jumper,0.5,16
Al Horford,03-08 Near Rim,Layup,1.3333333333333333,4
Al Horford,03-08 Near Rim,Post,1.0275229357798166,112
Al Horford,03-08 Near Rim,Reb/Oop,0.0,0
Al Horford,09-12 Short Range,Drive,1.0,2
Al Horford,09-12 Short Range,Jumper,0.56,14
Al Horford,09-12 Short Range,Post,1.173913043478261,54
Al Horford,13-17 Mid Range,Jumper,0.7733333333333333,58
Al Horford,13-17 Mid Range,Post,0.875,14
Al Horford,13-17 Mid Range,Pullup,0.0,0
Al Horford,18-23 Long Jumper,Jumper,0.8,84
Al Horford,18-23 Long Jumper,Pullup,0.0,0
Al Horford,24-27 Three,Jumper,1.0788177339901477,219
Al Jefferson,00-02 At Rim,Cut,1.7777777777777777,16
Al Jefferson,00-02 At Rim,Drive,1.3333333333333333,8
Al Jefferson,00-02 At Rim,Dunk,2.0,10
Al Jefferson,00-02 At Rim,Layup,1.3333333333333333,112
Al Jefferson,00-02 At Rim,Post,0.5,2
Al Jefferson,00-02 At Rim,Reb/Oop,1.103448275862069,32
Al Jefferson,03-08 Near Rim,Cut,2.0,2
Al Jefferson,03-08 Near Rim,Drive,2.0,2
Al Jefferson,03-08 Near Rim,Jumper,0.946236559139785,88
Al Jefferson,03-08 Near Rim,Layup,1.3333333333333333,16
Al Jefferson,03-08 Near Rim,Post,1.2075471698113207,64
Al Jefferson,03-08 Near Rim,Reb/Oop,2.0,2
Al Jefferson,09-12 Short Range,Jumper,0.7931034482758621,46
Al Jefferson,09-12 Short Range,Post,0.8571428571428571,18
Al Jefferson,09-12 Short Range,Pullup,0.6666666666666666,2
Al Jefferson,13-17 Mid Range,Jumper,0.5084745762711864,30
Al Jefferson,13-17 Mid Range,Post,0.2222222222222222,2
Al Jefferson,13-17 Mid Range,Pullup,2.0,2
Al Jefferson,18-23 Long Jumper,Jumper,0.631578947368421,12
Al Jefferson,18-23 Long Jumper,Pullup,2.0,4
Al Jefferson,24-27 Three,Jumper,0.0,0
Al-Farouq Aminu,00-02 At Rim,Cut,1.6,16
Al-Farouq Aminu,00-02 At Rim,Drive,1.0769230769230769,56
Al-Farouq Aminu,00-02 At Rim,Dunk,2.0,26
Al-Farouq Aminu,00-02 At Rim,Jumper,1.0,2
Al-Farouq Aminu,00-02 At Rim,Layup,0.6956521739130435,32
Al-Farouq Aminu,00-02 At Rim,Reb/Oop,0.96,24
Al-Farouq Aminu,00-02 At Rim,invalid,2.0,2
Al-Farouq Aminu,03-08 Near Rim,Drive,0.7777777777777778,14
Al-Farouq Aminu,03-08 Near Rim,Jumper,0.46153846153846156,12
Al-Farouq Aminu,03-08 Near Rim,Post,0.5714285714285714,8
Al-Farouq Aminu,03-08 Near Rim,Pullup,1.0,2
Al-Farouq Aminu,09-12 Short Range,Drive,2.0,2
Al-Farouq Aminu,09-12 Short Range,Jumper,0.5714285714285714,4
Al-Farouq Aminu,09-12 Short Range,Post,0.0,0
Al-Farouq Aminu,09-12 Short Range,Pullup,0.5,2
Al-Farouq Aminu,13-17 Mid Range,Jumper,0.0,0
Al-Farouq Aminu,13-17 Mid Range,Pullup,0.8571428571428571,6
Al-Farouq Aminu,18-23 Long Jumper,Jumper,0.7333333333333333,66
Al-Farouq Aminu,18-23 Long Jumper,Pullup,0.6666666666666666,4
Al-Farouq Aminu,24-27 Three,Jumper,0.9923076923076923,129
Al-Farouq Aminu,24-27 Three,Pullup,1.0,3
Al-Farouq Aminu,28-34 Deep,Drive,0.0,0
Al-Farouq Aminu,35-46 Near Half,Jumper,0.0,0
Al-Farouq Aminu,47-94 Backcourt,Jumper,0.0,0
Alan Anderson,00-02 At Rim,Cut,2.0,2
Alan Anderson,00-02 At Rim,Drive,2.0,12
Alan Anderson,00-02 At Rim,Layup,1.3333333333333333,8
Alan Anderson,00-02 At Rim,Post,2.0,2
Alan Anderson,03-08 Near Rim,Drive,0.0,0
Alan Anderson,03-08 Near Rim,Jumper,0.0,0
Alan Anderson,03-08 Near Rim,Layup,2.0,2
Alan Anderson,09-12 Short Range,Jumper,0.0,0
Alan Anderson,09-12 Short Range,Post,2.0,2
Alan Anderson,09-12 Short Range,Pullup,0.0,0
Alan Anderson,13-17 Mid Range,Jumper,0.0,0
Alan Anderson,18-23 Long Jumper,Jumper,0.2222222222222222,4
Alan Anderson,18-23 Long Jumper,Pullup,2.0,2
Alan Anderson,24-27 Three,Jumper,1.161290322580645,36
Alan Anderson,24-27 Three,Pullup,1.5,3
Alan Williams,00-02 At Rim,Cut,1.5675675675675675,58
Alan Williams,00-02 At Rim,Drive,1.0,2
Alan Williams,00-02 At Rim,Dunk,2.0,6
Alan Williams,00-02 At Rim,Layup,1.0943396226415094,58
Alan Williams,00-02 At Rim,Post,2.0,2
Alan Williams,00-02 At Rim,Reb/Oop,1.0,36
Alan Williams,00-02 At Rim,invalid,0.0,0
Alan Williams,03-08 Near Rim,Drive,2.0,2
Alan Williams,03-08 Near Rim,Jumper,0.8936170212765957,42
Alan Williams,03-08 Near Rim,Layup,1.3333333333333333,4
Alan Williams,03-08 Near Rim,Post,0.7727272727272727,34
Alan Williams,03-08 Near Rim,Pullup,0.0,0
Alan Williams,03-08 Near Rim,Reb/Oop,2.0,4
Alan Williams,09-12 Short Range,Drive,2.0,2
Alan Williams,09-12 Short Range,Jumper,1.0526315789473684,20
Alan Williams,09-12 Short Range,Post,0.0,0
Alan Williams,13-17 Mid Range,Jumper,0.75,6
Alan Williams,18-23 Long Jumper,Jumper,0.0,0
Alan Williams,47-94 Backcourt,Jumper,0.0,0
Alec Burks,00-02 At Rim,Cut,1.0,2
Alec Burks,00-02 At Rim,Drive,0.6451612903225806,20
Alec Burks,00-02 At Rim,Dunk,2.0,6
Alec Burks,00-02 At Rim,Jumper,0.0,0
Alec Burks,00-02 At Rim,Layup,0.7692307692307693,20
Alec Burks,00-02 At Rim,Reb/Oop,0.8,4
Alec Burks,03-08 Near Rim,Drive,1.2307692307692308,16
Alec Burks,03-08 Near Rim,Jumper,0.6,12
Alec Burks,03-08 Near Rim,Layup,2.0,6
Alec Burks,03-08 Near Rim,Post,2.0,2
Alec Burks,03-08 Near Rim,Pullup,1.3333333333333333,4
Alec Burks,09-12 Short Range,Drive,1.0,8
Alec Burks,09-12 Short Range,Jumper,0.8,8
Alec Burks,09-12 Short Range,Post,0.0,0
Alec Burks,09-12 Short Range,Pullup,2.0,6
Alec Burks,13-17 Mid Range,Jumper,0.4,4
Alec Burks,13-17 Mid Range,Pullup,1.0,10
Alec Burks,18-23 Long Jumper,Jumper,0.7428571428571429,26
Alec Burks,18-23 Long Jumper,Pullup,1.0,16
Alec Burks,24-27 Three,Jumper,0.9069767441860465,39
Alec Burks,24-27 Three,Pullup,1.5,3
Alec Burks,28-34 Deep,Jumper,0.0,0
Alec Burks,35-46 Near Half,Jumper,0.0,0
