playername,ShotRange,ShotClass,PPS,Points
A.J. Guyton,00-02 At Rim,Drive,1.5555555555555556,14
A.J. Guyton,00-02 At Rim,Layup,0.8,12
A.J. Guyton,00-02 At Rim,Reb/Oop,1.0,2
A.J. Guyton,03-08 Near Rim,Jumper,0.8571428571428571,6
A.J. Guyton,09-12 Short Range,Jumper,1.0,6
A.J. Guyton,09-12 Short Range,Post,0.0,0
A.J. Guyton,13-17 Mid Range,Jumper,0.5294117647058824,18
A.J. Guyton,18-23 Long Jumper,Jumper,0.4927536231884058,34
A.J. Guyton,24-27 Three,Jumper,1.3225806451612903,123
A.J. Guyton,28-34 Deep,Jumper,0.0,0
A.J. Guyton,35-46 Near Half,Jumper,0.0,0
A.J. Guyton,47-94 Backcourt,Jumper,0.0,0
Aaron McKie,00-02 At Rim,Drive,1.75,70
Aaron McKie,00-02 At Rim,Dunk,2.0,4
Aaron McKie,00-02 At Rim,Jumper,0.0,0
Aaron McKie,00-02 At Rim,Layup,0.9166666666666666,44
Aaron McKie,00-02 At Rim,Reb/Oop,2.0,2
Aaron McKie,03-08 Near Rim,Drive,2.0,2
Aaron McKie,03-08 Near Rim,Jumper,0.7777777777777778,28
Aaron McKie,03-08 Near Rim,Layup,0.0,0
Aaron McKie,03-08 Near Rim,Post,1.0,2
Aaron McKie,09-12 Short Range,Jumper,0.7659574468085106,36
Aaron McKie,09-12 Short Range,Post,1.3333333333333333,4
Aaron McKie,13-17 Mid Range,Jumper,0.7169811320754716,76
Aaron McKie,13-17 Mid Range,Post,2.0,2
Aaron McKie,18-23 Long Jumper,Jumper,1.0357142857142858,116
Aaron McKie,18-23 Long Jumper,Post,2.0,2
Aaron McKie,24-27 Three,Jumper,0.949367088607595,75
Aaron McKie,28-34 Deep,Jumper,0.5,3
Aaron McKie,35-46 Near Half,Jumper,0.0,0
Aaron McKie,47-94 Backcourt,Jumper,0.0,0
Aaron Williams,00-02 At Rim,Drive,0.8888888888888888,16
Aaron Williams,00-02 At Rim,Dunk,1.8620689655172413,108
Aaron Williams,00-02 At Rim,Jumper,0.0,0
Aaron Williams,00-02 At Rim,Layup,1.2040816326530612,118
Aaron Williams,00-02 At Rim,Post,2.0,6
Aaron Williams,00-02 At Rim,Reb/Oop,0.782608695652174,18
Aaron Williams,00-02 At Rim,invalid,1.0,2
Aaron Williams,03-08 Near Rim,Dunk,2.0,2
Aaron Williams,03-08 Near Rim,Jumper,0.48,36
Aaron Williams,03-08 Near Rim,Layup,0.0,0
Aaron Williams,03-08 Near Rim,Post,1.3725490196078431,70
Aaron Williams,03-08 Near Rim,invalid,2.0,2
Aaron Williams,09-12 Short Range,Jumper,0.7222222222222222,26
Aaron Williams,09-12 Short Range,Post,1.0,12
Aaron Williams,09-12 Short Range,Reb/Oop,2.0,2
Aaron Williams,13-17 Mid Range,Jumper,0.7916666666666666,38
Aaron Williams,13-17 Mid Range,Post,2.0,2
Aaron Williams,18-23 Long Jumper,Jumper,0.6666666666666666,4
Aaron Williams,28-34 Deep,Jumper,0.0,0
Aaron Williams,47-94 Backcourt,Jumper,0.0,0
Adonal Foyle,00-02 At Rim,Drive,2.0,8
Adonal Foyle,00-02 At Rim,Dunk,1.9,38
Adonal Foyle,00-02 At Rim,Jumper,1.0,2
Adonal Foyle,00-02 At Rim,Layup,1.0930232558139534,94
Adonal Foyle,00-02 At Rim,Reb/Oop,0.5789473684210527,22
Adonal Foyle,00-02 At Rim,invalid,2.0,4
Adonal Foyle,03-08 Near Rim,Jumper,0.43037974683544306,34
Adonal Foyle,03-08 Near Rim,Layup,0.2857142857142857,2
Adonal Foyle,03-08 Near Rim,Post,1.011764705882353,86
Adonal Foyle,03-08 Near Rim,Reb/Oop,0.6666666666666666,2
Adonal Foyle,09-12 Short Range,Jumper,0.5263157894736842,10
Adonal Foyle,09-12 Short Range,Post,1.1666666666666667,14
Adonal Foyle,13-17 Mid Range,Jumper,0.8695652173913043,20
Adonal Foyle,13-17 Mid Range,Post,2.0,2
Adonal Foyle,18-23 Long Jumper,Jumper,0.0,0
Adrian Griffin,00-02 At Rim,Drive,1.736842105263158,66
Adrian Griffin,00-02 At Rim,Dunk,2.0,6
Adrian Griffin,00-02 At Rim,Jumper,2.0,2
Adrian Griffin,00-02 At Rim,Layup,1.2173913043478262,84
Adrian Griffin,00-02 At Rim,Reb/Oop,1.5,6
Adrian Griffin,03-08 Near Rim,Jumper,0.7894736842105263,30
Adrian Griffin,03-08 Near Rim,Layup,1.0,2
Adrian Griffin,03-08 Near Rim,Post,1.0,4
Adrian Griffin,03-08 Near Rim,Reb/Oop,2.0,2
Adrian Griffin,09-12 Short Range,Jumper,1.032258064516129,32
Adrian Griffin,09-12 Short Range,Post,0.6666666666666666,2
Adrian Griffin,13-17 Mid Range,Jumper,0.7931034482758621,46
Adrian Griffin,13-17 Mid Range,Post,0.0,0
Adrian Griffin,18-23 Long Jumper,Jumper,0.8780487804878049,72
Adrian Griffin,24-27 Three,Jumper,0.2857142857142857,6
Adrian Griffin,35-46 Near Half,Jumper,0.0,0
Adrian Griffin,47-94 Backcourt,Jumper,0.0,0
Al Harrington,00-02 At Rim,Drive,2.0,8
Al Harrington,00-02 At Rim,Dunk,1.837837837837838,68
Al Harrington,00-02 At Rim,Jumper,0.5,2
Al Harrington,00-02 At Rim,Layup,0.8974358974358975,70
Al Harrington,00-02 At Rim,Post,2.0,4
Al Harrington,00-02 At Rim,Reb/Oop,1.0833333333333333,26
Al Harrington,03-08 Near Rim,Dunk,2.0,2
Al Harrington,03-08 Near Rim,Jumper,0.7532467532467533,58
Al Harrington,03-08 Near Rim,Layup,1.3333333333333333,4
Al Harrington,03-08 Near Rim,Post,1.8823529411764706,32
Al Harrington,03-08 Near Rim,invalid,2.0,2
Al Harrington,09-12 Short Range,Jumper,0.625,40
Al Harrington,09-12 Short Range,Post,1.625,26
Al Harrington,13-17 Mid Range,Jumper,0.7708333333333334,74
Al Harrington,13-17 Mid Range,Post,0.8571428571428571,6
Al Harrington,18-23 Long Jumper,Jumper,0.7058823529411765,36
Al Harrington,24-27 Three,Jumper,0.0,0
Al Harrington,28-34 Deep,Jumper,3.0,3
Alan Henderson,00-02 At Rim,Drive,1.0,2
Alan Henderson,00-02 At Rim,Dunk,1.6,16
Alan Henderson,00-02 At Rim,Layup,1.2962962962962963,70
Alan Henderson,00-02 At Rim,Reb/Oop,1.0,2
Alan Henderson,03-08 Near Rim,Jumper,0.5384615384615384,14
Alan Henderson,03-08 Near Rim,Post,1.0,2
Alan Henderson,09-12 Short Range,Jumper,0.0,0
Alan Henderson,09-12 Short Range,Post,2.0,2
Alan Henderson,13-17 Mid Range,Jumper,0.6666666666666666,6
Alan Henderson,18-23 Long Jumper,Jumper,2.0,2
Alan Henderson,28-34 Deep,Jumper,3.0,3
Allan Houston,00-02 At Rim,Drive,1.2727272727272727,42
Allan Houston,00-02 At Rim,Dunk,1.3333333333333333,4
Allan Houston,00-02 At Rim,Jumper,0.0,0
Allan Houston,00-02 At Rim,Layup,0.5526315789473685,42
Allan Houston,00-02 At Rim,Reb/Oop,1.0,6
Allan Houston,00-02 At Rim,invalid,2.0,6
Allan Houston,03-08 Near Rim,Jumper,0.8125,52
Allan Houston,03-08 Near Rim,Layup,0.0,0
Allan Houston,03-08 Near Rim,Post,2.0,4
Allan Houston,03-08 Near Rim,invalid,2.0,2
Allan Houston,09-12 Short Range,Jumper,0.9380530973451328,106
Allan Houston,09-12 Short Range,Post,1.6666666666666667,10
Allan Houston,13-17 Mid Range,Jumper,0.8819875776397516,284
Allan Houston,13-17 Mid Range,Post,1.5384615384615385,20
