"primaryKey","teamId","gameId","gameDate","matchup","result","wins","losses","winPercentage","minutes","fieldGoalsMade","fieldGoalAttempts","fieldGoalPercentage","threePointFieldGoalsMade","threePointFieldGoalAttempts","threePointFieldGoalPercentage","freeThrowsMade","freeThrowAttempts","freeThrowPercentage","offensiveRebounds","defensiveRebounds","totalRebounds","assists","steals","blocks","turnovers","personalFouls","points","season","dt"
"1610612737_0021700009","1610612737","0021700009","OCT 18, 2017","ATL @ DAL","W","1","0","1.0","240.0","48","94","0.511","9","18","0.5","12","14","0.8","14","36","50","20","11","6","13","18","117","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700017","1610612737","0021700017","OCT 20, 2017","ATL @ CHA","L","1","1","0.5","240.0","36","95","0.379","7","30","0.233","12","6","0.857","6","32","38","19","11","4","13","29","91","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700038","1610612737","0021700038","OCT 22, 2017","ATL @ BKN","L","1","2","0.333","240.0","32","94","0.34","7","27","0.259","33","16","0.917","16","32","48","21","6","2","16","25","104","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700042","1610612737","0021700042","OCT 23, 2017","ATL @ MIA","L","1","3","0.25","240.0","36","76","0.474","7","17","0.412","14","6","0.778","6","35","41","14","9","1","20","17","93","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700065","1610612737","0021700065","OCT 26, 2017","ATL @ CHI","L","1","4","0.2","240.0","32","81","0.395","11","28","0.393","11","7","0.846","7","33","40","22","10","5","10","23","86","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700072","1610612737","0021700072","OCT 27, 2017","ATL vs. DEN","L","1","5","0.167","240.0","37","89","0.416","14","33","0.424","12","11","1.0","11","32","43","23","7","4","12","21","100","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700085","1610612737","0021700085","OCT 29, 2017","ATL vs. MIL","L","1","6","0.143","240.0","36","77","0.468","13","29","0.448","21","3","0.808","3","28","31","27","9","2","16","21","106","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700107","1610612737","0021700107","NOV 01, 2017","ATL @ PHI","L","1","7","0.125","240.0","41","94","0.436","8","23","0.348","19","12","0.704","12","37","49","22","11","4","18","28","109","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700123","1610612737","0021700123","NOV 03, 2017","ATL vs. HOU","L","1","8","0.111","240.0","39","81","0.481","11","33","0.333","15","5","0.833","5","36","41","16","8","8","18","16","104","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700136","1610612737","0021700136","NOV 05, 2017","ATL @ CLE","W","2","8","0.2","240.0","41","86","0.477","11","25","0.44","24","11","0.706","11","33","44","24","4","6","17","20","117","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700146","1610612737","0021700146","NOV 06, 2017","ATL vs. BOS","L","2","9","0.182","240.0","39","81","0.481","13","26","0.5","16","5","0.8","5","31","36","24","8","4","14","22","107","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700169","1610612737","0021700169","NOV 10, 2017","ATL @ DET","L","2","10","0.167","240.0","44","89","0.494","8","24","0.333","8","11","0.727","11","34","45","28","11","7","15","21","104","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700177","1610612737","0021700177","NOV 11, 2017","ATL @ WAS","L","2","11","0.154","240.0","34","83","0.41","14","33","0.424","12","10","0.706","10","22","32","19","11","1","24","23","94","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700195","1610612737","0021700195","NOV 13, 2017","ATL @ NOP","L","2","12","0.143","240.0","40","87","0.46","17","36","0.472","8","10","0.889","10","26","36","25","14","1","16","18","105","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700204","1610612737","0021700204","NOV 15, 2017","ATL vs. SAC","W","3","12","0.2","240.0","50","79","0.633","16","32","0.5","10","9","0.625","9","44","53","40","9","6","18","23","126","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700230","1610612737","0021700230","NOV 18, 2017","ATL vs. BOS","L","3","13","0.188","240.0","37","78","0.474","9","24","0.375","16","6","0.8","6","29","35","24","7","1","13","19","99","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700250","1610612737","0021700250","NOV 20, 2017","ATL @ SAS","L","3","14","0.176","240.0","37","85","0.435","8","30","0.267","3","9","0.375","9","29","38","21","7","7","15","15","85","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700256","1610612737","0021700256","NOV 22, 2017","ATL vs. LAC","L","3","15","0.167","240.0","40","83","0.482","10","29","0.345","13","9","0.867","9","27","36","26","10","2","15","20","103","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700268","1610612737","0021700268","NOV 24, 2017","ATL vs. NYK","W","4","15","0.211","240.0","47","99","0.475","13","31","0.419","9","13","0.75","13","27","40","30","7","2","9","16","116","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700280","1610612737","0021700280","NOV 25, 2017","ATL vs. TOR","L","4","16","0.2","240.0","26","75","0.347","6","27","0.222","20","7","0.87","7","25","32","18","9","1","18","15","78","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700313","1610612737","0021700313","NOV 30, 2017","ATL vs. CLE","L","4","17","0.19","240.0","41","79","0.519","12","31","0.387","20","8","0.833","8","21","29","24","9","4","17","20","114","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700328","1610612737","0021700328","DEC 02, 2017","ATL @ BKN","W","5","17","0.227","240.0","47","99","0.475","10","27","0.37","10","13","0.714","13","34","47","18","12","5","8","19","114","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700342","1610612737","0021700342","DEC 04, 2017","ATL vs. BKN","L","5","18","0.217","240.0","30","82","0.366","9","30","0.3","21","9","0.778","9","29","38","18","9","2","18","19","90","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700355","1610612737","0021700355","DEC 06, 2017","ATL @ ORL","L","5","19","0.208","265.0","40","93","0.43","11","27","0.407","15","11","0.75","11","38","49","25","7","3","17","16","106","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700378","1610612737","0021700378","DEC 09, 2017","ATL vs. ORL","W","6","19","0.24","240.0","41","80","0.513","17","33","0.515","18","9","0.72","9","31","40","33","7","6","12","13","117","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700390","1610612737","0021700390","DEC 10, 2017","ATL @ NYK","L","6","20","0.231","240.0","37","77","0.481","9","31","0.29","24","6","0.8","6","29","35","22","5","4","16","28","107","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700397","1610612737","0021700397","DEC 12, 2017","ATL @ CLE","L","6","21","0.222","240.0","43","92","0.467","16","36","0.444","12","10","0.923","10","27","37","26","8","4","10","17","114","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700413","1610612737","0021700413","DEC 14, 2017","ATL vs. DET","L","6","22","0.214","240.0","32","70","0.457","11","31","0.355","16","7","0.615","7","27","34","28","6","6","16","12","91","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700425","1610612737","0021700425","DEC 15, 2017","ATL @ MEM","L","6","23","0.207","240.0","34","77","0.442","12","31","0.387","14","7","0.875","7","28","35","27","12","5","17","19","94","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700443","1610612737","0021700443","DEC 18, 2017","ATL vs. MIA","W","7","23","0.233","240.0","38","83","0.458","8","22","0.364","26","10","0.839","10","29","39","25","8","6","12","23","110","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700455","1610612737","0021700455","DEC 20, 2017","ATL vs. IND","L","7","24","0.226","240.0","35","81","0.432","8","29","0.276","17","11","0.85","11","32","43","27","5","6","13","17","95","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700477","1610612737","0021700477","DEC 22, 2017","ATL @ OKC","L","7","25","0.219","240.0","44","85","0.518","15","32","0.469","14","7","0.824","7","20","27","28","12","3","15","24","117","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700484","1610612737","0021700484","DEC 23, 2017","ATL vs. DAL","W","8","25","0.242","240.0","42","75","0.56","10","24","0.417","18","6","0.818","6","32","38","29","5","2","15","19","112","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700508","1610612737","0021700508","DEC 27, 2017","ATL vs. WAS","W","9","25","0.265","240.0","41","94","0.436","11","37","0.297","20","16","0.69","16","37","53","28","7","7","11","21","113","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700522","1610612737","0021700522","DEC 29, 2017","ATL @ TOR","L","9","26","0.257","240.0","38","88","0.432","9","24","0.375","13","14","0.65","14","34","48","21","6","7","18","15","98","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700533","1610612737","0021700533","DEC 30, 2017","ATL vs. POR","W","10","26","0.278","240.0","40","89","0.449","14","30","0.467","10","13","0.667","13","32","45","29","12","3","13","16","104","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700551","1610612737","0021700551","JAN 02, 2018","ATL @ PHX","L","10","27","0.27","240.0","36","87","0.414","10","31","0.323","21","17","0.84","17","23","40","18","11","3","16","22","103","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700576","1610612737","0021700576","JAN 05, 2018","ATL @ POR","L","10","28","0.263","240.0","30","83","0.361","8","26","0.308","21","11","0.84","11","28","39","14","7","5","16","16","89","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700590","1610612737","0021700590","JAN 07, 2018","ATL @ LAL","L","10","29","0.256","240.0","41","94","0.436","12","34","0.353","19","10","0.826","10","27","37","22","5","4","15","16","113","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700598","1610612737","0021700598","JAN 08, 2018","ATL @ LAC","L","10","30","0.25","240.0","38","96","0.396","10","37","0.27","21","19","0.724","19","37","56","20","9","8","14","26","107","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700612","1610612737","0021700612","JAN 10, 2018","ATL @ DEN","W","11","30","0.268","240.0","40","80","0.5","12","27","0.444","18","6","1.0","6","38","44","25","6","4","16","23","110","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700621","1610612737","0021700621","JAN 12, 2018","ATL vs. BKN","L","11","31","0.262","240.0","37","80","0.463","11","28","0.393","20","8","0.769","8","38","46","21","6","3","18","25","105","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700641","1610612737","0021700641","JAN 15, 2018","ATL vs. SAS","W","12","31","0.279","240.0","40","86","0.465","9","25","0.36","13","11","0.929","11","39","50","23","8","2","15","23","102","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700654","1610612737","0021700654","JAN 17, 2018","ATL vs. NOP","W","13","31","0.295","240.0","37","89","0.416","10","40","0.25","10","12","0.769","12","31","43","32","5","3","10","22","94","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700675","1610612737","0021700675","JAN 20, 2018","ATL vs. CHI","L","13","32","0.289","240.0","35","92","0.38","11","48","0.229","16","9","0.696","9","36","45","27","5","4","13","21","97","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700688","1610612737","0021700688","JAN 22, 2018","ATL vs. UTA","W","14","32","0.304","240.0","40","83","0.482","12","26","0.462","12","10","1.0","10","34","44","24","8","5","17","24","104","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700705","1610612737","0021700705","JAN 24, 2018","ATL vs. TOR","L","14","33","0.298","240.0","37","94","0.394","7","21","0.333","12","12","0.706","12","35","47","19","8","9","16","21","93","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700714","1610612737","0021700714","JAN 26, 2018","ATL @ CHA","L","14","34","0.292","240.0","37","79","0.468","15","30","0.5","21","6","0.84","6","33","39","23","6","5","20","26","110","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700726","1610612737","0021700726","JAN 27, 2018","ATL vs. WAS","L","14","35","0.286","240.0","38","88","0.432","12","43","0.279","16","11","0.762","11","21","32","24","2","4","12","15","104","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700739","1610612737","0021700739","JAN 29, 2018","ATL vs. MIN","W","15","35","0.3","240.0","39","79","0.494","13","34","0.382","14","8","0.875","8","36","44","27","8","8","21","18","105","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700755","1610612737","0021700755","JAN 31, 2018","ATL vs. CHA","L","15","36","0.294","240.0","39","77","0.506","12","32","0.375","20","4","0.909","4","25","29","26","5","4","9","16","110","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700767","1610612737","0021700767","FEB 02, 2018","ATL @ BOS","L","15","37","0.288","240.0","34","80","0.425","11","31","0.355","31","4","0.912","4","32","36","21","6","4","12","18","110","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700786","1610612737","0021700786","FEB 04, 2018","ATL @ NYK","W","16","37","0.302","240.0","35","87","0.402","15","33","0.455","14","13","0.737","13","31","44","25","6","3","16","12","99","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700799","1610612737","0021700799","FEB 06, 2018","ATL vs. MEM","W","17","37","0.315","240.0","42","83","0.506","8","25","0.32","16","8","0.762","8","28","36","29","13","5","13","16","108","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700811","1610612737","0021700811","FEB 08, 2018","ATL @ ORL","L","17","38","0.309","240.0","37","87","0.425","12","30","0.4","12","9","0.667","9","37","46","25","4","7","17","23","98","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700819","1610612737","0021700819","FEB 09, 2018","ATL vs. CLE","L","17","39","0.304","240.0","37","83","0.446","16","44","0.364","17","6","0.895","6","36","42","20","4","4","12","18","107","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700834","1610612737","0021700834","FEB 11, 2018","ATL vs. DET","W","18","39","0.316","240.0","38","78","0.487","10","29","0.345","32","4","0.865","4","31","35","27","10","3","13","26","118","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700848","1610612737","0021700848","FEB 13, 2018","ATL @ MIL","L","18","40","0.31","240.0","33","86","0.384","12","35","0.343","14","14","0.7","14","36","50","21","7","6","12","14","92","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700853","1610612737","0021700853","FEB 14, 2018","ATL @ DET","L","18","41","0.305","240.0","38","89","0.427","6","33","0.182","16","8","0.842","8","35","43","25","9","4","11","21","98","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700874","1610612737","0021700874","FEB 23, 2018","ATL @ IND","L","18","42","0.3","240.0","37","82","0.451","7","31","0.226","12","6","0.632","6","34","40","14","9","7","22","20","93","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700897","1610612737","0021700897","FEB 26, 2018","ATL vs. LAL","L","18","43","0.295","240.0","36","96","0.375","8","36","0.222","24","8","0.706","8","33","41","21","14","3","11","17","104","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700915","1610612737","0021700915","FEB 28, 2018","ATL vs. IND","W","19","43","0.306","240.0","38","87","0.437","9","29","0.31","22","15","0.815","15","34","49","21","13","11","21","23","107","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700928","1610612737","0021700928","MAR 02, 2018","ATL vs. GSW","L","19","44","0.302","240.0","38","86","0.442","15","35","0.429","18","3","0.9","3","32","35","21","10","2","19","21","109","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700943","1610612737","0021700943","MAR 04, 2018","ATL vs. PHX","W","20","44","0.313","240.0","43","94","0.457","17","33","0.515","10","9","0.833","9","40","49","23","7","5","16","18","113","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700958","1610612737","0021700958","MAR 06, 2018","ATL @ TOR","L","20","45","0.308","240.0","34","80","0.425","6","21","0.286","16","12","0.762","12","32","44","22","8","6","21","25","90","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700978","1610612737","0021700978","MAR 09, 2018","ATL @ IND","L","20","46","0.303","240.0","34","82","0.415","10","33","0.303","9","6","0.9","6","29","35","21","11","4","18","13","87","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021700993","1610612737","0021700993","MAR 11, 2018","ATL vs. CHI","L","20","47","0.299","240.0","42","82","0.512","19","40","0.475","19","5","0.864","5","37","42","32","2","5","15","14","122","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021701007","1610612737","0021701007","MAR 13, 2018","ATL vs. OKC","L","20","48","0.294","240.0","37","87","0.425","13","31","0.419","20","13","0.833","13","34","47","26","5","5","15","25","107","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021701021","1610612737","0021701021","MAR 15, 2018","ATL vs. CHA","L","20","49","0.29","240.0","42","90","0.467","16","36","0.444","17","6","0.654","6","40","46","30","5","2","11","27","117","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021701041","1610612737","0021701041","MAR 17, 2018","ATL @ MIL","L","20","50","0.286","240.0","39","85","0.459","12","36","0.333","27","8","0.964","8","36","44","23","7","4","19","25","117","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021701062","1610612737","0021701062","MAR 20, 2018","ATL @ UTA","W","21","50","0.296","240.0","38","94","0.404","9","33","0.273","14","11","0.737","11","41","52","21","7","3","13","23","99","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021701077","1610612737","0021701077","MAR 22, 2018","ATL @ SAC","L","21","51","0.292","240.0","33","84","0.393","12","36","0.333","12","6","0.667","6","34","40","19","7","2","12","10","90","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021701087","1610612737","0021701087","MAR 23, 2018","ATL @ GSW","L","21","52","0.288","240.0","37","84","0.44","11","32","0.344","9","5","0.45","5","39","44","24","5","5","11","14","94","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021701101","1610612737","0021701101","MAR 25, 2018","ATL @ HOU","L","21","53","0.284","240.0","39","88","0.443","11","40","0.275","10","7","0.909","7","38","45","18","5","2","13","14","99","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021701120","1610612737","0021701120","MAR 28, 2018","ATL @ MIN","L","21","54","0.28","240.0","41","77","0.532","13","27","0.481","19","4","0.826","4","33","37","26","10","2","20","22","114","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021701130","1610612737","0021701130","MAR 30, 2018","ATL vs. PHI","L","21","55","0.276","240.0","36","101","0.356","9","39","0.231","10","15","0.667","15","44","59","24","9","4","16","14","91","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021701147","1610612737","0021701147","APR 01, 2018","ATL vs. ORL","W","22","55","0.286","240.0","41","85","0.482","11","36","0.306","1","5","1.0","5","47","52","33","0","3","14","15","94","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021701158","1610612737","0021701158","APR 03, 2018","ATL @ MIA","L","22","56","0.282","240.0","37","88","0.42","13","33","0.394","11","12","0.733","12","37","49","24","10","1","15","15","98","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021701172","1610612737","0021701172","APR 04, 2018","ATL vs. MIA","L","22","57","0.278","240.0","33","90","0.367","9","30","0.3","11","10","0.647","10","38","48","20","5","6","15","16","86","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021701184","1610612737","0021701184","APR 06, 2018","ATL @ WAS","W","23","57","0.288","240.0","38","79","0.481","11","33","0.333","16","7","0.696","7","43","50","24","5","5","18","22","103","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021701202","1610612737","0021701202","APR 08, 2018","ATL @ BOS","W","24","57","0.296","240.0","43","86","0.5","15","35","0.429","11","5","0.786","5","32","37","23","7","4","13","19","112","2017-18","2018-04-13T22:39:11.529"
"1610612737_0021701214","1610612737","0021701214","APR 10, 2018","ATL vs. PHI","L","24","58","0.293","240.0","41","98","0.418","13","37","0.351","18","8","0.692","8","31","39","27","10","3","10","24","113","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700001","1610612738","0021700001","OCT 17, 2017","BOS @ CLE","L","0","1","0.0","240.0","36","88","0.409","8","32","0.25","19","9","0.76","9","37","46","24","11","4","10","24","99","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700007","1610612738","0021700007","OCT 18, 2017","BOS vs. MIL","L","0","2","0.0","240.0","39","91","0.429","11","28","0.393","11","11","0.524","11","32","43","23","12","2","12","27","100","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700019","1610612738","0021700019","OCT 20, 2017","BOS @ PHI","W","1","2","0.333","240.0","35","84","0.417","10","29","0.345","22","14","0.688","14","41","55","16","4","5","19","24","102","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700051","1610612738","0021700051","OCT 24, 2017","BOS vs. NYK","W","2","2","0.5","240.0","37","75","0.493","14","29","0.483","22","5","0.815","5","36","41","26","11","7","12","24","110","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700067","1610612738","0021700067","OCT 26, 2017","BOS @ MIL","W","3","2","0.6","240.0","33","78","0.423","11","30","0.367","19","6","0.864","6","39","45","21","7","4","15","14","96","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700078","1610612738","0021700078","OCT 28, 2017","BOS @ MIA","W","4","2","0.667","240.0","34","81","0.42","6","23","0.261","22","11","0.846","11","30","41","15","11","5","12","14","96","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700092","1610612738","0021700092","OCT 30, 2017","BOS vs. SAS","W","5","2","0.714","240.0","42","88","0.477","11","31","0.355","13","15","0.813","15","39","54","24","10","6","13","22","108","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700109","1610612738","0021700109","NOV 01, 2017","BOS vs. SAC","W","6","2","0.75","240.0","40","82","0.488","17","41","0.415","16","16","0.842","16","36","52","30","10","3","16","19","113","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700129","1610612738","0021700129","NOV 03, 2017","BOS @ OKC","W","7","2","0.778","240.0","36","84","0.429","13","28","0.464","16","11","0.667","11","38","49","23","6","2","10","14","101","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700138","1610612738","0021700138","NOV 05, 2017","BOS @ ORL","W","8","2","0.8","240.0","39","89","0.438","11","33","0.333","15","9","0.75","9","45","54","26","10","1","13","21","104","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700146","1610612738","0021700146","NOV 06, 2017","BOS @ ATL","W","9","2","0.818","240.0","39","81","0.481","14","36","0.389","18","7","0.818","7","35","42","28","3","3","13","21","110","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700161","1610612738","0021700161","NOV 08, 2017","BOS vs. LAL","W","10","2","0.833","240.0","38","98","0.388","7","29","0.241","24","16","0.774","16","32","48","20","8","6","13","20","107","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700170","1610612738","0021700170","NOV 10, 2017","BOS vs. CHA","W","11","2","0.846","240.0","30","84","0.357","9","31","0.29","21","9","0.84","9","40","49","15","6","5","13","26","90","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700188","1610612738","0021700188","NOV 12, 2017","BOS vs. TOR","W","12","2","0.857","240.0","35","87","0.402","10","26","0.385","15","15","0.789","15","31","46","24","9","2","14","18","95","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700201","1610612738","0021700201","NOV 14, 2017","BOS @ BKN","W","13","2","0.867","240.0","39","86","0.453","9","27","0.333","22","9","0.815","9","40","49","15","8","3","14","14","109","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700215","1610612738","0021700215","NOV 16, 2017","BOS vs. GSW","W","14","2","0.875","240.0","26","79","0.329","7","32","0.219","33","7","0.868","7","45","52","15","8","5","15","15","92","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700230","1610612738","0021700230","NOV 18, 2017","BOS @ ATL","W","15","2","0.882","240.0","39","82","0.476","16","34","0.471","16","9","0.8","9","32","41","21","9","6","15","22","110","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700249","1610612738","0021700249","NOV 20, 2017","BOS @ DAL","W","16","2","0.889","265.0","38","84","0.452","13","36","0.361","21","5","0.808","5","48","53","24","8","4","17","24","110","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700257","1610612738","0021700257","NOV 22, 2017","BOS @ MIA","L","16","3","0.842","240.0","35","84","0.417","9","26","0.346","19","7","0.704","7","30","37","19","11","4","11","19","98","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700269","1610612738","0021700269","NOV 24, 2017","BOS vs. ORL","W","17","3","0.85","240.0","42","91","0.462","17","42","0.405","17","13","0.68","13","33","46","27","6","10","8","20","118","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700281","1610612738","0021700281","NOV 25, 2017","BOS @ IND","W","18","3","0.857","240.0","45","80","0.563","10","25","0.4","8","4","0.889","4","26","30","22","8","4","14","13","108","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700292","1610612738","0021700292","NOV 27, 2017","BOS vs. DET","L","18","4","0.818","240.0","40","77","0.519","16","33","0.485","12","5","0.571","5","31","36","27","2","4","17","23","108","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700314","1610612738","0021700314","NOV 30, 2017","BOS vs. PHI","W","19","4","0.826","240.0","40","79","0.506","12","29","0.414","16","7","0.8","7","33","40","25","7","7","16","20","108","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700326","1610612738","0021700326","DEC 02, 2017","BOS vs. PHX","W","20","4","0.833","240.0","42","80","0.525","14","31","0.452","18","4","0.783","4","27","31","32","8","6","9","16","116","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700343","1610612738","0021700343","DEC 04, 2017","BOS vs. MIL","W","21","4","0.84","240.0","43","78","0.551","10","22","0.455","15","8","0.789","8","37","45","25","5","3","14","20","111","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700356","1610612738","0021700356","DEC 06, 2017","BOS vs. DAL","W","22","4","0.846","240.0","36","87","0.414","12","34","0.353","13","9","0.765","9","44","53","25","8","8","11","15","97","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700374","1610612738","0021700374","DEC 08, 2017","BOS @ SAS","L","22","5","0.815","240.0","38","83","0.458","11","38","0.289","15","11","0.882","11","28","39","14","10","0","14","22","102","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700386","1610612738","0021700386","DEC 10, 2017","BOS @ DET","W","23","5","0.821","240.0","33","79","0.418","11","30","0.367","14","9","0.778","9","41","50","16","4","4","13","18","91","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700391","1610612738","0021700391","DEC 11, 2017","BOS @ CHI","L","23","6","0.793","240.0","33","83","0.398","10","40","0.25","9","11","0.643","11","35","46","22","2","2","15","19","85","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700407","1610612738","0021700407","DEC 13, 2017","BOS vs. DEN","W","24","6","0.8","240.0","47","79","0.595","11","25","0.44","19","4","0.792","4","26","30","29","10","7","13","20","124","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700423","1610612738","0021700423","DEC 15, 2017","BOS vs. UTA","L","24","7","0.774","240.0","35","86","0.407","9","31","0.29","16","2","0.842","2","29","31","20","10","5","8","18","95","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700436","1610612738","0021700436","DEC 16, 2017","BOS @ MEM","W","25","7","0.781","240.0","39","80","0.488","14","30","0.467","10","14","0.714","14","28","42","21","6","6","16","19","102","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700442","1610612738","0021700442","DEC 18, 2017","BOS @ IND","W","26","7","0.788","240.0","44","79","0.557","16","26","0.615","8","6","0.571","6","32","38","26","6","4","19","31","112","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700456","1610612738","0021700456","DEC 20, 2017","BOS vs. MIA","L","26","8","0.765","240.0","30","80","0.375","13","32","0.406","16","5","0.762","5","39","44","18","5","5","10","22","89","2017-18","2018-04-13T22:39:11.529"
"1610612738_0021700468","1610612738","0021700468","DEC 21, 2017","BOS @ NYK","L","26","9","0.743","240.0","33","86","0.384","13","38","0.342","14","9","0.737","9","26","35","17","11","1","10","20","93","2017-18","2018-04-13T22:39:11.529"
