"primaryKey","teamId","gameId","gameDate","matchup","result","wins","losses","winPercentage","minutes","fieldGoalsMade","fieldGoalAttempts","fieldGoalPercentage","threePointFieldGoalsMade","threePointFieldGoalAttempts","threePointFieldGoalPercentage","freeThrowsMade","freeThrowAttempts","freeThrowPercentage","offensiveRebounds","defensiveRebounds","totalRebounds","assists","steals","blocks","turnovers","personalFouls","points","season","dt"
"1610612750_0021700300","1610612750","0021700300","NOV 28, 2017","MIN vs. WAS","L","12","9","0.571","240.0","35","85","0.412","10","30","0.333","9","13","0.643","13","36","49","27","3","1","10","17","89","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700309","1610612750","0021700309","NOV 29, 2017","MIN @ NOP","W","13","9","0.591","240.0","47","81","0.58","9","23","0.391","17","10","0.895","10","34","44","30","10","1","17","14","120","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700324","1610612750","0021700324","DEC 01, 2017","MIN @ OKC","L","13","10","0.565","240.0","39","76","0.513","12","24","0.5","17","6","0.81","6","20","26","26","7","5","16","20","107","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700336","1610612750","0021700336","DEC 03, 2017","MIN vs. LAC","W","14","10","0.583","240.0","38","88","0.432","8","26","0.308","28","14","0.903","14","28","42","22","9","1","7","16","112","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700345","1610612750","0021700345","DEC 04, 2017","MIN @ MEM","L","14","11","0.56","240.0","35","79","0.443","4","17","0.235","18","7","0.947","7","27","34","17","9","2","9","16","92","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700362","1610612750","0021700362","DEC 06, 2017","MIN @ LAC","W","15","11","0.577","240.0","45","82","0.549","7","19","0.368","16","8","0.762","8","38","46","29","4","7","15","17","113","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700388","1610612750","0021700388","DEC 10, 2017","MIN vs. DAL","W","16","11","0.593","240.0","36","72","0.5","7","19","0.368","18","9","0.783","9","36","45","19","7","2","18","19","97","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700401","1610612750","0021700401","DEC 12, 2017","MIN vs. PHI","L","16","12","0.571","265.0","44","108","0.407","5","29","0.172","19","17","0.704","17","33","50","19","14","7","10","21","112","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700416","1610612750","0021700416","DEC 14, 2017","MIN vs. SAC","W","17","12","0.586","240.0","46","82","0.561","10","21","0.476","17","8","0.85","8","31","39","29","12","9","9","19","119","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700434","1610612750","0021700434","DEC 16, 2017","MIN vs. PHX","L","17","13","0.567","240.0","40","95","0.421","9","27","0.333","17","10","0.708","10","21","31","21","14","8","6","19","106","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700446","1610612750","0021700446","DEC 18, 2017","MIN vs. POR","W","18","13","0.581","240.0","42","91","0.462","7","19","0.368","17","11","0.81","11","21","32","19","6","2","10","14","108","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700462","1610612750","0021700462","DEC 20, 2017","MIN @ DEN","W","19","13","0.594","240.0","43","87","0.494","8","24","0.333","18","8","0.947","8","29","37","28","12","2","8","20","112","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700490","1610612750","0021700490","DEC 23, 2017","MIN @ PHX","W","20","13","0.606","240.0","42","84","0.5","6","16","0.375","25","13","0.862","13","34","47","18","6","6","14","21","115","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700497","1610612750","0021700497","DEC 25, 2017","MIN @ LAL","W","21","13","0.618","240.0","49","84","0.583","11","32","0.344","12","7","0.857","7","35","42","30","9","4","15","13","121","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700510","1610612750","0021700510","DEC 27, 2017","MIN vs. DEN","W","22","13","0.629","265.0","47","90","0.522","12","29","0.414","22","7","0.733","7","35","42","27","4","7","6","26","128","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700518","1610612750","0021700518","DEC 28, 2017","MIN @ MIL","L","22","14","0.611","240.0","34","71","0.479","9","28","0.321","19","6","0.731","6","27","33","20","9","3","16","14","96","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700538","1610612750","0021700538","DEC 31, 2017","MIN @ IND","W","23","14","0.622","240.0","41","86","0.477","4","19","0.211","21","13","0.84","13","31","44","20","11","8","7","20","107","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700548","1610612750","0021700548","JAN 01, 2018","MIN vs. LAL","W","24","14","0.632","240.0","40","81","0.494","7","20","0.35","27","7","0.9","7","34","41","26","14","5","17","24","114","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700557","1610612750","0021700557","JAN 03, 2018","MIN @ BKN","L","24","15","0.615","240.0","36","80","0.45","1","11","0.091","24","7","0.8","7","25","32","10","9","4","8","12","97","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700570","1610612750","0021700570","JAN 05, 2018","MIN @ BOS","L","24","16","0.6","240.0","28","76","0.368","7","23","0.304","21","9","0.75","9","34","43","15","6","5","12","15","84","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700584","1610612750","0021700584","JAN 06, 2018","MIN vs. NOP","W","25","16","0.61","240.0","44","90","0.489","9","18","0.5","19","13","0.905","13","34","47","26","10","5","9","20","116","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700594","1610612750","0021700594","JAN 08, 2018","MIN vs. CLE","W","26","16","0.619","240.0","52","100","0.52","10","31","0.323","13","15","0.765","15","41","56","30","6","2","5","17","127","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700611","1610612750","0021700611","JAN 10, 2018","MIN vs. OKC","W","27","16","0.628","240.0","39","80","0.488","7","20","0.35","19","11","0.704","11","34","45","22","11","5","14","22","104","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700623","1610612750","0021700623","JAN 12, 2018","MIN vs. NYK","W","28","16","0.636","240.0","49","95","0.516","10","27","0.37","10","16","0.625","16","27","43","33","12","4","12","12","118","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700637","1610612750","0021700637","JAN 14, 2018","MIN vs. POR","W","29","16","0.644","240.0","43","80","0.538","7","19","0.368","27","7","0.818","7","31","38","21","12","3","11","17","120","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700649","1610612750","0021700649","JAN 16, 2018","MIN @ ORL","L","29","17","0.63","240.0","43","98","0.439","7","16","0.438","9","11","0.9","11","26","37","19","10","9","7","21","102","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700665","1610612750","0021700665","JAN 18, 2018","MIN @ HOU","L","29","18","0.617","240.0","38","81","0.469","8","24","0.333","14","8","0.667","8","32","40","24","8","8","11","16","98","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700680","1610612750","0021700680","JAN 20, 2018","MIN vs. TOR","W","30","18","0.625","240.0","38","81","0.469","7","16","0.438","32","15","0.762","15","29","44","21","4","3","11","20","115","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700695","1610612750","0021700695","JAN 22, 2018","MIN @ LAC","W","31","18","0.633","240.0","43","91","0.473","7","22","0.318","33","18","0.846","18","29","47","20","5","4","13","22","126","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700708","1610612750","0021700708","JAN 24, 2018","MIN @ POR","L","31","19","0.62","240.0","45","84","0.536","6","16","0.375","18","5","0.818","5","28","33","20","7","2","6","14","114","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700713","1610612750","0021700713","JAN 25, 2018","MIN @ GSW","L","31","20","0.608","240.0","46","101","0.455","6","20","0.3","15","13","0.833","13","30","43","25","9","3","10","15","113","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700729","1610612750","0021700729","JAN 27, 2018","MIN vs. BKN","W","32","20","0.615","240.0","42","96","0.438","4","21","0.19","23","16","0.885","16","33","49","20","9","7","5","12","111","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700739","1610612750","0021700739","JAN 29, 2018","MIN @ ATL","L","32","21","0.604","240.0","39","83","0.47","7","19","0.368","15","7","0.833","7","28","35","24","15","5","13","18","100","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700746","1610612750","0021700746","JAN 30, 2018","MIN @ TOR","L","32","22","0.593","240.0","42","85","0.494","5","12","0.417","15","10","0.625","10","30","40","21","4","2","8","19","104","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700763","1610612750","0021700763","FEB 01, 2018","MIN vs. MIL","W","33","22","0.6","240.0","42","78","0.538","7","19","0.368","17","4","0.85","4","35","39","27","8","7","13","15","108","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700780","1610612750","0021700780","FEB 03, 2018","MIN vs. NOP","W","34","22","0.607","240.0","48","95","0.505","10","21","0.476","12","12","0.75","12","38","50","21","9","3","12","13","118","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700807","1610612750","0021700807","FEB 07, 2018","MIN @ CLE","L","34","23","0.596","265.0","54","93","0.581","19","33","0.576","11","4","0.917","4","31","35","33","7","4","11","19","138","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700822","1610612750","0021700822","FEB 09, 2018","MIN @ CHI","L","34","24","0.586","240.0","41","87","0.471","8","22","0.364","23","11","0.821","11","35","46","19","8","4","13","22","113","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700838","1610612750","0021700838","FEB 11, 2018","MIN vs. SAC","W","35","24","0.593","240.0","37","74","0.5","9","24","0.375","28","8","0.875","8","29","37","29","10","5","16","17","111","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700849","1610612750","0021700849","FEB 13, 2018","MIN vs. HOU","L","35","25","0.583","240.0","40","84","0.476","6","23","0.261","22","9","0.957","9","31","40","22","3","4","8","20","108","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700866","1610612750","0021700866","FEB 15, 2018","MIN vs. LAL","W","36","25","0.59","240.0","42","90","0.467","6","24","0.25","29","11","0.935","11","35","46","23","5","10","10","22","119","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700877","1610612750","0021700877","FEB 23, 2018","MIN @ HOU","L","36","26","0.581","240.0","40","94","0.426","10","26","0.385","12","16","0.75","16","27","43","19","6","3","10","22","102","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700888","1610612750","0021700888","FEB 24, 2018","MIN vs. CHI","W","37","26","0.587","240.0","46","94","0.489","11","35","0.314","19","10","0.731","10","41","51","25","6","4","11","15","122","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700906","1610612750","0021700906","FEB 26, 2018","MIN @ SAC","W","38","26","0.594","240.0","39","76","0.513","7","16","0.438","33","8","0.917","8","35","43","22","11","4","12","14","118","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700925","1610612750","0021700925","MAR 01, 2018","MIN @ POR","L","38","27","0.585","240.0","38","85","0.447","4","20","0.2","19","9","0.905","9","40","49","16","5","7","15","24","99","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700934","1610612750","0021700934","MAR 02, 2018","MIN @ UTA","L","38","28","0.576","240.0","38","74","0.514","9","17","0.529","23","2","0.742","2","25","27","14","9","0","12","23","108","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700974","1610612750","0021700974","MAR 08, 2018","MIN vs. BOS","L","38","29","0.567","240.0","44","94","0.468","12","31","0.387","9","13","0.692","13","34","47","24","3","3","12","22","109","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021700994","1610612750","0021700994","MAR 11, 2018","MIN vs. GSW","W","39","29","0.574","240.0","44","95","0.463","6","20","0.3","15","13","0.714","13","37","50","27","7","3","9","15","109","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021701006","1610612750","0021701006","MAR 13, 2018","MIN @ WAS","W","40","29","0.58","240.0","46","87","0.529","7","21","0.333","17","11","0.895","11","26","37","23","10","7","10","21","116","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021701042","1610612750","0021701042","MAR 17, 2018","MIN @ SAS","L","40","30","0.571","240.0","39","81","0.481","7","12","0.583","16","10","0.8","10","24","34","22","3","2","16","16","101","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021701048","1610612750","0021701048","MAR 18, 2018","MIN vs. HOU","L","40","31","0.563","240.0","45","86","0.523","10","20","0.5","20","14","0.769","14","27","41","24","7","1","12","26","120","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021701060","1610612750","0021701060","MAR 20, 2018","MIN vs. LAC","W","41","31","0.569","240.0","45","86","0.523","10","25","0.4","23","6","0.958","6","34","40","23","5","6","11","21","123","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021701081","1610612750","0021701081","MAR 23, 2018","MIN @ NYK","W","42","31","0.575","240.0","35","75","0.467","10","26","0.385","28","6","0.875","6","39","45","23","6","6","14","15","108","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021701088","1610612750","0021701088","MAR 24, 2018","MIN @ PHI","L","42","32","0.568","240.0","37","96","0.385","6","23","0.261","28","13","0.737","13","40","53","19","7","3","14","27","108","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021701106","1610612750","0021701106","MAR 26, 2018","MIN vs. MEM","L","42","33","0.56","240.0","33","79","0.418","8","24","0.333","19","7","0.792","7","30","37","21","7","6","14","15","93","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021701120","1610612750","0021701120","MAR 28, 2018","MIN vs. ATL","W","43","33","0.566","240.0","48","90","0.533","13","30","0.433","17","7","0.81","7","30","37","33","9","1","13","20","126","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021701134","1610612750","0021701134","MAR 30, 2018","MIN @ DAL","W","44","33","0.571","240.0","35","83","0.422","8","25","0.32","15","6","0.882","6","38","44","14","10","6","9","13","93","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021701151","1610612750","0021701151","APR 01, 2018","MIN vs. UTA","L","44","34","0.564","240.0","38","90","0.422","8","24","0.333","13","7","0.929","7","25","32","19","10","1","12","17","97","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021701180","1610612750","0021701180","APR 05, 2018","MIN @ DEN","L","44","35","0.557","240.0","39","91","0.429","6","24","0.25","12","12","0.75","12","35","47","22","4","1","8","19","96","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021701190","1610612750","0021701190","APR 06, 2018","MIN @ LAL","W","45","35","0.563","240.0","43","100","0.43","8","26","0.308","19","18","0.731","18","30","48","25","14","8","5","24","113","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021701209","1610612750","0021701209","APR 09, 2018","MIN vs. MEM","W","46","35","0.568","240.0","42","87","0.483","7","22","0.318","22","18","0.846","18","34","52","27","10","7","17","18","113","2017-18","2018-04-13T22:39:11.529"
"1610612750_0021701225","1610612750","0021701225","APR 11, 2018","MIN vs. DEN","W","47","35","0.573","265.0","42","89","0.472","9","23","0.391","19","8","0.76","8","32","40","24","10","2","8","19","112","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700004","1610612751","0021700004","OCT 18, 2017","BKN @ IND","L","0","1","0.0","240.0","45","94","0.479","12","30","0.4","29","11","0.906","11","32","43","22","7","2","20","25","131","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700022","1610612751","0021700022","OCT 20, 2017","BKN vs. ORL","W","1","1","0.5","240.0","46","92","0.5","9","27","0.333","25","15","0.714","15","33","48","22","13","6","18","17","126","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700038","1610612751","0021700038","OCT 22, 2017","BKN vs. ATL","W","2","1","0.667","240.0","41","87","0.471","11","27","0.407","23","13","0.676","13","38","51","27","11","8","18","27","116","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700050","1610612751","0021700050","OCT 24, 2017","BKN @ ORL","L","2","2","0.5","240.0","40","96","0.417","11","35","0.314","30","14","0.882","14","35","49","21","8","4","15","27","121","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700058","1610612751","0021700058","OCT 25, 2017","BKN vs. CLE","W","3","2","0.6","240.0","40","93","0.43","17","46","0.37","15","10","0.714","10","28","38","22","11","3","12","22","112","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700073","1610612751","0021700073","OCT 27, 2017","BKN @ NYK","L","3","3","0.5","240.0","30","75","0.4","11","30","0.367","15","5","0.714","5","30","35","18","5","1","16","20","86","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700087","1610612751","0021700087","OCT 29, 2017","BKN vs. DEN","L","3","4","0.429","240.0","39","96","0.406","12","31","0.387","21","17","0.677","17","39","56","24","5","4","15","18","111","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700102","1610612751","0021700102","OCT 31, 2017","BKN vs. PHX","L","3","5","0.375","240.0","42","102","0.412","9","31","0.29","21","7","0.7","7","37","44","15","9","4","7","22","114","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700130","1610612751","0021700130","NOV 03, 2017","BKN @ LAL","L","3","6","0.333","240.0","37","91","0.407","9","38","0.237","29","8","0.763","8","35","43","23","8","5","16","22","112","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700147","1610612751","0021700147","NOV 06, 2017","BKN @ PHX","W","4","6","0.4","240.0","35","87","0.402","8","32","0.25","20","11","0.69","11","37","48","20","10","4","16","30","98","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700155","1610612751","0021700155","NOV 07, 2017","BKN @ DEN","L","4","7","0.364","240.0","38","89","0.427","11","35","0.314","17","8","0.773","8","39","47","22","12","6","25","16","104","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700176","1610612751","0021700176","NOV 10, 2017","BKN @ POR","W","5","7","0.417","240.0","39","91","0.429","12","38","0.316","11","11","0.579","11","38","49","25","7","4","10","13","101","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700187","1610612751","0021700187","NOV 11, 2017","BKN @ UTA","L","5","8","0.385","240.0","35","76","0.461","7","23","0.304","29","10","0.744","10","31","41","13","7","4","17","22","106","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700201","1610612751","0021700201","NOV 14, 2017","BKN vs. BOS","L","5","9","0.357","240.0","39","88","0.443","14","35","0.4","10","9","0.625","9","34","43","26","4","3","14","24","102","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700219","1610612751","0021700219","NOV 17, 2017","BKN vs. UTA","W","6","9","0.4","240.0","43","84","0.512","17","37","0.459","15","4","0.75","4","32","36","27","8","2","12","21","118","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700236","1610612751","0021700236","NOV 19, 2017","BKN vs. GSW","L","6","10","0.375","240.0","34","95","0.358","16","48","0.333","27","13","0.692","13","39","52","24","7","2","13","21","111","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700254","1610612751","0021700254","NOV 22, 2017","BKN @ CLE","L","6","11","0.353","240.0","42","81","0.519","14","37","0.378","11","8","0.688","8","34","42","26","5","2","19","21","109","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700267","1610612751","0021700267","NOV 24, 2017","BKN vs. POR","L","6","12","0.333","240.0","50","100","0.5","10","25","0.4","15","13","0.714","13","34","47","25","4","6","9","22","125","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700289","1610612751","0021700289","NOV 26, 2017","BKN @ MEM","W","7","12","0.368","240.0","33","74","0.446","13","29","0.448","19","12","0.826","12","31","43","19","7","7","17","22","98","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700294","1610612751","0021700294","NOV 27, 2017","BKN @ HOU","L","7","13","0.35","240.0","40","86","0.465","10","39","0.256","13","6","0.765","6","37","43","24","5","4","13","19","103","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700310","1610612751","0021700310","NOV 29, 2017","BKN @ DAL","W","8","13","0.381","240.0","42","90","0.467","11","29","0.379","14","14","0.56","14","38","52","25","5","1","14","21","109","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700328","1610612751","0021700328","DEC 02, 2017","BKN vs. ATL","L","8","14","0.364","240.0","34","82","0.415","17","42","0.405","17","12","0.81","12","34","46","26","1","8","19","18","102","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700342","1610612751","0021700342","DEC 04, 2017","BKN @ ATL","W","9","14","0.391","240.0","41","85","0.482","15","36","0.417","13","12","0.867","12","40","52","29","7","6","22","28","110","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700365","1610612751","0021700365","DEC 07, 2017","BKN vs. OKC","W","10","14","0.417","240.0","35","80","0.438","11","37","0.297","19","7","0.633","7","42","49","24","3","7","13","21","100","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700376","1610612751","0021700376","DEC 09, 2017","BKN vs. MIA","L","10","15","0.4","240.0","33","81","0.407","7","27","0.259","16","8","0.842","8","35","43","16","3","3","12","17","89","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700400","1610612751","0021700400","DEC 12, 2017","BKN vs. WAS","W","11","15","0.423","240.0","34","84","0.405","10","43","0.233","25","9","0.758","9","44","53","26","4","6","14","21","103","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700414","1610612751","0021700414","DEC 14, 2017","BKN vs. NYK","L","11","16","0.407","240.0","37","83","0.446","12","42","0.286","18","11","0.783","11","32","43","21","10","4","17","21","104","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700424","1610612751","0021700424","DEC 15, 2017","BKN @ TOR","L","11","17","0.393","240.0","32","76","0.421","7","23","0.304","16","6","0.842","6","31","37","16","4","1","22","14","87","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700439","1610612751","0021700439","DEC 17, 2017","BKN vs. IND","L","11","18","0.379","240.0","34","81","0.42","12","33","0.364","17","7","0.81","7","22","29","26","7","2","9","17","97","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700457","1610612751","0021700457","DEC 20, 2017","BKN vs. SAC","L","11","19","0.367","240.0","32","82","0.39","15","42","0.357","20","14","0.87","14","24","38","15","5","7","10","19","99","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700473","1610612751","0021700473","DEC 22, 2017","BKN vs. WAS","W","12","19","0.387","240.0","44","88","0.5","14","41","0.341","17","13","0.81","13","47","60","29","4","4","14","17","119","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700482","1610612751","0021700482","DEC 23, 2017","BKN @ IND","L","12","20","0.375","265.0","42","98","0.429","16","36","0.444","19","18","0.76","18","33","51","24","2","2","10","20","119","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700502","1610612751","0021700502","DEC 26, 2017","BKN @ SAS","L","12","21","0.364","240.0","39","93","0.419","12","32","0.375","7","12","0.778","12","33","45","23","5","0","13","18","97","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700511","1610612751","0021700511","DEC 27, 2017","BKN @ NOP","L","12","22","0.353","240.0","41","90","0.456","19","38","0.5","12","10","0.857","10","33","43","26","8","3","15","18","113","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700523","1610612751","0021700523","DEC 29, 2017","BKN @ MIA","W","13","22","0.371","240.0","39","79","0.494","11","26","0.423","22","8","0.88","8","46","54","25","8","4","18","23","111","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700539","1610612751","0021700539","DEC 31, 2017","BKN @ BOS","L","13","23","0.361","240.0","39","95","0.411","11","36","0.306","16","11","0.842","11","34","45","25","5","4","9","19","105","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700545","1610612751","0021700545","JAN 01, 2018","BKN vs. ORL","W","14","23","0.378","240.0","36","82","0.439","9","25","0.36","17","10","0.739","10","42","52","17","7","10","13","22","98","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700557","1610612751","0021700557","JAN 03, 2018","BKN vs. MIN","W","15","23","0.395","240.0","37","72","0.514","14","30","0.467","10","4","0.909","4","34","38","22","3","3","19","23","98","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700579","1610612751","0021700579","JAN 06, 2018","BKN vs. BOS","L","15","24","0.385","240.0","30","91","0.33","6","31","0.194","19","12","0.864","12","43","55","11","2","11","16","14","85","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700592","1610612751","0021700592","JAN 08, 2018","BKN vs. TOR","L","15","25","0.375","265.0","39","100","0.39","12","33","0.364","23","11","0.821","11","44","55","22","8","2","16","27","113","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700606","1610612751","0021700606","JAN 10, 2018","BKN vs. DET","L","15","26","0.366","240.0","27","74","0.365","12","37","0.324","14","2","0.933","2","33","35","19","11","2","17","11","80","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700621","1610612751","0021700621","JAN 12, 2018","BKN @ ATL","W","16","26","0.381","240.0","40","87","0.46","13","34","0.382","17","13","0.654","13","30","43","29","8","1","14","24","110","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700630","1610612751","0021700630","JAN 13, 2018","BKN @ WAS","L","16","27","0.372","265.0","42","99","0.424","12","43","0.279","17","13","0.85","13","34","47","28","6","3","15","22","113","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700642","1610612751","0021700642","JAN 15, 2018","BKN vs. NYK","L","16","28","0.364","240.0","32","87","0.368","11","32","0.344","29","11","0.806","11","34","45","16","5","3","11","23","104","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700655","1610612751","0021700655","JAN 17, 2018","BKN vs. SAS","L","16","29","0.356","240.0","35","83","0.422","13","36","0.361","12","6","0.667","6","41","47","23","3","1","14","28","95","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700668","1610612751","0021700668","JAN 19, 2018","BKN vs. MIA","W","17","29","0.37","240.0","36","76","0.474","9","32","0.281","20","10","0.769","10","34","44","20","5","8","14","18","101","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700685","1610612751","0021700685","JAN 21, 2018","BKN @ DET","W","18","29","0.383","240.0","37","80","0.463","13","31","0.419","14","7","0.7","7","39","46","23","1","3","15","18","101","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700697","1610612751","0021700697","JAN 23, 2018","BKN @ OKC","L","18","30","0.375","240.0","37","79","0.468","16","38","0.421","18","8","0.72","8","37","45","27","1","5","12","25","108","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700719","1610612751","0021700719","JAN 26, 2018","BKN @ MIL","L","18","31","0.367","240.0","33","89","0.371","8","34","0.235","17","11","0.85","11","34","45","18","5","2","14","19","91","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700729","1610612751","0021700729","JAN 27, 2018","BKN @ MIN","L","18","32","0.36","240.0","38","82","0.463","9","30","0.3","12","11","0.8","11","32","43","22","3","7","15","19","97","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700745","1610612751","0021700745","JAN 30, 2018","BKN @ NYK","L","18","33","0.353","240.0","36","87","0.414","9","37","0.243","14","11","0.875","11","38","49","15","6","3","17","21","95","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700756","1610612751","0021700756","JAN 31, 2018","BKN vs. PHI","W","19","33","0.365","240.0","39","77","0.506","13","32","0.406","25","9","0.893","9","30","39","19","3","9","11","26","116","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700768","1610612751","0021700768","FEB 02, 2018","BKN vs. LAL","L","19","34","0.358","240.0","37","82","0.451","9","29","0.31","16","5","0.696","5","33","38","20","7","8","11","18","99","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700785","1610612751","0021700785","FEB 04, 2018","BKN vs. MIL","L","19","35","0.352","240.0","37","90","0.411","9","29","0.31","11","11","0.786","11","25","36","25","5","1","9","19","94","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700800","1610612751","0021700800","FEB 06, 2018","BKN vs. HOU","L","19","36","0.345","240.0","41","85","0.482","16","35","0.457","15","10","0.882","10","27","37","24","8","2","11","17","113","2017-18","2018-04-13T22:39:11.529"
