formatname,minutes,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,play3PA,play3PM,playFTA,playFTM,playORB,playDRB,playTRB,possOnCourt,possUsed,games
AJHammons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AaronBrooks,189.43333332600005,75.0,20.0,11.0,6.0,0.0,28.0,69.0,28.0,31.0,11.0,11.0,8.0,7.0,10.0,17.0,381.2945881105224,76.81599492208514,32
AaronGordon,1908.8499999700002,1022.0,136.0,107.0,58.0,45.0,111.0,866.0,375.0,342.0,115.0,225.0,157.0,88.0,370.0,458.0,4005.6695833732792,971.6877069605398,58
AaronHarrison,233.25,60.0,11.0,3.0,9.0,2.0,27.0,69.0,19.0,43.0,9.0,17.0,13.0,4.0,20.0,24.0,475.68005375130906,71.77695677647768,9
AaronJackson,34.5,8.0,1.0,1.0,0.0,0.0,4.0,9.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,65.67721875000001,9.98293725,1
AbdelNader,521.5499999820001,146.0,26.0,34.0,15.0,10.0,45.0,149.0,50.0,65.0,23.0,39.0,23.0,13.0,58.0,71.0,1071.1224940241639,178.62663446404687,48
AdreianPayne,42.550000000000004,21.0,0.0,2.0,2.0,0.0,6.0,10.0,7.0,3.0,2.0,6.0,5.0,2.0,7.0,9.0,86.42868437522387,12.817805659889636,5
AlFarouqAminu,2072.28333333,644.0,84.0,79.0,80.0,39.0,136.0,582.0,230.0,339.0,125.0,80.0,59.0,97.0,427.0,524.0,4260.5907368677645,623.2009433113826,69
AlHorford,2277.08333333,927.0,339.0,131.0,43.0,79.0,138.0,753.0,368.0,226.0,97.0,120.0,94.0,103.0,427.0,530.0,4590.899568739636,855.8262038825554,72
AlJefferson,483.5833333329999,252.0,30.0,21.0,16.0,23.0,66.0,208.0,111.0,3.0,0.0,36.0,30.0,30.0,113.0,143.0,977.4330018732197,222.59858527190175,36
AlanWilliams,70.33333332699999,20.0,8.0,7.0,5.0,1.0,13.0,18.0,7.0,0.0,0.0,9.0,6.0,3.0,19.0,22.0,140.12224186220143,26.218964153069468,5
AlecBurks,1058.6666666760004,494.0,67.0,60.0,38.0,8.0,75.0,414.0,170.0,142.0,47.0,124.0,107.0,19.0,173.0,192.0,2118.3301047069394,485.64705510726776,64
AlecPeters,224.84999999899998,82.0,12.0,4.0,2.0,2.0,13.0,74.0,28.0,58.0,18.0,10.0,8.0,8.0,29.0,37.0,468.09829343694685,73.7485408988735,20
AlexAbrines,1134.2000000100002,353.0,28.0,25.0,38.0,8.0,124.0,291.0,115.0,221.0,84.0,46.0,39.0,26.0,87.0,113.0,2304.7452931455955,296.78785544350006,75
AlexCaruso,561.933333343,134.0,75.0,41.0,24.0,9.0,52.0,116.0,50.0,43.0,13.0,30.0,21.0,15.0,50.0,65.0,1175.3154565846799,154.8876339722723,37
AlexLen,1395.3166666559996,587.0,82.0,78.0,27.0,60.0,158.0,378.0,214.0,3.0,1.0,231.0,158.0,176.0,343.0,519.0,2974.4086693508652,500.47782060631516,69
AlexPoythress,104.11666666600001,26.0,2.0,2.0,3.0,1.0,16.0,26.0,11.0,11.0,4.0,0.0,0.0,7.0,10.0,17.0,207.00944343541317,25.449364510151074,25
AlfonzoMcKinnie,53.433333334,21.0,1.0,3.0,1.0,1.0,8.0,15.0,8.0,9.0,3.0,3.0,2.0,1.0,6.0,7.0,108.93060750130536,18.678862878333536,14
AllenCrabbe,2197.0833333299997,990.0,118.0,77.0,47.0,36.0,168.0,827.0,337.0,532.0,201.0,135.0,115.0,28.0,295.0,323.0,4604.872868738899,867.2634841841754,75
AmileJefferson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AmirJohnson,1170.5499999989997,342.0,118.0,56.0,45.0,44.0,192.0,261.0,140.0,32.0,10.0,85.0,52.0,122.0,206.0,328.0,2484.052590932925,315.880627013423,74
AndreDrummond,2624.86666669,1171.0,237.0,203.0,115.0,129.0,250.0,881.0,466.0,11.0,0.0,395.0,239.0,401.0,848.0,1249.0,5353.11485848582,1115.029086452458,78
AndreIguodala,1622.43333336,384.0,211.0,67.0,54.0,38.0,99.0,320.0,148.0,117.0,33.0,87.0,55.0,49.0,196.0,245.0,3378.878459742334,391.0292544165567,64
AndreIngram,64.13333334,24.0,7.0,3.0,3.0,3.0,3.0,17.0,8.0,9.0,5.0,3.0,3.0,1.0,5.0,6.0,141.5071178272558,20.04827370084844,2
AndreRoberson,1036.6999999970003,194.0,46.0,30.0,46.0,35.0,89.0,162.0,87.0,36.0,8.0,38.0,12.0,75.0,110.0,185.0,2082.832286553176,181.8629486634964,39
AndrewBogut,216.39999999399996,36.0,15.0,19.0,4.0,13.0,40.0,25.0,17.0,0.0,0.0,2.0,2.0,26.0,52.0,78.0,456.7161328003992,38.75234189736815,24
AndrewHarrison,1326.283333323,533.0,177.0,81.0,38.0,26.0,138.0,429.0,181.0,142.0,47.0,159.0,124.0,23.0,108.0,131.0,2605.8184109174035,525.4470655845115,56
AndrewWhite,209.099999983,69.0,6.0,8.0,3.0,1.0,12.0,73.0,25.0,49.0,18.0,4.0,1.0,4.0,30.0,34.0,441.74963933911533,74.7070093454127,15
AndrewWiggins,2978.7333333299994,1452.0,160.0,138.0,91.0,52.0,163.0,1300.0,569.0,338.0,112.0,314.0,202.0,81.0,276.0,357.0,6069.735223747138,1405.5882649119083,82
AnteZizic,214.26666667300006,119.0,5.0,11.0,2.0,12.0,30.0,67.0,49.0,0.0,0.0,29.0,21.0,24.0,36.0,60.0,446.2397706357894,82.23765298028758,32
AnthonyBrown,3.733333333,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.167619999181461,1.0359410599075052,1
AnthonyDavis,2727.233333357,2110.0,175.0,162.0,115.0,192.0,159.0,1462.0,780.0,162.0,55.0,598.0,495.0,187.0,647.0,834.0,5812.133449424381,1726.6068343257234,75
AnthonyTolliver,1757.0500000299996,703.0,90.0,57.0,32.0,21.0,144.0,472.0,219.0,365.0,159.0,133.0,106.0,50.0,191.0,241.0,3557.800032245278,533.3284150470946,79
AntonioBlakeney,313.900000013,152.0,20.0,11.0,7.0,1.0,19.0,144.0,53.0,54.0,16.0,39.0,30.0,4.0,29.0,33.0,647.1540281512762,152.1667823292953,19
AntoniusCleveland,122.533333336,23.0,2.0,7.0,7.0,5.0,23.0,21.0,8.0,4.0,3.0,6.0,4.0,3.0,11.0,14.0,255.44071781607886,27.901988540657147,17
AronBaynes,1484.4833333399997,482.0,93.0,80.0,22.0,51.0,200.0,446.0,210.0,21.0,3.0,78.0,59.0,129.0,304.0,433.0,2977.012249079495,501.1911541524645,81
ArronAfflalo,681.5833333340001,179.0,30.0,21.0,4.0,9.0,56.0,162.0,65.0,70.0,27.0,26.0,22.0,4.0,62.0,66.0,1382.381625626691,181.6360702040498,52
AustinRivers,2056.53333337,920.0,242.0,110.0,73.0,16.0,152.0,804.0,341.0,360.0,136.0,159.0,102.0,27.0,118.0,145.0,4199.08782569859,881.7044011527438,61
AveryBradley,1433.0833333600003,656.0,94.0,101.0,51.0,8.0,92.0,625.0,259.0,203.0,75.0,82.0,63.0,22.0,94.0,116.0,2917.22790224068,679.3075210888718,46
BamAdebayo,1368.2499999929994,477.0,101.0,67.0,32.0,42.0,138.0,340.0,174.0,7.0,0.0,179.0,129.0,119.0,263.0,382.0,2720.868534992025,440.6490472705154,69
BenMcLemore,1090.6333333379998,422.0,51.0,61.0,38.0,15.0,139.0,373.0,157.0,159.0,55.0,64.0,53.0,34.0,105.0,139.0,2216.696109384495,413.00971393941353,56
BenMoore,9.283333333,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21.918685936730753,0.0,2
BenSimmons,2731.8666666699996,1279.0,660.0,278.0,141.0,68.0,211.0,999.0,544.0,11.0,0.0,341.0,191.0,145.0,515.0,660.0,5781.580213757654,1283.215074259896,81
BismackBiyombo,1494.9333333199993,468.0,66.0,84.0,21.0,95.0,158.0,350.0,183.0,1.0,0.0,157.0,102.0,144.0,324.0,468.0,3044.255183723505,454.0871120981637,82
BlakeGriffin,1969.833333367,1242.0,334.0,167.0,41.0,17.0,139.0,996.0,436.0,322.0,111.0,330.0,259.0,74.0,355.0,429.0,4052.55764725662,1173.0079178446736,58
BobanMarjanovic,337.833333329,235.0,22.0,36.0,10.0,11.0,51.0,148.0,79.0,0.0,0.0,97.0,77.0,48.0,96.0,144.0,699.9489784291701,200.1483751577419,39
BobbyBrown,114.900000002,50.0,11.0,9.0,4.0,0.0,6.0,58.0,19.0,40.0,11.0,2.0,1.0,0.0,7.0,7.0,239.75509937963056,62.80052203296439,20
BobbyPortis,1642.5166666499995,964.0,123.0,103.0,48.0,23.0,130.0,810.0,382.0,223.0,80.0,156.0,120.0,158.0,338.0,496.0,3422.4255208997397,878.5656704111501,73
BogdanBogdanovic,2144.59999998,917.0,258.0,125.0,72.0,16.0,172.0,772.0,344.0,329.0,129.0,119.0,100.0,31.0,191.0,222.0,4309.462959963691,847.1625334839447,78
BojanBogdanovic,2464.283333329999,1141.0,119.0,105.0,54.0,9.0,129.0,852.0,404.0,386.0,155.0,205.0,178.0,30.0,238.0,268.0,5005.874145933851,954.1022038219248,80
BradleyBeal,2976.716666650002,1857.0,373.0,214.0,97.0,35.0,160.0,1484.0,683.0,530.0,199.0,369.0,292.0,61.0,301.0,362.0,6062.206851221425,1676.7105893800933,82
BrandanWright,380.86666666900004,139.0,13.0,8.0,13.0,26.0,32.0,102.0,59.0,0.0,0.0,33.0,21.0,33.0,62.0,95.0,761.2504831304781,111.32644449403978,28
BrandonIngram,1974.58333334,949.0,230.0,150.0,45.0,43.0,163.0,761.0,358.0,105.0,41.0,282.0,192.0,57.0,258.0,315.0,4195.064273141678,923.9351190143971,59
BrandonJennings,205.15000000400002,73.0,44.0,18.0,6.0,4.0,11.0,72.0,27.0,33.0,9.0,10.0,10.0,5.0,26.0,31.0,430.23276313307025,84.38796528761394,14
BrandonPaul,575.849999977,145.0,37.0,31.0,25.0,7.0,58.0,126.0,54.0,54.0,15.0,43.0,22.0,6.0,62.0,68.0,1177.2400577662438,158.40075115431736,64
BrianteWeber,236.51666666699998,50.0,22.0,15.0,18.0,5.0,28.0,43.0,19.0,11.0,4.0,10.0,8.0,8.0,27.0,35.0,492.9450350007422,55.82702340531993,18
BriceJohnson,98.26666665900001,43.0,2.0,5.0,9.0,6.0,13.0,42.0,20.0,1.0,0.0,5.0,3.0,9.0,22.0,31.0,210.72309842026104,41.61095106445956,18
BrookLopez,1735.0166667030005,961.0,126.0,98.0,29.0,98.0,195.0,794.0,369.0,325.0,112.0,158.0,111.0,74.0,220.0,294.0,3687.4570391401426,862.5268855871283,74
BrunoCaboclo,106.16666667300001,26.0,5.0,4.0,3.0,4.0,8.0,31.0,9.0,17.0,3.0,6.0,5.0,7.0,15.0,22.0,209.74270626258533,33.319777307700875,12
BrynForbes,1516.9166666679998,555.0,80.0,37.0,27.0,2.0,108.0,497.0,209.0,228.0,89.0,72.0,48.0,12.0,98.0,110.0,3051.6734015672596,505.82681432930315,80
BuddyHield,1996.5000000799998,1079.0,155.0,124.0,86.0,22.0,148.0,933.0,416.0,408.0,176.0,81.0,71.0,55.0,251.0,306.0,3989.7342410971055,972.5155239720648,80
CJMcCollum,2923.716666659999,1732.0,272.0,152.0,77.0,35.0,168.0,1504.0,667.0,476.0,189.0,250.0,209.0,53.0,268.0,321.0,5981.158112171716,1583.3932152643483,81
CJMiles,1336.5666666700001,699.0,55.0,40.0,37.0,21.0,134.0,598.0,227.0,454.0,164.0,97.0,81.0,18.0,134.0,152.0,2756.8768940713558,609.095605210929,70
CJWilliams,706.5166666680001,209.0,43.0,20.0,31.0,13.0,63.0,197.0,87.0,78.0,22.0,16.0,13.0,12.0,44.0,56.0,1462.9176134409447,201.26874061496918,38
CalebSwanigan,189.36666666199997,61.0,14.0,18.0,5.0,3.0,37.0,60.0,24.0,8.0,1.0,18.0,12.0,15.0,39.0,54.0,378.0006793661236,76.42504644389089,27
CameronPayne,581.51666667,221.0,113.0,36.0,26.0,9.0,44.0,215.0,87.0,91.0,35.0,16.0,12.0,18.0,51.0,69.0,1216.9236028172893,226.97902758434697,25
CarisLeVert,1863.6666666400004,858.0,299.0,153.0,82.0,22.0,159.0,735.0,320.0,245.0,85.0,187.0,133.0,53.0,207.0,260.0,3917.7521761914877,879.8190952225974,71
CarmeloAnthony,2501.1499999770003,1261.0,103.0,100.0,47.0,49.0,197.0,1169.0,472.0,474.0,169.0,193.0,148.0,67.0,385.0,452.0,5176.024005579091,1170.3313431193617,78
CarrickFelix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CediOsman,672.4999999869997,238.0,41.0,32.0,22.0,3.0,78.0,186.0,90.0,87.0,32.0,46.0,26.0,19.0,101.0,120.0,1386.6813812250434,215.8167434979625,61
ChandlerParsons,691.400000033,284.0,69.0,35.0,18.0,11.0,53.0,234.0,108.0,121.0,51.0,27.0,17.0,14.0,76.0,90.0,1386.3355241283723,258.133300638875,36
ChanningFrye,694.8499999889999,264.0,38.0,22.0,17.0,14.0,69.0,212.0,104.0,115.0,39.0,19.0,17.0,12.0,124.0,136.0,1430.3888121638938,222.13895920654852,53
CharlesCooke,38.099999999,6.0,1.0,1.0,1.0,0.0,0.0,14.0,2.0,8.0,1.0,2.0,1.0,0.0,2.0,2.0,77.42842937374238,12.811806476008767,13
CheickDiallo,580.9500000220002,254.0,19.0,27.0,11.0,21.0,82.0,176.0,102.0,0.0,0.0,66.0,50.0,46.0,165.0,211.0,1223.5512437960779,213.33433668043864,52
ChinanuOnuaku,21.56666667,4.0,1.0,3.0,0.0,0.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,40.113191256199876,7.501166764909377,1
ChrisBoucher,1.316666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9204900004862,0.9602450002431,1
ChrisMcCullough,89.76666666599998,46.0,4.0,2.0,0.0,5.0,8.0,42.0,18.0,8.0,1.0,14.0,9.0,7.0,18.0,25.0,193.1883146861114,44.07396317458071,19
ChrisPaul,1846.56666668,1081.0,458.0,128.0,97.0,13.0,141.0,798.0,367.0,379.0,144.0,221.0,203.0,36.0,277.0,313.0,3747.1275153397464,930.6795949045226,58
ClintCapela,2034.3166666600002,1026.0,68.0,104.0,57.0,138.0,185.0,676.0,441.0,1.0,0.0,257.0,144.0,242.0,560.0,802.0,4146.650774052562,801.3671546612707,74
CodyZeller,627.1666666499998,233.0,31.0,33.0,14.0,21.0,81.0,154.0,85.0,3.0,2.0,85.0,61.0,65.0,110.0,175.0,1298.7037421518155,201.20796303246996,33
ColeAldrich,48.700000002999985,12.0,3.0,1.0,2.0,1.0,11.0,15.0,5.0,0.0,0.0,6.0,2.0,3.0,12.0,15.0,98.87227281860135,16.42741829827417,21
CoreyBrewer,1208.5333333239998,380.0,65.0,49.0,79.0,14.0,139.0,316.0,142.0,110.0,31.0,90.0,65.0,43.0,110.0,153.0,2581.898828414929,360.43871519853144,72
CoryJoseph,2209.9333333400004,649.0,260.0,88.0,80.0,19.0,141.0,604.0,256.0,190.0,67.0,95.0,70.0,39.0,227.0,266.0,4469.818773761715,657.943799562178,82
CourtneyLee,2309.9833333599995,913.0,180.0,84.0,80.0,17.0,109.0,755.0,343.0,278.0,113.0,124.0,114.0,30.0,194.0,224.0,4726.352864115935,800.4908768863031,76
CristianoFelicio,977.4666666690003,308.0,55.0,54.0,16.0,11.0,104.0,215.0,127.0,2.0,0.0,81.0,54.0,83.0,150.0,233.0,2002.399028440726,272.5103638506913,55
DAngeloRussell,1233.58333333,745.0,249.0,147.0,36.0,17.0,93.0,671.0,279.0,278.0,90.0,131.0,97.0,30.0,159.0,189.0,2637.289596557504,795.6218924642296,48
DJAugustin,1760.066666686,766.0,287.0,122.0,53.0,0.0,94.0,539.0,244.0,272.0,114.0,189.0,164.0,30.0,131.0,161.0,3648.5012953533737,679.3783587215413,75
DJWilson,71.10000000400001,21.0,3.0,4.0,3.0,1.0,7.0,16.0,9.0,5.0,2.0,2.0,1.0,2.0,8.0,10.0,138.2187331332258,20.01811478060456,22
DakariJohnson,161.366666669,55.0,8.0,4.0,6.0,8.0,27.0,39.0,22.0,0.0,0.0,20.0,11.0,16.0,18.0,34.0,316.17048719224834,44.697866138721565,31
DamianJones,88.716666663,25.0,2.0,4.0,1.0,3.0,14.0,22.0,11.0,0.0,0.0,5.0,3.0,5.0,9.0,14.0,176.66689217952904,26.274996520961423,15
DamianLillard,2669.85,1962.0,481.0,205.0,78.0,27.0,117.0,1415.0,621.0,628.0,227.0,538.0,493.0,62.0,263.0,325.0,5517.409944064654,1663.5599953527678,73
DamienWilkins,152.633333328,33.0,9.0,5.0,2.0,1.0,7.0,39.0,13.0,18.0,4.0,4.0,3.0,4.0,11.0,15.0,303.93724623794094,38.71726574883716,19
DamionLee,404.4166666500001,161.0,29.0,14.0,19.0,1.0,25.0,152.0,62.0,60.0,15.0,29.0,22.0,11.0,60.0,71.0,855.6014465276455,159.78974452941952,15
DamyeanDotson,474.083333329,182.0,31.0,17.0,12.0,2.0,34.0,161.0,72.0,68.0,22.0,23.0,16.0,9.0,75.0,84.0,970.647569365312,170.4280477249289,44
DanielHamilton,27.716666670000002,12.0,8.0,2.0,1.0,0.0,2.0,11.0,5.0,5.0,2.0,0.0,0.0,0.0,5.0,5.0,53.12519438149791,11.817206421849614,6
DanielTheis,935.6666666950001,331.0,56.0,56.0,30.0,47.0,157.0,234.0,126.0,59.0,18.0,81.0,61.0,90.0,184.0,274.0,1886.384510370879,291.339137742469,63
DaniloGallinari,671.06666666,321.0,42.0,26.0,12.0,10.0,30.0,256.0,102.0,111.0,36.0,87.0,81.0,9.0,92.0,101.0,1355.9271446729895,285.265981247635,22
DannyGreen,1791.1166666530005,600.0,110.0,74.0,63.0,80.0,122.0,561.0,217.0,320.0,116.0,65.0,50.0,41.0,208.0,249.0,3548.6271837207664,589.0986991334685,70
DanteCunningham,1561.716666671,417.0,48.0,34.0,38.0,29.0,111.0,364.0,164.0,168.0,58.0,52.0,31.0,78.0,219.0,297.0,3298.7584609482515,386.5115203882358,73
DanteExum,234.516666643,114.0,43.0,20.0,8.0,3.0,20.0,87.0,42.0,18.0,5.0,31.0,25.0,4.0,22.0,26.0,484.509774327554,110.66236536362709,14
DanuelHouse,402.65000000000003,152.0,25.0,11.0,7.0,6.0,23.0,129.0,56.0,58.0,15.0,31.0,25.0,13.0,63.0,76.0,840.2483203119575,139.18514964715925,23
DarioSaric,2310.0833333670007,1141.0,202.0,148.0,51.0,21.0,160.0,889.0,403.0,399.0,157.0,207.0,178.0,152.0,367.0,519.0,4838.255231634494,1010.2893200331617,78
DariusMiller,1944.6833333069994,637.0,111.0,59.0,28.0,17.0,160.0,488.0,216.0,358.0,147.0,67.0,58.0,18.0,146.0,164.0,4104.593477135169,531.9173460932271,82
DarrellArthur,140.78333332599996,54.0,9.0,15.0,8.0,3.0,22.0,47.0,22.0,23.0,8.0,3.0,2.0,3.0,12.0,15.0,297.5084096672905,59.06185456749352,19
DarrenCollison,2018.3500000500005,855.0,368.0,86.0,93.0,15.0,122.0,638.0,316.0,205.0,96.0,143.0,127.0,37.0,140.0,177.0,4099.652909786761,717.9030728637249,69
DarrunHilliard,95.51666666899999,16.0,11.0,4.0,2.0,0.0,7.0,19.0,5.0,6.0,0.0,7.0,6.0,0.0,7.0,7.0,188.3865018797949,23.401579414160565,14
DavidNwaba,1645.9500000099997,555.0,104.0,77.0,59.0,28.0,158.0,423.0,202.0,52.0,18.0,203.0,133.0,89.0,237.0,326.0,3418.74531970771,527.9062329839828,70
DavidStockton,9.333333334,10.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,0.0,0.0,0.0,19.443476251465817,5.0503546640872266,3
DavidWest,998.700000001,495.0,138.0,80.0,47.0,75.0,120.0,378.0,216.0,8.0,3.0,79.0,60.0,64.0,174.0,238.0,2004.3714625017824,457.48057016953186,73
DavisBertans,1086.5333333629999,456.0,74.0,36.0,27.0,29.0,93.0,366.0,161.0,252.0,94.0,49.0,40.0,18.0,135.0,153.0,2187.2202859982744,383.2662626861255,77
DavonReed,242.16666666700004,63.0,13.0,10.0,10.0,2.0,17.0,76.0,22.0,38.0,11.0,12.0,8.0,2.0,37.0,39.0,511.94534531407805,82.89812281075432,21
DeAaronFox,1998.2333333540007,844.0,320.0,173.0,69.0,20.0,163.0,797.0,328.0,153.0,47.0,195.0,141.0,33.0,171.0,204.0,4087.2305031693118,942.6252542221025,73
DeAndreBembry,454.850000007,136.0,49.0,47.0,21.0,12.0,38.0,127.0,53.0,30.0,11.0,33.0,19.0,8.0,64.0,72.0,942.9191784562713,176.0065391763919,26
DeAndreJordan,2423.48333334,927.0,117.0,139.0,39.0,69.0,203.0,575.0,373.0,0.0,0.0,312.0,181.0,329.0,842.0,1171.0,4996.931390017268,760.6856687216431,77
DeAndreLiggins,724.0333333169998,101.0,48.0,21.0,37.0,14.0,81.0,106.0,40.0,53.0,19.0,5.0,2.0,7.0,68.0,75.0,1467.7217121724082,119.90649974041571,58
DeMarDeRozan,2711.7333332900002,1840.0,417.0,176.0,86.0,22.0,151.0,1413.0,645.0,287.0,89.0,559.0,461.0,59.0,256.0,315.0,5640.0664442847055,1648.2716001417616,80
DeMarcusCousins,1737.03333335,1210.0,256.0,241.0,81.0,75.0,183.0,864.0,406.0,294.0,104.0,394.0,294.0,105.0,514.0,619.0,3609.3363384712925,1168.322477161848,48
DeMarreCarroll,2179.5999999699998,983.0,147.0,103.0,60.0,30.0,165.0,786.0,325.0,392.0,145.0,246.0,188.0,104.0,374.0,478.0,4523.099061199289,892.3315559961721,73
DejounteMurray,1743.1999999690004,656.0,231.0,135.0,97.0,31.0,151.0,609.0,271.0,34.0,9.0,148.0,105.0,110.0,349.0,459.0,3493.3952108731487,723.0949956552621,81
DelonWright,1432.6333333660007,557.0,200.0,78.0,72.0,33.0,81.0,432.0,201.0,154.0,56.0,119.0,99.0,45.0,152.0,197.0,2906.042387253126,504.4818646241757,69
DemetriusJackson,79.949999996,16.0,9.0,11.0,5.0,1.0,7.0,18.0,7.0,7.0,1.0,2.0,1.0,5.0,7.0,12.0,161.31161749277683,26.14608171542169,15
DennisSchroder,2077.86666666,1301.0,418.0,183.0,73.0,6.0,147.0,1145.0,500.0,262.0,76.0,265.0,225.0,44.0,164.0,208.0,4305.5818024871705,1312.3656754778322,67
DennisSmith,2049.1333333099997,1048.0,358.0,196.0,70.0,17.0,152.0,1023.0,404.0,339.0,106.0,193.0,134.0,50.0,210.0,260.0,4158.738949018576,1193.8922936179601,69
DenzelValentine,2095.1666667,783.0,244.0,100.0,65.0,12.0,185.0,720.0,301.0,370.0,143.0,51.0,38.0,48.0,345.0,393.0,4330.26671006861,751.0096430155053,77
DerrickFavors,2153.266666649999,944.0,102.0,88.0,54.0,82.0,164.0,702.0,395.0,63.0,14.0,215.0,140.0,197.0,354.0,551.0,4299.171339344854,797.4598266518449,77
DerrickJones,245.18333333899997,61.0,8.0,7.0,4.0,13.0,24.0,53.0,21.0,18.0,3.0,24.0,16.0,21.0,17.0,38.0,493.09882188746246,62.47643734196187,20
DerrickRose,419.250000009,209.0,37.0,35.0,7.0,4.0,16.0,186.0,81.0,30.0,7.0,46.0,40.0,13.0,22.0,35.0,889.7853731458315,222.6877371756616,25
DerrickWalton,147.21666667,29.0,16.0,2.0,7.0,3.0,7.0,25.0,8.0,17.0,7.0,6.0,6.0,2.0,14.0,16.0,287.87973500808783,27.318511306908963,16
DerrickWhite,138.733333334,54.0,9.0,6.0,4.0,3.0,8.0,33.0,16.0,13.0,8.0,20.0,14.0,5.0,21.0,26.0,291.7655468738171,43.73631327713676,17
DerrickWilliams,8.516666666999999,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,19.860579062894416,3.5829977906249995,2
DevinBooker,1865.26666666,1346.0,253.0,194.0,47.0,14.0,168.0,1054.0,455.0,384.0,147.0,329.0,289.0,26.0,218.0,244.0,4027.469679045585,1242.1149979627355,54
DevinHarris,1339.53333332,595.0,151.0,76.0,48.0,12.0,159.0,454.0,187.0,227.0,79.0,170.0,142.0,12.0,116.0,128.0,2739.8654180964563,552.8970001164042,71
DevinRobinson,13.21666667,2.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,28.676862507232503,2.3515027255930647,1
DewayneDedmon,1542.3500000200004,617.0,90.0,86.0,40.0,51.0,162.0,477.0,250.0,141.0,50.0,86.0,67.0,100.0,389.0,489.0,3200.1719131689806,548.8099699609616,62
DeyontaDavis,942.6666667029999,360.0,40.0,31.0,15.0,39.0,125.0,265.0,161.0,0.0,0.0,57.0,38.0,75.0,175.0,250.0,1932.3915738272433,289.3430803794015,62
DillonBrooks,2349.7000000299995,898.0,135.0,124.0,73.0,18.0,233.0,772.0,340.0,264.0,94.0,166.0,124.0,49.0,208.0,257.0,4679.750205686667,877.2451180012342,82
DionWaiters,917.5333333370002,429.0,113.0,70.0,22.0,9.0,61.0,410.0,163.0,170.0,52.0,69.0,51.0,8.0,69.0,77.0,1849.994042195088,466.1520179213094,30
DirkNowitzki,1900.34999998,927.0,120.0,51.0,43.0,43.0,146.0,758.0,346.0,337.0,138.0,108.0,97.0,22.0,416.0,438.0,3820.136498709308,786.2290874523662,77
DomantasSabonis,1810.1333333500006,861.0,151.0,137.0,40.0,32.0,220.0,661.0,340.0,37.0,13.0,224.0,168.0,165.0,407.0,572.0,3674.539192532591,807.824925646869,74
DonovanMitchell,2638.0166666900004,1616.0,291.0,217.0,118.0,27.0,213.0,1362.0,595.0,550.0,187.0,297.0,239.0,52.0,244.0,296.0,5351.47079848438,1546.1324044413618,79
DorianFinneySmith,448.3333333300001,123.0,26.0,21.0,10.0,4.0,43.0,121.0,46.0,67.0,20.0,15.0,11.0,22.0,53.0,75.0,897.4601453059855,131.28942411858276,21
DougMcDermott,1768.0333333770004,630.0,79.0,55.0,19.0,15.0,122.0,508.0,237.0,216.0,92.0,81.0,64.0,39.0,160.0,199.0,3609.742506651951,539.623944141695,81
DraganBender,2069.46666667,531.0,130.0,113.0,22.0,53.0,166.0,484.0,187.0,322.0,118.0,51.0,39.0,40.0,322.0,362.0,4388.80487719852,561.3082126992467,82
DraymondGreen,2286.7666667000003,775.0,509.0,201.0,95.0,91.0,185.0,619.0,282.0,256.0,77.0,173.0,134.0,75.0,461.0,536.0,4857.379886635925,835.4817076175486,70
DwayneBacon,713.050000014,175.0,38.0,22.0,16.0,2.0,46.0,193.0,72.0,43.0,11.0,25.0,20.0,4.0,120.0,124.0,1493.3976819043094,203.37273498236635,53
DwightBuycks,427.2500000069999,215.0,59.0,39.0,19.0,2.0,39.0,198.0,82.0,45.0,15.0,41.0,36.0,12.0,29.0,41.0,849.7044462614491,233.08297714604504,29
DwightHoward,2463.4166666700003,1347.0,105.0,208.0,47.0,131.0,249.0,911.0,506.0,7.0,1.0,582.0,334.0,254.0,758.0,1012.0,5129.403118131177,1233.7025646559396,81
DwightPowell,1671.7500000070002,671.0,91.0,59.0,66.0,31.0,186.0,430.0,255.0,84.0,28.0,185.0,133.0,135.0,309.0,444.0,3342.759839388852,520.7458290955062,79
