formatname,minutes,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,play3PA,play3PM,playFTA,playFTM,playORB,playDRB,playTRB,possOnCourt,possUsed,games
MalcolmDelaney,1014.1500000399999,338.0,163.0,66.0,36.0,6.0,82.0,285.0,109.0,124.0,46.0,92.0,74.0,9.0,91.0,100.0,2082.3821047710385,355.10718050071,54
MalcolmMiller,125.750000007,38.0,3.0,5.0,1.0,2.0,10.0,28.0,13.0,21.0,8.0,4.0,4.0,4.0,12.0,16.0,256.42446845179126,31.147331776009683,15
MalikBeasley,582.7500000109999,196.0,31.0,24.0,15.0,7.0,36.0,178.0,73.0,82.0,28.0,33.0,22.0,14.0,57.0,71.0,1213.8995618981855,192.07546961600187,62
MalikMonk,853.9833333219999,421.0,91.0,49.0,20.0,9.0,60.0,425.0,153.0,243.0,83.0,38.0,32.0,8.0,59.0,67.0,1789.2731346637315,442.02050648430173,63
MangokMathiang,19.8,8.0,0.0,0.0,1.0,0.0,5.0,7.0,4.0,0.0,0.0,1.0,0.0,3.0,7.0,10.0,42.29282749994569,5.989713812499883,4
ManuGinobili,1298.9166666870003,576.0,163.0,105.0,43.0,16.0,126.0,463.0,201.0,192.0,64.0,131.0,110.0,19.0,123.0,142.0,2637.5658891015546,559.6545033218929,65
MarShonBrooks,192.58333333999997,141.0,25.0,16.0,11.0,3.0,6.0,102.0,51.0,32.0,19.0,23.0,20.0,9.0,13.0,22.0,394.24587813695086,110.91424627902418,7
MarcGasol,2408.34999998,1258.0,305.0,195.0,54.0,102.0,185.0,1033.0,434.0,320.0,109.0,337.0,281.0,78.0,514.0,592.0,4777.542904023392,1248.1315076958883,73
MarcinGortat,2074.4999999599995,690.0,151.0,99.0,40.0,61.0,175.0,560.0,290.0,0.0,0.0,163.0,110.0,181.0,441.0,622.0,4208.529314605519,655.422831478616,82
MarcoBelinelli,1947.3333333129995,971.0,148.0,94.0,64.0,11.0,91.0,763.0,337.0,395.0,149.0,163.0,148.0,19.0,132.0,151.0,4050.7460915163238,829.1936573563629,80
MarcusGeorgesHunt,224.38333333899996,59.0,7.0,3.0,6.0,0.0,32.0,49.0,21.0,15.0,4.0,21.0,13.0,7.0,9.0,16.0,461.83684938644853,53.6023074289727,42
MarcusMorris,1442.0500000299999,734.0,72.0,65.0,35.0,12.0,100.0,611.0,262.0,234.0,86.0,154.0,124.0,43.0,246.0,289.0,2953.7264144363035,672.6924405189006,54
MarcusPaige,28.016666667,12.0,3.0,0.0,0.0,0.0,0.0,14.0,4.0,8.0,2.0,2.0,2.0,0.0,4.0,4.0,55.51989093781267,12.78900395448305,5
MarcusSmart,1613.599999990001,550.0,259.0,129.0,71.0,23.0,133.0,515.0,189.0,249.0,75.0,133.0,97.0,43.0,146.0,189.0,3298.96101560337,634.6579767088709,54
MarioChalmers,1421.3833333659998,507.0,197.0,117.0,79.0,14.0,179.0,443.0,168.0,191.0,53.0,138.0,118.0,13.0,144.0,157.0,2919.333130377641,560.5408750633756,66
MarioHezonja,1657.0833333300006,722.0,107.0,88.0,82.0,30.0,134.0,616.0,273.0,267.0,90.0,105.0,86.0,41.0,240.0,281.0,3394.8455853041846,678.6450267573192,75
MarkelBrown,31.483333337,5.0,2.0,2.0,0.0,0.0,6.0,7.0,2.0,5.0,1.0,0.0,0.0,1.0,4.0,5.0,61.91531156941597,8.361191932639208,4
MarkelleFultz,252.98333333,100.0,53.0,15.0,11.0,4.0,22.0,111.0,45.0,1.0,0.0,21.0,10.0,12.0,32.0,44.0,552.9220812426857,124.51904514136177,14
MarkieffMorris,1967.7666666770003,841.0,142.0,126.0,57.0,36.0,216.0,687.0,330.0,207.0,76.0,128.0,105.0,76.0,335.0,411.0,3979.803894706787,786.0690670366187,73
MarqueseChriss,1526.900000033,556.0,83.0,107.0,52.0,70.0,205.0,477.0,202.0,190.0,56.0,158.0,96.0,76.0,320.0,396.0,3236.121996323661,583.865085132906,72
MarquisTeague,73.78333333,11.0,13.0,3.0,4.0,0.0,5.0,16.0,4.0,4.0,1.0,5.0,2.0,1.0,5.0,6.0,151.88485124290705,19.155719926656886,3
MarreeseSpeights,675.0333333199999,402.0,40.0,40.0,8.0,22.0,106.0,349.0,138.0,233.0,86.0,55.0,40.0,21.0,112.0,133.0,1383.5568518537257,376.1019713126191,52
MarshallPlumlee,51.76666667,14.0,2.0,3.0,0.0,1.0,10.0,3.0,1.0,0.0,0.0,16.0,12.0,4.0,13.0,17.0,111.99561313198996,11.830982223169315,8
MarvinWilliams,2005.84999999,744.0,96.0,66.0,56.0,39.0,116.0,563.0,258.0,306.0,126.0,123.0,102.0,74.0,296.0,370.0,4184.179663103443,615.6412186628279,78
MasonPlumlee,1439.4666666559995,524.0,141.0,106.0,49.0,80.0,183.0,368.0,221.0,1.0,0.0,179.0,82.0,132.0,268.0,400.0,2966.640754657272,490.557074202164,74
MattCostello,32.200000004,4.0,2.0,1.0,2.0,2.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,9.0,62.9650381329686,4.360121556204661,4
MattWilliams,11.4,5.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,22.353918125233612,6.829657412261353,3
MatthewDellavedova,712.0499999899998,164.0,145.0,49.0,13.0,1.0,67.0,152.0,55.0,78.0,29.0,27.0,25.0,15.0,50.0,65.0,1417.7832762286341,197.74390331753455,38
MaxiKleber,1206.133333329,386.0,51.0,30.0,26.0,47.0,114.0,309.0,151.0,128.0,40.0,59.0,44.0,71.0,163.0,234.0,2435.5209140529646,336.4783062647391,72
MeyersLeonard,253.64999999699998,112.0,17.0,10.0,7.0,0.0,36.0,78.0,46.0,26.0,11.0,11.0,9.0,12.0,58.0,70.0,519.1749268683275,85.76462554449375,33
MichaelBeasley,1653.4666666360006,976.0,123.0,143.0,36.0,43.0,145.0,805.0,409.0,86.0,34.0,159.0,124.0,96.0,317.0,413.0,3391.9291655628367,905.8970944892172,74
MichaelCarterWilliams,834.7499999869998,239.0,116.0,54.0,45.0,23.0,99.0,229.0,76.0,59.0,14.0,89.0,73.0,37.0,101.0,138.0,1678.404832470122,283.4334131864151,52
MichaelKiddGilchrist,1850.3833333339996,681.0,71.0,53.0,51.0,31.0,143.0,560.0,282.0,2.0,0.0,171.0,117.0,84.0,217.0,301.0,3856.111489997014,621.9130378216347,74
MikeConley,373.23333332999994,205.0,49.0,18.0,12.0,3.0,24.0,168.0,64.0,77.0,24.0,66.0,53.0,0.0,27.0,27.0,741.4687362424218,201.10598645135855,12
MikeJames,686.500000016,336.0,126.0,50.0,28.0,7.0,48.0,320.0,123.0,98.0,26.0,84.0,64.0,13.0,77.0,90.0,1485.613559407226,362.4347862578595,36
MikeMuscala,1060.0666666539998,405.0,51.0,42.0,31.0,27.0,80.0,313.0,143.0,167.0,62.0,62.0,57.0,56.0,174.0,230.0,2241.65838528416,345.2498412897516,53
MikeScott,1406.5166666930006,668.0,80.0,79.0,23.0,10.0,148.0,524.0,276.0,163.0,66.0,76.0,50.0,49.0,197.0,246.0,2869.5571541135264,576.6403399558028,76
MikeYoung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MilesPlumlee,917.6666666499999,237.0,45.0,63.0,17.0,30.0,79.0,180.0,105.0,0.0,0.0,60.0,27.0,77.0,151.0,228.0,1898.253678713795,243.2384670621359,55
MilosTeodosic,1134.0833333369999,429.0,209.0,97.0,23.0,5.0,103.0,360.0,151.0,232.0,88.0,46.0,39.0,16.0,110.0,126.0,2390.8246037563576,434.41516256271353,45
MiltonDoyle,124.516666657,34.0,10.0,2.0,6.0,2.0,13.0,47.0,13.0,23.0,4.0,8.0,4.0,3.0,15.0,18.0,258.3275268551441,47.872061314548716,10
MindaugasKuzminskas,1.85,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4649690625000003,1.7324845312500001,1
MirzaTeletovic,159.16666666999998,71.0,10.0,7.0,4.0,1.0,14.0,57.0,25.0,45.0,21.0,0.0,0.0,3.0,20.0,23.0,323.65236063156146,60.16607762684278,10
MoeHarkless,1263.8000000439997,385.0,53.0,40.0,48.0,43.0,103.0,297.0,147.0,118.0,49.0,59.0,42.0,46.0,116.0,162.0,2585.9163654035674,325.9067151887565,59
MonteMorris,25.28333333,10.0,7.0,1.0,3.0,0.0,1.0,6.0,4.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,53.73416468049712,7.530328354026601,3
MontrezlHarrell,1293.2,836.0,74.0,67.0,37.0,52.0,143.0,547.0,348.0,7.0,1.0,222.0,139.0,103.0,203.0,306.0,2717.0442371873623,644.1437779924685,76
MykeHenry,378.08333335699996,107.0,22.0,19.0,31.0,6.0,28.0,109.0,41.0,58.0,19.0,10.0,6.0,10.0,28.0,38.0,771.9354775486154,118.28807482358049,20
MylesTurner,1836.0666666400002,828.0,87.0,96.0,37.0,119.0,186.0,639.0,306.0,157.0,56.0,206.0,160.0,93.0,323.0,416.0,3716.38806338577,750.3775554620361,65
NateWolters,18.783333333,2.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,34.234065936837524,4.6930307081814115,5
NazMitrouLong,0.5166666670000001,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.4255931259197376,0.7584155429893005,1
NemanjaBjelica,1371.016666696,454.0,86.0,52.0,51.0,16.0,141.0,370.0,171.0,183.0,76.0,45.0,36.0,52.0,220.0,272.0,2802.2340156799964,398.6059041130031,67
Nene,758.400000006,340.0,45.0,39.0,29.0,14.0,123.0,239.0,136.0,2.0,0.0,107.0,68.0,55.0,122.0,177.0,1591.486926571287,298.077566233306,52
NerlensNoel,471.61666665000007,131.0,20.0,26.0,31.0,22.0,59.0,105.0,55.0,1.0,0.0,28.0,21.0,48.0,120.0,168.0,956.2768221548158,128.49625198845513,30
NickCollison,74.81666666599999,31.0,4.0,7.0,0.0,0.0,7.0,19.0,13.0,0.0,0.0,13.0,5.0,7.0,13.0,20.0,152.8330512489293,28.48274861096045,15
NickYoung,1393.183333352,581.0,36.0,41.0,38.0,7.0,100.0,488.0,201.0,326.0,123.0,65.0,56.0,21.0,105.0,126.0,2901.9855081615115,509.8123826074269,80
NicolasBatum,1980.8333333199996,740.0,349.0,131.0,65.0,23.0,72.0,650.0,270.0,274.0,92.0,130.0,108.0,57.0,249.0,306.0,4151.519346532928,757.2608024650995,64
NicolasBrussino,9.916666667000001,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,20.630775,1.857998175,4
NigelHayes,95.533333333,27.0,6.0,2.0,2.0,3.0,8.0,33.0,11.0,16.0,4.0,3.0,1.0,4.0,18.0,22.0,184.94381468783942,27.8482154257213,9
NikStauskas,523.183333333,181.0,39.0,26.0,9.0,4.0,24.0,154.0,60.0,100.0,40.0,29.0,21.0,4.0,60.0,64.0,1069.0865728133542,176.3348969395282,41
NikolaJokic,2442.65000004,1385.0,459.0,209.0,89.0,61.0,212.0,1008.0,504.0,280.0,111.0,313.0,266.0,193.0,608.0,801.0,4939.200578204522,1192.2117112311294,75
NikolaMirotic,1493.9666666599992,859.0,80.0,64.0,44.0,39.0,108.0,682.0,306.0,358.0,135.0,137.0,112.0,59.0,346.0,405.0,3180.2212062363374,730.6623398705963,55
NikolaVucevic,1683.1500000100002,939.0,191.0,110.0,56.0,63.0,144.0,840.0,399.0,204.0,64.0,94.0,77.0,101.0,424.0,525.0,3554.0867450216965,909.4244934043318,57
NoahVonleh,875.666666661,264.0,34.0,31.0,19.0,17.0,68.0,234.0,104.0,66.0,20.0,58.0,36.0,70.0,241.0,311.0,1789.7436287380883,257.40516102696034,54
NormanPowell,1061.5500000060001,385.0,89.0,66.0,36.0,16.0,111.0,374.0,150.0,186.0,53.0,39.0,32.0,14.0,105.0,119.0,2176.6117072015163,418.4728983482601,70
OGAnunoby,1481.4500000300002,438.0,55.0,45.0,52.0,14.0,130.0,347.0,163.0,197.0,73.0,62.0,39.0,44.0,140.0,184.0,3062.632165376157,378.55856295852516,74
OkaroWhite,79.550000007,20.0,2.0,1.0,1.0,1.0,6.0,16.0,7.0,11.0,4.0,3.0,2.0,3.0,8.0,11.0,161.32773595304602,16.993636928590703,6
OmariJohnson,75.09999999,22.0,7.0,3.0,2.0,0.0,6.0,21.0,9.0,12.0,4.0,0.0,0.0,4.0,7.0,11.0,151.98337341768487,21.307828135553613,4
OmerAsik,182.11666666300002,22.0,3.0,9.0,2.0,4.0,20.0,22.0,9.0,0.0,0.0,13.0,4.0,9.0,38.0,47.0,374.8839187438575,33.69346916273896,18
OmriCasspi,741.5500000369998,300.0,51.0,37.0,18.0,19.0,71.0,207.0,120.0,22.0,10.0,69.0,50.0,30.0,170.0,200.0,1555.2721388285404,252.27748677028384,53
OttoPorter,2431.366666607001,1134.0,157.0,75.0,117.0,39.0,151.0,885.0,445.0,313.0,138.0,128.0,106.0,103.0,389.0,492.0,4932.454748938947,912.1672940177841,77
PJDozier,3.183333333,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.6551653119991565,2.8275826559995783,2
PJTucker,2281.2000000199987,502.0,77.0,75.0,78.0,26.0,205.0,441.0,172.0,310.0,115.0,60.0,43.0,93.0,364.0,457.0,4683.947238478835,487.8432645947431,82
PascalSiakam,1679.1333333139999,587.0,159.0,68.0,61.0,42.0,166.0,498.0,253.0,132.0,29.0,85.0,52.0,79.0,285.0,364.0,3414.8399415222993,546.0661323895999,81
PatConnaughton,1487.8666666660004,441.0,91.0,44.0,23.0,22.0,120.0,390.0,165.0,210.0,74.0,44.0,37.0,37.0,125.0,162.0,3023.121258437348,402.1390176689112,82
PatrickBeverley,333.53333333,134.0,32.0,25.0,19.0,5.0,34.0,119.0,48.0,60.0,24.0,17.0,14.0,16.0,29.0,45.0,661.4451937437589,131.78205345748444,11
PatrickMcCaw,961.1666666559998,229.0,81.0,41.0,43.0,11.0,67.0,226.0,92.0,80.0,19.0,34.0,26.0,17.0,66.0,83.0,2004.2803240402854,260.26144226566123,57
PatrickMills,2106.966666660001,819.0,229.0,105.0,55.0,11.0,128.0,683.0,280.0,414.0,154.0,118.0,105.0,27.0,128.0,155.0,4228.3180431113215,751.372390759106,82
PatrickPatterson,1269.9333333459997,318.0,57.0,34.0,49.0,23.0,87.0,265.0,106.0,171.0,66.0,46.0,40.0,33.0,161.0,194.0,2532.9071659641236,289.46925434936446,82
PauGasol,1811.6166666599995,775.0,239.0,108.0,24.0,79.0,121.0,626.0,287.0,120.0,43.0,209.0,158.0,128.0,490.0,618.0,3630.065755925282,743.1964089505317,77
PaulGeorge,2890.766666649999,1734.0,263.0,212.0,161.0,39.0,232.0,1340.0,576.0,609.0,244.0,411.0,338.0,73.0,375.0,448.0,5979.848242465939,1524.3272897467004,79
PaulMillsap,1143.33333333,555.0,103.0,74.0,39.0,44.0,99.0,436.0,202.0,113.0,39.0,161.0,112.0,65.0,180.0,245.0,2328.575765306198,517.0447947927511,38
PaulZipser,824.050000002,218.0,46.0,43.0,20.0,14.0,86.0,234.0,81.0,110.0,37.0,26.0,19.0,13.0,118.0,131.0,1652.0937400041535,264.2564522302162,54
QuincyAcy,1359.216666659,411.0,57.0,60.0,34.0,28.0,149.0,365.0,130.0,292.0,102.0,60.0,49.0,40.0,217.0,257.0,2804.268414048932,412.44029774429947,70
QuincyPondexter,195.69999999600006,45.0,9.0,11.0,8.0,2.0,24.0,49.0,14.0,22.0,3.0,17.0,14.0,8.0,19.0,27.0,398.4938340562858,60.32215769154395,23
QuinnCook,740.5166666719999,312.0,89.0,32.0,12.0,1.0,59.0,252.0,122.0,104.0,46.0,25.0,22.0,10.0,72.0,82.0,1513.5425387631406,271.927307334877,33
RJHunter,45.08333333,19.0,3.0,2.0,3.0,0.0,7.0,20.0,7.0,14.0,3.0,2.0,2.0,0.0,5.0,5.0,90.51874905539277,20.925140248112367,5
RajonRondo,1704.7833332729997,537.0,533.0,150.0,70.0,10.0,119.0,494.0,231.0,150.0,50.0,46.0,25.0,31.0,231.0,262.0,3661.0781520539085,608.192437593445,65
RamonSessions,392.450000002,136.0,77.0,31.0,14.0,2.0,29.0,116.0,42.0,26.0,8.0,57.0,44.0,6.0,32.0,38.0,799.0050921899939,153.03690740784282,28
RashadVaughn,211.98333333299996,64.0,13.0,6.0,4.0,3.0,15.0,56.0,23.0,37.0,14.0,6.0,4.0,3.0,19.0,22.0,417.7578040629211,59.402152884536584,28
RaulNeto,498.166666644,183.0,75.0,36.0,13.0,4.0,38.0,151.0,69.0,47.0,19.0,35.0,26.0,7.0,42.0,49.0,1010.4411693305176,182.69778601506607,41
RaymondFelton,1364.7499999999998,565.0,203.0,75.0,50.0,14.0,91.0,552.0,224.0,230.0,81.0,44.0,36.0,24.0,131.0,155.0,2694.692378126295,582.715678556891,82
ReggieBullock,1731.566666703,698.0,95.0,48.0,47.0,13.0,70.0,546.0,267.0,281.0,125.0,49.0,39.0,28.0,127.0,155.0,3555.2807916355905,552.6209932481017,62
ReggieHearn,6.6333333329999995,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,13.204578749131068,1.3878692746875,3
ReggieJackson,1200.98333328,656.0,238.0,99.0,26.0,4.0,87.0,578.0,246.0,170.0,52.0,134.0,112.0,29.0,96.0,125.0,2417.914853640733,653.6608166643347,45
RichardJefferson,163.38333332300004,30.0,15.0,5.0,2.0,1.0,11.0,27.0,12.0,7.0,2.0,7.0,4.0,2.0,15.0,17.0,333.0435109164346,31.915397615645105,20
RichaunHolmes,745.9333333200002,311.0,61.0,25.0,20.0,28.0,97.0,242.0,135.0,31.0,4.0,56.0,37.0,58.0,154.0,212.0,1578.8747596579237,261.19941437666745,48
RickyRubio,2254.3000000129996,1008.0,410.0,208.0,122.0,11.0,206.0,827.0,346.0,273.0,96.0,254.0,220.0,44.0,307.0,351.0,4538.683926585996,1036.4931229068131,77
RobertCovington,2531.649999989999,1009.0,156.0,129.0,137.0,72.0,238.0,835.0,345.0,549.0,203.0,136.0,116.0,55.0,377.0,432.0,5323.8671715362925,915.7100540197135,80
RobinLopez,1689.8166667099995,756.0,124.0,107.0,14.0,53.0,109.0,646.0,342.0,14.0,4.0,90.0,68.0,135.0,156.0,291.0,3484.9517863375927,717.7485198044227,64
RodneyHood,1615.3333333369997,882.0,95.0,71.0,45.0,12.0,105.0,751.0,322.0,333.0,127.0,129.0,111.0,22.0,143.0,165.0,3266.7572850083666,806.6926140750045,60
RodneyMcGruder,299.233333326,91.0,17.0,4.0,8.0,3.0,21.0,73.0,36.0,35.0,15.0,8.0,4.0,11.0,21.0,32.0,599.9719687359253,71.17528522891922,18
RodneyPurvis,289.616666683,96.0,17.0,10.0,3.0,3.0,26.0,107.0,35.0,52.0,13.0,15.0,13.0,1.0,26.0,27.0,590.5038734692743,112.89445885374705,16
RonBaker,384.6833333200001,71.0,47.0,18.0,26.0,6.0,33.0,59.0,20.0,33.0,11.0,27.0,20.0,5.0,25.0,30.0,778.4089843484126,80.74889733482661,29
RondaeHollisJefferson,1920.4999999870001,946.0,167.0,122.0,65.0,48.0,145.0,725.0,342.0,54.0,13.0,316.0,249.0,101.0,358.0,459.0,4040.94115215895,896.4464417090528,68
RoyceONeale,1149.733333314,343.0,95.0,56.0,36.0,16.0,105.0,285.0,120.0,118.0,42.0,76.0,61.0,25.0,211.0,236.0,2315.924032771996,336.921528051752,69
RudyGay,1231.1666666530002,655.0,73.0,78.0,46.0,37.0,98.0,537.0,253.0,118.0,37.0,145.0,112.0,76.0,215.0,291.0,2474.548532471993,599.240328821093,57
RudyGobert,1816.0499999969995,756.0,80.0,107.0,45.0,129.0,153.0,443.0,276.0,0.0,0.0,299.0,204.0,165.0,436.0,601.0,3707.1287206210936,613.5482574158957,56
RussellWestbrook,2913.6666666599995,2028.0,819.0,381.0,148.0,20.0,200.0,1687.0,757.0,326.0,97.0,566.0,417.0,151.0,655.0,806.0,6081.461309673921,2019.2904707183036,80
RyanAnderson,1725.1833333299999,617.0,60.0,43.0,24.0,21.0,126.0,480.0,207.0,339.0,131.0,93.0,72.0,94.0,237.0,331.0,3566.4575581200957,510.5042385952933,66
RyanArcidiacono,304.133333324,48.0,35.0,13.0,13.0,0.0,18.0,41.0,17.0,31.0,9.0,6.0,5.0,1.0,24.0,25.0,627.8864109195262,51.15182881172057,24
SalahMejri,728.7833333579999,214.0,35.0,40.0,22.0,67.0,121.0,137.0,88.0,3.0,0.0,66.0,38.0,86.0,160.0,246.0,1442.5065978606242,185.2145833399279,60
SamDekker,882.7666666780001,303.0,38.0,35.0,25.0,9.0,71.0,259.0,128.0,60.0,10.0,56.0,37.0,45.0,131.0,176.0,1855.2148072127648,286.76691151150754,73
ScottyHopson,8.383333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,19.732061249215423,2.3086511661582043,1
SeanKilpatrick,640.050000007,330.0,46.0,37.0,13.0,5.0,33.0,293.0,110.0,143.0,46.0,72.0,64.0,5.0,82.0,87.0,1320.7095206399397,328.4917174785409,52
SemiOjeleye,1150.2833333380001,195.0,20.0,25.0,21.0,4.0,91.0,187.0,65.0,124.0,40.0,41.0,25.0,37.0,124.0,161.0,2309.5166943865293,209.23564009500126,73
SergeIbaka,2093.216666709999,957.0,62.0,90.0,29.0,99.0,209.0,784.0,379.0,297.0,107.0,118.0,94.0,78.0,400.0,478.0,4352.4229410266025,838.391542307965,76
SethCurry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ShabazzMuhammad,417.966666647,214.0,14.0,6.0,9.0,3.0,30.0,188.0,84.0,27.0,7.0,50.0,39.0,23.0,53.0,76.0,857.8361893378983,197.74420598896143,43
ShabazzNapier,1535.4999999699996,644.0,150.0,90.0,81.0,14.0,84.0,531.0,223.0,218.0,82.0,138.0,116.0,26.0,144.0,170.0,3084.8475796318157,611.9180601071153,74
ShaneLarkin,774.699999983,231.0,98.0,33.0,30.0,3.0,58.0,219.0,84.0,86.0,31.0,37.0,32.0,15.0,77.0,92.0,1530.5277074668277,241.67725257696787,54
ShaquilleHarrison,384.46666666600004,152.0,55.0,22.0,26.0,7.0,42.0,124.0,59.0,26.0,6.0,38.0,28.0,9.0,52.0,61.0,823.4397978113783,147.9369594946695,23
ShaunLivingston,1129.3333333369997,394.0,140.0,58.0,34.0,20.0,117.0,343.0,172.0,5.0,0.0,61.0,50.0,32.0,99.0,131.0,2326.272660942231,398.95630574603155,71
ShelvinMack,1365.0166666889997,473.0,271.0,89.0,54.0,8.0,91.0,414.0,178.0,139.0,48.0,97.0,69.0,23.0,142.0,165.0,2767.435185672382,493.7489818364311,69
SindariusThornwell,1155.9166666919998,282.0,67.0,53.0,47.0,26.0,125.0,233.0,100.0,61.0,23.0,88.0,59.0,33.0,107.0,140.0,2412.0822000572066,294.2268674442371,73
SkalLabissiere,1240.3166666910001,523.0,72.0,73.0,25.0,49.0,132.0,458.0,205.0,51.0,18.0,118.0,95.0,99.0,189.0,288.0,2503.2655072402567,522.6085677328311,60
SolomonHill,187.116666666,29.0,22.0,9.0,7.0,1.0,22.0,41.0,11.0,21.0,4.0,6.0,3.0,9.0,27.0,36.0,413.54927281033224,47.76359632003148,12
SpencerDinwiddie,2306.1000000000004,1007.0,523.0,129.0,68.0,24.0,186.0,838.0,324.0,433.0,141.0,268.0,218.0,40.0,219.0,259.0,4735.529101870139,974.923085474084,80
StanleyJohnson,1893.5166666800003,599.0,112.0,77.0,95.0,14.0,169.0,560.0,210.0,234.0,67.0,145.0,112.0,33.0,219.0,252.0,3852.2480597132376,632.3161368965349,69
StephenCurry,1630.7666666630003,1346.0,309.0,153.0,80.0,8.0,114.0,864.0,428.0,501.0,212.0,302.0,278.0,36.0,225.0,261.0,3565.6030437393574,1062.0422595211708,51
SterlingBrown,776.4500000009997,217.0,25.0,25.0,31.0,13.0,80.0,205.0,82.0,91.0,32.0,24.0,21.0,27.0,116.0,143.0,1575.0716471891715,219.95664272303188,54
StevenAdams,2486.84999999,1056.0,88.0,129.0,92.0,80.0,215.0,712.0,448.0,2.0,0.0,286.0,160.0,384.0,300.0,684.0,5146.347542169053,830.2590103619609,76
TJLeaf,459.23333334200004,156.0,9.0,10.0,5.0,4.0,45.0,136.0,64.0,42.0,18.0,16.0,10.0,29.0,53.0,82.0,937.1103397059354,134.965808069098,53
TJMcConnell,1706.1833333930006,478.0,303.0,114.0,92.0,13.0,122.0,422.0,210.0,63.0,27.0,39.0,31.0,38.0,189.0,227.0,3605.9080819982355,498.51963439898077,76
TJWarren,2141.79999999,1271.0,85.0,84.0,65.0,41.0,149.0,1063.0,529.0,90.0,20.0,255.0,193.0,125.0,207.0,332.0,4532.4725840436695,1124.8207887451788,65
TajGibson,2726.399999953001,999.0,99.0,89.0,62.0,58.0,218.0,736.0,425.0,35.0,7.0,185.0,142.0,192.0,391.0,583.0,5536.670565840498,812.5261756391466,82
TarikBlack,498.40000001300007,180.0,13.0,35.0,21.0,30.0,107.0,127.0,75.0,11.0,1.0,63.0,29.0,64.0,100.0,164.0,1044.3135381535017,159.72503875055224,51
TaureanPrince,2464.0499999900007,1158.0,214.0,191.0,84.0,42.0,168.0,975.0,415.0,457.0,176.0,180.0,152.0,50.0,339.0,389.0,5142.827074665216,1135.7409223749821,82
TerranceFerguson,763.0833333090001,189.0,19.0,11.0,25.0,10.0,83.0,169.0,70.0,120.0,40.0,10.0,9.0,19.0,27.0,46.0,1535.9798711984326,163.16016965038392,61
TerrenceRoss,600.116666687,209.0,38.0,29.0,27.0,12.0,45.0,191.0,76.0,93.0,30.0,36.0,27.0,10.0,63.0,73.0,1280.3736275441313,217.36472500971672,24
TerryRozier,2068.1666666300002,900.0,232.0,80.0,78.0,20.0,123.0,800.0,316.0,402.0,153.0,149.0,115.0,63.0,313.0,376.0,4181.685089924691,854.0865695626783,80
ThaboSefolosha,805.6000000070003,312.0,33.0,30.0,51.0,12.0,59.0,240.0,118.0,84.0,32.0,54.0,44.0,29.0,132.0,161.0,1608.317662204208,270.68164122303403,38
ThaddeusYoung,2607.1999999400005,955.0,152.0,104.0,133.0,37.0,175.0,865.0,421.0,182.0,58.0,92.0,55.0,184.0,330.0,514.0,5245.865655820931,914.6606299997586,81
ThomasBryant,72.283333338,22.0,6.0,2.0,1.0,2.0,6.0,21.0,8.0,10.0,1.0,9.0,5.0,3.0,14.0,17.0,148.72952532192625,25.131876297868704,15
ThonMaker,1237.8999999899993,356.0,46.0,44.0,39.0,53.0,162.0,316.0,130.0,104.0,31.0,93.0,65.0,75.0,150.0,225.0,2482.051866227821,372.2768176607165,74
TimFrazier,837.933333347,176.0,194.0,58.0,48.0,8.0,97.0,172.0,68.0,56.0,17.0,30.0,23.0,18.0,98.0,116.0,1684.0395412758762,218.54820816386206,59
TimHardaway,1884.9833332900002,996.0,155.0,92.0,63.0,10.0,123.0,856.0,360.0,410.0,130.0,179.0,146.0,32.0,192.0,224.0,3912.3788720990274,908.9175590619727,57
TimQuarterman,12.749999999,4.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0,29.601673747859813,5.480514668404416,3
