index,cluster,formatname,Year
946,1,TroyMurphy,2006
947,1,MehmetOkur,2006
948,1,ShavlikRandolph,2006
949,1,JamesSingleton,2006
950,1,JoeSmith,2006
951,1,JoshSmith,2006
952,1,AndersonVarejao,2006
953,1,RenaldoBalkman,2007
954,1,TonyBattie,2007
955,1,AndrewBogut,2007
956,1,ChrisBosh,2007
957,1,EltonBrand,2007
958,1,KwameBrown,2007
959,1,DrewGooden,2007
960,1,UdonisHaslem,2007
961,1,ChuckHayes,2007
962,1,NeneHilario,2007
963,1,ShawnMarion,2007
964,1,JasonMaxiell,2007
965,1,AntonioMcDyess,2007
966,1,MikkiMoore,2007
967,1,JohanPetro,2007
968,1,JoshPowell,2007
969,1,ZachRandolph,2007
970,1,JamesSingleton,2007
971,1,CraigSmith,2007
972,1,JoeSmith,2007
973,1,JoshSmith,2007
974,1,AndersonVarejao,2007
975,1,ChrisWilcox,2007
976,1,SheldenWilliams,2007
977,1,LaMarcusAldridge,2008
978,1,BrandonBass,2008
979,1,CarlosBoozer,2008
980,1,KwameBrown,2008
981,1,GlenDavis,2008
982,1,FranciscoElson,2008
983,1,MelvinEly,2008
984,1,ReggieEvans,2008
985,1,ChanningFrye,2008
986,1,DanGadzuric,2008
987,1,KevinGarnett,2008
988,1,PauGasol,2008
989,1,DrewGooden,2008
990,1,AaronGray,2008
991,1,UdonisHaslem,2008
992,1,ChuckHayes,2008
993,1,RyanHollins,2008
994,1,JuwanHoward,2008
995,1,KrisHumphries,2008
996,1,YiJianlian,2008
997,1,NenadKrstic,2008
998,1,CarlLandry,2008
999,1,ShawnMarion,2008
1000,1,AntonioMcDyess,2008
1001,1,DominicMcGuire,2008
1002,1,BradMiller,2008
1003,1,PaulMillsap,2008
1004,1,JamarioMoon,2008
1005,1,MikkiMoore,2008
1006,1,JoakimNoah,2008
1007,1,LamarOdom,2008
1008,1,ZazaPachulia,2008
1009,1,JohanPetro,2008
1010,1,LeonPowe,2008
1011,1,JoshPowell,2008
1012,1,ZachRandolph,2008
1013,1,JasonSmith,2008
1014,1,JoeSmith,2008
1015,1,JoshSmith,2008
1016,1,TyrusThomas,2008
1017,1,RonnyTuriaf,2008
1018,1,AndersonVarejao,2008
1019,1,CharlieVillanueva,2008
1020,1,DavidWest,2008
1021,1,ChrisWilcox,2008
1022,1,SheldenWilliams,2008
1023,1,DorellWright,2008
1024,1,HiltonArmstrong,2009
1025,1,DarrellArthur,2009
1026,1,RenaldoBalkman,2009
1027,1,BrandonBass,2009
1028,1,TonyBattie,2009
1029,1,AndrayBlatche,2009
1030,1,CarlosBoozer,2009
1031,1,ChrisBosh,2009
1032,1,NickCollison,2009
1033,1,FranciscoElson,2009
1034,1,ReggieEvans,2009
1035,1,JeffFoster,2009
1036,1,KevinGarnett,2009
1037,1,MarcGasol,2009
1038,1,PauGasol,2009
1039,1,DrewGooden,2009
1040,1,UdonisHaslem,2009
1041,1,SpencerHawes,2009
1042,1,ChuckHayes,2009
1043,1,NeneHilario,2009
1044,1,SolomonJones,2009
1045,1,NenadKrstic,2009
1046,1,CarlLandry,2009
1047,1,DavidLee,2009
1048,1,PaulMillsap,2009
1049,1,MikkiMoore,2009
1050,1,TroyMurphy,2009
1051,1,LamarOdom,2009
1052,1,ZazaPachulia,2009
1053,1,JohanPetro,2009
1054,1,JoshPowell,2009
1055,1,ZachRandolph,2009
1056,1,LuisScola,2009
1057,1,JamesSingleton,2009
1058,1,JoeSmith,2009
1059,1,MarreeseSpeights,2009
1060,1,AmareStoudemire,2009
1061,1,TyrusThomas,2009
1062,1,JasonThompson,2009
1063,1,AndersonVarejao,2009
1064,1,ChrisWilcox,2009
1065,1,SheldenWilliams,2009
1066,1,BrandanWright,2009
1067,1,DarrellArthur,2010
1068,1,BrandonBass,2010
1069,1,CarlosBoozer,2010
1070,1,ChrisBosh,2010
1071,1,KwameBrown,2010
1072,1,NickCollison,2010
1073,1,DanteCunningham,2010
1074,1,KevinGarnett,2010
1075,1,UdonisHaslem,2010
1076,1,SpencerHawes,2010
1077,1,ChuckHayes,2010
1078,1,RoyHibbert,2010
1079,1,JJHickson,2010
1080,1,RyanHollins,2010
1081,1,AlHorford,2010
1082,1,JuwanHoward,2010
1083,1,ZydrunasIlgauskas,2010
1084,1,AlJefferson,2010
1085,1,SolomonJones,2010
1086,1,ChrisKaman,2010
1087,1,NenadKrstic,2010
1088,1,DavidLee,2010
1089,1,BrookLopez,2010
1090,1,KenyonMartin,2010
1091,1,JasonMaxiell,2010
1092,1,AntonioMcDyess,2010
1093,1,DarkoMilicic,2010
1094,1,PaulMillsap,2010
1095,1,TroyMurphy,2010
1096,1,LamarOdom,2010
1097,1,MehmetOkur,2010
1098,1,ZazaPachulia,2010
1099,1,ZachRandolph,2010
1100,1,LuisScola,2010
1101,1,JoeSmith,2010
1102,1,JoshSmith,2010
1103,1,MarreeseSpeights,2010
1104,1,AmareStoudemire,2010
1105,1,JasonThompson,2010
1106,1,RonnyTuriaf,2010
1107,1,AndersonVarejao,2010
1108,1,DavidAndersen,2011
1109,1,HiltonArmstrong,2011
1110,1,DarrellArthur,2011
1111,1,BrandonBass,2011
1112,1,DeJuanBlair,2011
1113,1,TrevorBooker,2011
1114,1,CarlosBoozer,2011
1115,1,EltonBrand,2011
1116,1,JonBrockman,2011
1117,1,KwameBrown,2011
1118,1,EarlClark,2011
1119,1,NickCollison,2011
1120,1,DeMarcusCousins,2011
1121,1,IkeDiogu,2011
1122,1,MelvinEly,2011
1123,1,SemihErden,2011
1124,1,JeremyEvans,2011
1125,1,KevinGarnett,2011
1126,1,MarcGasol,2011
1127,1,PauGasol,2011
1128,1,DrewGooden,2011
1129,1,BlakeGriffin,2011
1130,1,SpencerHawes,2011
1131,1,ChuckHayes,2011
1132,1,JJHickson,2011
1133,1,NeneHilario,2011
1134,1,RyanHollins,2011
1135,1,AlHorford,2011
1136,1,SolomonJones,2011
1137,1,NenadKrstic,2011
1138,1,RobinLopez,2011
1139,1,IanMahinmi,2011
1140,1,ShawnMarion,2011
1141,1,KenyonMartin,2011
1142,1,AntonioMcDyess,2011
1143,1,JoshMcRoberts,2011
1144,1,GregMonroe,2011
1145,1,TimofeyMozgov,2011
1146,1,LamarOdom,2011
1147,1,ZazaPachulia,2011
1148,1,PatrickPatterson,2011
1149,1,NikolaPekovic,2011
1150,1,JohanPetro,2011
1151,1,AnthonyRandolph,2011
1152,1,ZachRandolph,2011
1153,1,SamardoSamuels,2011
1154,1,LuisScola,2011
1155,1,JasonSmith,2011
1156,1,JoshSmith,2011
1157,1,MarreeseSpeights,2011
1158,1,TiagoSplitter,2011
1159,1,AmareStoudemire,2011
1160,1,HasheemThabeet,2011
1161,1,KurtThomas,2011
1162,1,JasonThompson,2011
1163,1,RonnyTuriaf,2011
1164,1,BenWallace,2011
1165,1,DJWhite,2011
1166,1,ChrisWilcox,2011
1167,1,BrandanWright,2011
1168,1,LavoyAllen,2012
1169,1,GustavoAyon,2012
1170,1,TrevorBooker,2012
1171,1,CarlosBoozer,2012
1172,1,EltonBrand,2012
1173,1,NickCollison,2012
1174,1,DeMarcusCousins,2012
1175,1,DanteCunningham,2012
1176,1,KevinGarnett,2012
1177,1,MarcGasol,2012
1178,1,PauGasol,2012
1179,1,BlakeGriffin,2012
1180,1,JoshHarrellson,2012
1181,1,UdonisHaslem,2012
1182,1,JJHickson,2012
1183,1,NeneHilario,2012
1184,1,RyanHollins,2012
1185,1,ErsanIlyasova,2012
1186,1,KevinLove,2012
1187,1,IanMahinmi,2012
1188,1,KenyonMartin,2012
1189,1,JasonMaxiell,2012
1190,1,JoshMcRoberts,2012
1191,1,DarkoMilicic,2012
1192,1,GregMonroe,2012
1193,1,ByronMullens,2012
1194,1,ZazaPachulia,2012
1195,1,NikolaPekovic,2012
1196,1,ZachRandolph,2012
1197,1,JasonSmith,2012
1198,1,JoshSmith,2012
1199,1,MarreeseSpeights,2012
1200,1,AmareStoudemire,2012
1201,1,KurtThomas,2012
1202,1,TyrusThomas,2012
1203,1,JasonThompson,2012
1204,1,JeremyTyler,2012
1205,1,JanVesely,2012
1206,1,NikolaVucevic,2012
1207,1,JordanWilliams,2012
1208,1,JeffAdrien,2013
1209,1,LaMarcusAldridge,2013
1210,1,LavoyAllen,2013
1211,1,AlFarouqAminu,2013
1212,1,LouAmundson,2013
1213,1,GustavoAyon,2013
1214,1,BrandonBass,2013
1215,1,DeJuanBlair,2013
1216,1,AndrayBlatche,2013
1217,1,TrevorBooker,2013
1218,1,CarlosBoozer,2013
1219,1,ChrisBosh,2013
1220,1,EarlClark,2013
1221,1,DeMarcusCousins,2013
1222,1,JoelFreeland,2013
1223,1,KevinGarnett,2013
1224,1,MarcGasol,2013
1225,1,PauGasol,2013
1226,1,AaronGray,2013
1227,1,TylerHansbrough,2013
1228,1,SpencerHawes,2013
1229,1,ChuckHayes,2013
1230,1,AlHorford,2013
1231,1,AlJefferson,2013
1232,1,EnesKanter,2013
1233,1,MichaelKiddGilchrist,2013
1234,1,CarlLandry,2013
1235,1,DavidLee,2013
1236,1,MeyersLeonard,2013
1237,1,IanMahinmi,2013
1238,1,ArnettMoultrie,2013
1239,1,AndrewNicholson,2013
1240,1,LamarOdom,2013
1241,1,ZazaPachulia,2013
1242,1,NikolaPekovic,2013
1243,1,ZachRandolph,2013
1244,1,ThomasRobinson,2013
1245,1,MikeScott,2013
1246,1,KevinSeraphin,2013
1247,1,JasonSmith,2013
1248,1,TiagoSplitter,2013
1249,1,AmareStoudemire,2013
1250,1,JaredSullinger,2013
1251,1,KurtThomas,2013
1252,1,JasonThompson,2013
1253,1,EkpeUdoh,2013
1254,1,JanVesely,2013
1255,1,ChrisWilcox,2013
1256,1,TylerZeller,2013
1257,1,QuincyAcy,2014
1258,1,LaMarcusAldridge,2014
1259,1,LavoyAllen,2014
1260,1,AndreaBargnani,2014
1261,1,AronBaynes,2014
1262,1,DeJuanBlair,2014
1263,1,TrevorBooker,2014
1264,1,CarlosBoozer,2014
1265,1,JeremyEvans,2014
1266,1,TajGibson,2014
1267,1,TylerHansbrough,2014
1268,1,SpencerHawes,2014
1269,1,ChuckHayes,2014
1270,1,AlJefferson,2014
1271,1,AmirJohnson,2014
1272,1,TerrenceJones,2014
1273,1,EnesKanter,2014
1274,1,DavidLee,2014
1275,1,MeyersLeonard,2014
1276,1,JonLeuer,2014
1277,1,KevinLove,2014
1278,1,IanMahinmi,2014
1279,1,KenyonMartin,2014
1280,1,JasonMaxiell,2014
1281,1,GregMonroe,2014
1282,1,JoakimNoah,2014
1283,1,NikolaPekovic,2014
1284,1,MasonPlumlee,2014
1285,1,MiroslavRaduljica,2014
1286,1,ZachRandolph,2014
1287,1,AndreRoberson,2014
1288,1,RobertSacre,2014
1289,1,LuisScola,2014
1290,1,HenrySims,2014
1291,1,JasonSmith,2014
1292,1,MarreeseSpeights,2014
1293,1,TiagoSplitter,2014
1294,1,AmareStoudemire,2014
1295,1,JaredSullinger,2014
1296,1,TristanThompson,2014
1297,1,EkpeUdoh,2014
1298,1,JanVesely,2014
1299,1,CodyZeller,2014
1300,1,LaMarcusAldridge,2015
1301,1,TrevorBooker,2015
1302,1,CarlosBoozer,2015
1303,1,EltonBrand,2015
1304,1,KennethFaried,2015
1305,1,KevinGarnett,2015
1306,1,MarcGasol,2015
1307,1,TajGibson,2015
1308,1,TylerHansbrough,2015
1309,1,UdonisHaslem,2015
1310,1,JordanHill,2015
1311,1,AlHorford,2015
1312,1,KrisHumphries,2015
1313,1,AlJefferson,2015
1314,1,CoryJefferson,2015
1315,1,AmirJohnson,2015
1316,1,JamesJohnson,2015
1317,1,EnesKanter,2015
1318,1,MichaelKiddGilchrist,2015
1319,1,CarlLandry,2015
1320,1,DavidLee,2015
1321,1,MeyersLeonard,2015
1322,1,KevinLove,2015
1323,1,GregMonroe,2015
1324,1,MikeMuscala,2015
1325,1,JoakimNoah,2015
1326,1,NerlensNoel,2015
1327,1,KyleOQuinn,2015
1328,1,NikolaPekovic,2015
1329,1,MasonPlumlee,2015
1330,1,ZachRandolph,2015
1331,1,RobertSacre,2015
1332,1,LuisScola,2015
1333,1,HenrySims,2015
1334,1,GregSmith,2015
1335,1,MarreeseSpeights,2015
1336,1,TiagoSplitter,2015
1337,1,AmareStoudemire,2015
1338,1,JaredSullinger,2015
1339,1,NikolaVucevic,2015
1340,1,LaMarcusAldridge,2016
1341,1,LavoyAllen,2016
1342,1,BrandonBass,2016
1343,1,TrevorBooker,2016
1344,1,NickCollison,2016
1345,1,DeMarcusCousins,2016
1346,1,GorguiDieng,2016
1347,1,DerrickFavors,2016
1348,1,TajGibson,2016
1349,1,AaronGordon,2016
1350,1,JaMychalGreen,2016
1351,1,JJHickson,2016
1352,1,JordanHill,2016
1353,1,RichaunHolmes,2016
1354,1,KrisHumphries,2016
1355,1,SergeIbaka,2016
1356,1,AlJefferson,2016
1357,1,NikolaJokic,2016
1358,1,CarlLandry,2016
1359,1,JoffreyLauvergne,2016
1360,1,JonLeuer,2016
1361,1,BrookLopez,2016
1362,1,KevinLove,2016
1363,1,GregMonroe,2016
1364,1,MikeMuscala,2016
1365,1,LarryNance,2016
1366,1,AndrewNicholson,2016
1367,1,NerlensNoel,2016
1368,1,JahlilOkafor,2016
1369,1,KendrickPerkins,2016
1370,1,MasonPlumlee,2016
1371,1,BobbyPortis,2016
1372,1,KristapsPorzingis,2016
1373,1,DwightPowell,2016
1374,1,JuliusRandle,2016
1375,1,JasonSmith,2016
1376,1,MarreeseSpeights,2016
1377,1,JaredSullinger,2016
1378,1,JasonThompson,2016
1379,1,AndersonVarejao,2016
1380,1,NoahVonleh,2016
1381,1,NikolaVucevic,2016
1382,1,CodyZeller,2016
1383,1,TylerZeller,2016
1384,1,StevenAdams,2017
1385,1,LaMarcusAldridge,2017
1386,1,LavoyAllen,2017
1387,1,BrandonBass,2017
1388,1,TrevorBooker,2017
1389,1,WillieCauleyStein,2017
1390,1,DeMarcusCousins,2017
1391,1,GorguiDieng,2017
1392,1,DerrickFavors,2017
1393,1,CristianoFelicio,2017
1394,1,TajGibson,2017
1395,1,JaMychalGreen,2017
1396,1,MontrezlHarrell,2017
1397,1,SpencerHawes,2017
1398,1,NeneHilario,2017
1399,1,RichaunHolmes,2017
1400,1,KrisHumphries,2017
1401,1,SergeIbaka,2017
1402,1,AlJefferson,2017
1403,1,NikolaJokic,2017
1404,1,TerrenceJones,2017
1405,1,SkalLabissiere,2017
1406,1,KevonLooney,2017
1407,1,KevinLove,2017
1408,1,IanMahinmi,2017
1409,1,ThonMaker,2017
1410,1,JarellMartin,2017
1411,1,GregMonroe,2017
1412,1,TimofeyMozgov,2017
1413,1,DirkNowitzki,2017
1414,1,JahlilOkafor,2017
1415,1,ZazaPachulia,2017
1416,1,MasonPlumlee,2017
1417,1,BobbyPortis,2017
1418,1,KristapsPorzingis,2017
1419,1,JuliusRandle,2017
1420,1,ZachRandolph,2017
1421,1,MarreeseSpeights,2017
1422,1,NikolaVucevic,2017
1423,1,BrandanWright,2017
1424,1,CodyZeller,2017
1425,1,TylerZeller,2017
1426,1,BamAdebayo,2018
1427,1,LaMarcusAldridge,2018
1428,1,GiannisAntetokounmpo,2018
1429,1,MichaelBeasley,2018
1430,1,TrevorBooker,2018
1431,1,OmriCasspi,2018
1432,1,MarqueseChriss,2018
1433,1,DeMarcusCousins,2018
1434,1,GorguiDieng,2018
1435,1,DerrickFavors,2018
1436,1,CristianoFelicio,2018
1437,1,MarcGasol,2018
1438,1,TajGibson,2018
1439,1,JeramiGrant,2018
1440,1,JaMychalGreen,2018
1441,1,MontrezlHarrell,2018
1442,1,NeneHilario,2018
1443,1,RichaunHolmes,2018
1444,1,SergeIbaka,2018
1445,1,AmirJohnson,2018
1446,1,NikolaJokic,2018
1447,1,MaxiKleber,2018
1448,1,SkalLabissiere,2018
1449,1,JoffreyLauvergne,2018
1450,1,KevonLooney,2018
1451,1,KevinLove,2018
1452,1,GregMonroe,2018
1453,1,LarryNance,2018
1454,1,ZazaPachulia,2018
1455,1,BobbyPortis,2018
1456,1,KristapsPorzingis,2018
1457,1,DwightPowell,2018
1458,1,JuliusRandle,2018
1459,1,DomantasSabonis,2018
1460,1,NikolaVucevic,2018
1461,1,DavidWest,2018
1462,1,CodyZeller,2018
1463,2,ShandonAnderson,1997
1464,2,KeithAskins,1997
1465,2,StaceyAugmon,1997
1466,2,JudBuechler,1997
1467,2,ScottBurrell,1997
1468,2,ChrisCarr,1997
1469,2,CalbertCheaney,1997
1470,2,MarkDavis,1997
1471,2,SeanElliott,1997
1472,2,DuaneFerrell,1997
1473,2,DannyFerry,1997
1474,2,GrantHill,1997
1475,2,RobertHorry,1997
1476,2,JuwanHoward,1997
1477,2,EddieJohnson,1997
1478,2,LarryJohnson,1997
1479,2,JeromeKersey,1997
1480,2,GrantLong,1997
1481,2,ChrisMills,1997
1482,2,TerryMills,1997
1483,2,SamMitchell,1997
1484,2,ChrisMorris,1997
1485,2,LamondMurray,1997
1486,2,BillyOwens,1997
1487,2,SamPerkins,1997
1488,2,GlennRobinson,1997
1489,2,RodneyRogers,1997
1490,2,DetlefSchrempf,1997
1491,2,EricWilliams,1997
1492,2,NickAnderson,1998
1493,2,ShandonAnderson,1998
1494,2,KeithAskins,1998
1495,2,StaceyAugmon,1998
1496,2,DavidBenoit,1998
1497,2,ChuckyBrown,1998
1498,2,JudBuechler,1998
1499,2,MattBullard,1998
1500,2,ScottBurrell,1998
1501,2,MarkDavis,1998
1502,2,BrianEvans,1998
1503,2,DannyFerry,1998
1504,2,CedricHenderson,1998
1505,2,JeraldHoneycutt,1998
1506,2,JuwanHoward,1998
1507,2,LarryJohnson,1998
1508,2,ReggieJordan,1998
1509,2,JeromeKersey,1998
1510,2,JamalMashburn,1998
1511,2,WalterMcCarty,1998
1512,2,GeorgeMcCloud,1998
1513,2,DerrickMcKey,1998
1514,2,SamMitchell,1998
1515,2,LamondMurray,1998
1516,2,MartinMuursepp,1998
1517,2,SamPerkins,1998
1518,2,ChuckPerson,1998
1519,2,CliffordRobinson,1998
1520,2,RodneyRogers,1998
1521,2,MalikRose,1998
1522,2,BryonRussell,1998
1523,2,DetlefSchrempf,1998
1524,2,ReggieSlater,1998
1525,2,TimThomas,1998
1526,2,BubbaWells,1998
1527,2,MontyWilliams,1998
1528,2,CorlissWilliamson,1998
1529,2,TariqAbdulWahad,1999
1530,2,ShareefAbdurRahim,1999
1531,2,NickAnderson,1999
1532,2,StaceyAugmon,1999
1533,2,KeithBooth,1999
1534,2,KobeBryant,1999
1535,2,VinceCarter,1999
1536,2,PeteChilcutt,1999
1537,2,TyroneCorbin,1999
1538,2,ChrisCrawford,1999
1539,2,TerryCummings,1999
1540,2,SeanElliott,1999
1541,2,PatGarrity,1999
1542,2,CedricHenderson,1999
1543,2,GrantHill,1999
1544,2,LarryHughes,1999
1545,2,LarryJohnson,1999
1546,2,JeromeKersey,1999
1547,2,ToniKukoc,1999
1548,2,TimLegler,1999
1549,2,FelipeLopez,1999
1550,2,GeorgeLynch,1999
1551,2,WalterMcCarty,1999
1552,2,ChrisMills,1999
1553,2,DirkNowitzki,1999
1554,2,SamPerkins,1999
1555,2,ChuckPerson,1999
1556,2,PaulPierce,1999
1557,2,IsaiahRider,1999
1558,2,CliffordRobinson,1999
1559,2,GlennRobinson,1999
1560,2,RodneyRogers,1999
1561,2,BryonRussell,1999
1562,2,JohnnyTaylor,1999
1563,2,TimThomas,1999
1564,2,AntoineWalker,1999
1565,2,EricWashington,1999
1566,2,BillWennington,1999
1567,2,WaltWilliams,1999
1568,2,CorlissWilliamson,1999
1569,2,GrantHill,2000
1570,2,JuwanHoward,2000
1571,2,DirkNowitzki,2000
1572,2,PejaStojakovic,2000
1573,2,JohnAmaechi,2001
1574,2,ShandonAnderson,2001
1575,2,StaceyAugmon,2001
1576,2,JonathanBender,2001
1577,2,RyanBowen,2001
1578,2,GregBuckner,2001
1579,2,JudBuechler,2001
1580,2,RodneyBuford,2001
1581,2,MattBullard,2001
1582,2,CedricCeballos,2001
1583,2,ChrisCrawford,2001
1584,2,SeanElliott,2001
1585,2,DannyFerry,2001
1586,2,DeveanGeorge,2001
1587,2,AdrianGriffin,2001
1588,2,RonHarper,2001
1589,2,MattHarpring,2001
1590,2,AlHarrington,2001
1591,2,RobertHorry,2001
1592,2,AntawnJamison,2001
1593,2,DerMarrJohnson,2001
1594,2,GrantLong,2001
1595,2,FelipeLopez,2001
1596,2,DannyManning,2001
1597,2,DesmondMason,2001
1598,2,WalterMcCarty,2001
1599,2,TracyMcGrady,2001
1600,2,DerrickMcKey,2001
1601,2,LamondMurray,2001
1602,2,RubenPatterson,2001
1603,2,SamPerkins,2001
1604,2,WesleyPerson,2001
1605,2,ChrisPorter,2001
1606,2,JamesPosey,2001
1607,2,GlenRice,2001
1608,2,QuentinRichardson,2001
1609,2,GlennRobinson,2001
1610,2,RodneyRogers,2001
1611,2,WallySzczerbiak,2001
1612,2,TimThomas,2001
1613,2,HedoTurkoglu,2001
1614,2,AntoineWalker,2001
1615,2,JohnWallace,2001
1616,2,WaltWilliams,2001
1617,2,ShandonAnderson,2002
1618,2,StaceyAugmon,2002
1619,2,ShaneBattier,2002
1620,2,JudBuechler,2002
1621,2,RodneyBuford,2002
1622,2,CalbertCheaney,2002
1623,2,DannyFerry,2002
1624,2,RickFox,2002
1625,2,PatGarrity,2002
1626,2,DeveanGeorge,2002
1627,2,AdrianGriffin,2002
1628,2,AntawnJamison,2002
1629,2,RichardJefferson,2002
1630,2,DerMarrJohnson,2002
1631,2,DanLanghi,2002
1632,2,RashardLewis,2002
1633,2,GrantLong,2002
1634,2,CoreyMaggette,2002
1635,2,KarlMalone,2002
1636,2,KenyonMartin,2002
1637,2,AnthonyMason,2002
1638,2,DesmondMason,2002
1639,2,WalterMcCarty,2002
1640,2,TracyMcGrady,2002
1641,2,DerrickMcKey,2002
1642,2,ChrisMills,2002
1643,2,LamondMurray,2002
1644,2,LeeNailon,2002
1645,2,LamarOdom,2002
1646,2,RubenPatterson,2002
1647,2,JamesPosey,2002
1648,2,VladimirRadmanovic,2002
1649,2,CliffordRobinson,2002
1650,2,EddieRobinson,2002
1651,2,GlennRobinson,2002
1652,2,RodneyRogers,2002
1653,2,BryonRussell,2002
1654,2,TimThomas,2002
1655,2,HedoTurkoglu,2002
1656,2,GeraldWallace,2002
1657,2,JohnWallace,2002
1658,2,BonziWells,2002
1659,2,MontyWilliams,2002
1660,2,CorlissWilliamson,2002
1661,2,JohnAmaechi,2003
1662,2,ShandonAnderson,2003
1663,2,StaceyAugmon,2003
1664,2,ShaneBattier,2003
1665,2,RyanBowen,2003
1666,2,KedrickBrown,2003
1667,2,GregBuckner,2003
1668,2,RasualButler,2003
1669,2,CalbertCheaney,2003
1670,2,PredragDrobnjak,2003
1671,2,DannyFerry,2003
1672,2,TremaineFowlkes,2003
1673,2,DeveanGeorge,2003
1674,2,AdrianGriffin,2003
1675,2,MarcusHaislip,2003
1676,2,TrentonHassell,2003
1677,2,FredHoiberg,2003
1678,2,RobertHorry,2003
1679,2,JuwanHoward,2003
1680,2,AntawnJamison,2003
1681,2,RichardJefferson,2003
1682,2,JumaineJones,2003
1683,2,SeanLampley,2003
1684,2,DanLanghi,2003
1685,2,RashardLewis,2003
1686,2,CoreyMaggette,2003
1687,2,KarlMalone,2003
1688,2,ShawnMarion,2003
1689,2,DesmondMason,2003
1690,2,WalterMcCarty,2003
1691,2,MikeMiller,2003
1692,2,LeeNailon,2003
1693,2,IraNewble,2003
1694,2,LamarOdom,2003
1695,2,RubenPatterson,2003
1696,2,TayshaunPrince,2003
1697,2,VladimirRadmanovic,2003
1698,2,QuentinRichardson,2003
1699,2,EddieRobinson,2003
1700,2,GlennRobinson,2003
1701,2,RodneyRogers,2003
1702,2,JerylSasser,2003
1703,2,AnsuSesay,2003
1704,2,PejaStojakovic,2003
1705,2,WallySzczerbiak,2003
1706,2,TimThomas,2003
1707,2,NikolozTskitishvili,2003
1708,2,HedoTurkoglu,2003
1709,2,RodneyWhite,2003
1710,2,EricWilliams,2003
1711,2,CorlissWilliamson,2003
1712,2,ShaneBattier,2004
1713,2,KeithBogans,2004
1714,2,CaronButler,2004
1715,2,RasualButler,2004
1716,2,BrianCardinal,2004
1717,2,MikeDunleavy,2004
1718,2,AlHarrington,2004
1719,2,RashardLewis,2004
1720,2,CoreyMaggette,2004
1721,2,SashaPavlovic,2004
1722,2,MickaelPietrus,2004
1723,2,TayshaunPrince,2004
1724,2,VladimirRadmanovic,2004
1725,2,JasonRichardson,2004
1726,2,QuentinRichardson,2004
1727,2,BobbySimmons,2004
1728,2,HedoTurkoglu,2004
1729,2,TonyAllen,2005
1730,2,CarmeloAnthony,2005
1731,2,TrevorAriza,2005
1732,2,MattBarnes,2005
1733,2,ShaneBattier,2005
1734,2,CaronButler,2005
1735,2,RasualButler,2005
1736,2,LuolDeng,2005
1737,2,MikeDunleavy,2005
1738,2,MauriceEvans,2005
1739,2,AlHarrington,2005
1740,2,JoshHoward,2005
1741,2,AndreIguodala,2005
1742,2,AntawnJamison,2005
1743,2,RichardJefferson,2005
1744,2,JaredJeffries,2005
1745,2,DahntayJones,2005
1746,2,JamesJones,2005
1747,2,RashardLewis,2005
1748,2,JamesPosey,2005
1749,2,TayshaunPrince,2005
1750,2,VladimirRadmanovic,2005
1751,2,BobbySimmons,2005
1752,2,LukeWalton,2005
1753,2,DamienWilkins,2005
1754,2,MattBonner,2006
1755,2,CaronButler,2006
1756,2,RasualButler,2006
1757,2,JoshChildress,2006
1758,2,CarlosDelfino,2006
1759,2,BorisDiaw,2006
1760,2,MikeDunleavy,2006
1761,2,MauriceEvans,2006
1762,2,FranciscoGarcia,2006
1763,2,JoeyGraham,2006
1764,2,AlHarrington,2006
1765,2,JoshHoward,2006
1766,2,RichardJefferson,2006
1767,2,JamesJones,2006
1768,2,JasonKapono,2006
1769,2,RashardLewis,2006
1770,2,CoreyMaggette,2006
1771,2,KevinMartin,2006
1772,2,TracyMcGrady,2006
1773,2,MikeMiller,2006
1774,2,MickaelPietrus,2006
1775,2,JamesPosey,2006
1776,2,TayshaunPrince,2006
1777,2,VladimirRadmanovic,2006
1778,2,QuentinRichardson,2006
1779,2,BrianScalabrine,2006
1780,2,PejaStojakovic,2006
1781,2,LukeWalton,2006
1782,2,MartellWebster,2006
1783,2,TonyAllen,2007
1784,2,CarmeloAnthony,2007
1785,2,KelennaAzubuike,2007
1786,2,MattBarnes,2007
1787,2,CaronButler,2007
1788,2,RasualButler,2007
1789,2,JoshChildress,2007
1790,2,CarlosDelfino,2007
1791,2,BorisDiaw,2007
1792,2,MikeDunleavy,2007
1793,2,MauriceEvans,2007
1794,2,FranciscoGarcia,2007
1795,2,DannyGranger,2007
1796,2,AlHarrington,2007
1797,2,GrantHill,2007
1798,2,ErsanIlyasova,2007
1799,2,AntawnJamison,2007
1800,2,DahntayJones,2007
1801,2,JamesJones,2007
1802,2,LinasKleiza,2007
1803,2,RashardLewis,2007
1804,2,CoreyMaggette,2007
1805,2,JamesPosey,2007
1806,2,TayshaunPrince,2007
1807,2,VladimirRadmanovic,2007
1808,2,BrianScalabrine,2007
1809,2,ThaboSefolosha,2007
1810,2,GeraldWallace,2007
1811,2,MartellWebster,2007
1812,2,MarvinWilliams,2007
1813,2,ArronAfflalo,2008
1814,2,CarmeloAnthony,2008
1815,2,TrevorAriza,2008
1816,2,KelennaAzubuike,2008
1817,2,AndreaBargnani,2008
1818,2,ShaneBattier,2008
1819,2,CoreyBrewer,2008
1820,2,RasualButler,2008
1821,2,BrianCardinal,2008
1822,2,BrianCook,2008
1823,2,CarlosDelfino,2008
1824,2,LuolDeng,2008
1825,2,BorisDiaw,2008
