playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Post_47-94 Backcourt,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_18-23 Long Jumper,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,PPS_invalid_35-46 Near Half,PPS_invalid_47-94 Backcourt,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Post_47-94 Backcourt,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_18-23 Long Jumper,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep,Points_invalid_35-46 Near Half,Points_invalid_47-94 Backcourt
JJ Hickson,1.7777777777777777,0.0,0.0,0.0,1.7037037037037037,0.0,0.0,0.5384615384615384,0.2,0.6,1.3333333333333333,0.0,0.0,0.0,0.0,1.0666666666666667,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,46.0,0.0,0.0,14.0,2.0,12.0,16.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JJ Redick,1.1428571428571428,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.7741935483870968,0.6590909090909091,1.1357142857142857,0.0,0.0,0.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,24.0,58.0,159.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JR Smith,1.3043478260869565,0.0,0.0,0.0,1.8095238095238095,0.0,0.0,0.7894736842105263,0.4444444444444444,0.8571428571428571,0.8910891089108911,1.2016129032258065,1.0434782608695652,0.375,0.0,0.7142857142857143,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.3333333333333333,1.6,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,38.0,0.0,0.0,30.0,8.0,54.0,180.0,447.0,24.0,3.0,0.0,40.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JaVale McGee,2.0,2.0,0.0,0.0,1.9090909090909092,2.0,0.0,0.2898550724637681,0.23076923076923078,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,0.6481481481481481,2.0,0.0,1.5,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6271186440677967,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,0.0,0.0,84.0,2.0,0.0,20.0,6.0,16.0,2.0,0.0,0.0,0.0,0.0,70.0,2.0,0.0,24.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamaal Magloire,0.0,0.0,0.0,0.0,1.84,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0731707317073171,0.0,0.0,0.43243243243243246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamal Crawford,1.5384615384615385,1.0,0.0,0.0,0.0,0.0,1.0,0.6031746031746031,0.6285714285714286,0.5573770491803278,0.6693227091633466,0.9375,1.2000000000000002,0.0,0.0,0.8493150684931506,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.5862068965517242,1.75,2.5555555555555554,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,10.0,0.0,0.0,0.0,0.0,2.0,38.0,22.0,68.0,168.0,240.0,12.0,0.0,0.0,62.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,46.0,84.0,69.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Jamario Moon,1.2857142857142858,0.0,0.0,0.0,1.7575757575757576,0.0,0.0,1.0,0.0,1.04,0.7019867549668874,1.0336134453781511,0.0,0.0,0.0,1.0303030303030303,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0769230769230769,3.0,0.0,0.0,1.837837837837838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,58.0,0.0,0.0,2.0,0.0,52.0,106.0,123.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,6.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jameer Nelson,1.4366197183098592,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.8148148148148148,0.9090909090909091,0.8333333333333334,1.049645390070922,1.2857142857142856,1.0,0.0,0.0,0.7391304347826086,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,1.2000000000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,102.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,20.0,50.0,148.0,162.0,3.0,0.0,0.0,34.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0
James Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.75,0.8433734939759037,0.8666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,70.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Posey,1.2,2.0,0.0,0.0,1.8333333333333333,0.0,0.0,0.6666666666666666,0.8888888888888888,0.5263157894736842,0.8495575221238938,1.0339805825242718,0.42857142857142855,0.0,0.0,0.975,2.0,0.0,1.0769230769230769,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,22.0,0.0,0.0,14.0,8.0,10.0,96.0,213.0,3.0,0.0,0.0,78.0,2.0,0.0,14.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Singleton,2.0,0.0,0.0,0.0,1.8666666666666667,0.0,0.0,0.7272727272727273,0.5714285714285714,0.6666666666666666,0.5909090909090909,1.1666666666666667,0.0,0.0,0.0,1.069767441860465,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,28.0,0.0,0.0,8.0,4.0,14.0,26.0,21.0,0.0,0.0,0.0,46.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James White,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Dudley,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.8888888888888888,1.103448275862069,0.875,1.0540540540540542,0.0,0.0,0.0,1.0,0.0,0.0,1.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,32.0,84.0,39.0,0.0,0.0,0.0,70.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Jeffries,1.5238095238095237,0.0,0.0,0.0,1.4666666666666666,0.0,0.0,0.0,0.0,0.23529411764705882,0.819672131147541,0.0,0.0,0.0,0.0,1.0217391304347827,2.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,4.0,50.0,0.0,0.0,0.0,0.0,94.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarrett Jack,1.5632183908045978,1.5,2.0,0.0,2.0,0.0,0.0,0.6976744186046512,0.96875,0.7777777777777778,0.8651685393258427,1.0925925925925926,0.75,0.0,0.0,0.7244094488188977,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4285714285714286,1.5,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,6.0,2.0,0.0,2.0,0.0,0.0,60.0,62.0,70.0,154.0,177.0,3.0,0.0,0.0,92.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,18.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Collins,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.32,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Kapono,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.4444444444444444,0.6597938144329897,0.9519650655021834,1.1870503597122302,0.0,0.0,0.0,1.12,0.0,0.0,1.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.2727272727272727,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,64.0,218.0,165.0,0.0,0.0,0.0,28.0,0.0,0.0,6.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,28.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Jason Kidd,1.1929824561403508,0.5,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.7272727272727273,0.45454545454545453,0.7455621301775148,1.3246753246753247,0.75,0.0,0.0,0.6363636363636364,0.0,0.0,1.5555555555555556,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.5555555555555556,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,20.0,126.0,306.0,3.0,0.0,0.0,28.0,0.0,0.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,14.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Maxiell,2.0,0.0,0.0,0.0,1.7419354838709677,0.0,0.0,1.2857142857142858,1.0588235294117647,0.47619047619047616,0.5882352941176471,0.0,0.0,0.0,0.0,0.9538461538461539,0.0,0.0,2.0,0.3333333333333333,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.6538461538461537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,108.0,0.0,0.0,18.0,18.0,30.0,10.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,16.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Richardson,1.7872340425531914,1.2,0.0,0.0,1.68,0.0,0.0,0.782608695652174,0.967741935483871,0.7384615384615385,0.75,1.1643835616438356,0.5,0.0,0.0,1.0607734806629834,0.0,0.0,0.7,0.5,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,2.0,0.0,0.0,1.6216216216216217,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,6.0,0.0,0.0,84.0,0.0,0.0,54.0,30.0,48.0,156.0,255.0,3.0,0.0,0.0,192.0,0.0,0.0,14.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,60.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Terry,1.302325581395349,1.25,0.0,0.0,2.0,0.0,0.0,0.9047619047619048,0.8148148148148148,0.8651685393258427,0.8719723183391004,1.0166112956810631,0.6666666666666666,0.0,0.0,1.1777777777777778,1.0,0.0,1.3333333333333333,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,1.5555555555555556,1.625,1.5294117647058822,2.4545454545454546,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,112.0,10.0,0.0,0.0,12.0,0.0,0.0,38.0,44.0,154.0,252.0,306.0,6.0,0.0,0.0,106.0,2.0,0.0,8.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,52.0,26.0,27.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Jason Thompson,1.4666666666666666,0.0,0.0,0.0,1.8494623655913978,0.0,1.6,0.5833333333333334,0.3870967741935484,0.8888888888888888,0.7619047619047619,0.0,0.0,0.0,0.0,1.0463576158940397,1.3333333333333333,1.0,1.105263157894737,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.896551724137931,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,172.0,0.0,8.0,70.0,12.0,80.0,48.0,0.0,0.0,0.0,0.0,158.0,4.0,4.0,42.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Foster,1.7142857142857142,2.0,0.0,0.0,1.8461538461538463,2.0,0.0,0.64,0.25,0.7567567567567568,0.5,0.8571428571428571,0.0,0.0,0.0,1.178082191780822,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0769230769230769,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,24.0,2.0,0.0,16.0,2.0,28.0,22.0,6.0,0.0,0.0,0.0,172.0,0.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Green,1.5064935064935066,1.3333333333333333,0.0,0.0,1.7209302325581395,0.0,2.0,0.5396825396825397,0.5909090909090909,0.6405228758169934,0.7301587301587301,1.1675675675675676,1.5,0.0,0.0,0.9444444444444444,0.6666666666666666,0.0,0.95,0.9090909090909091,1.1111111111111112,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2,1.3333333333333333,0.0,0.0,0.0,1.4146341463414633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,116.0,8.0,0.0,0.0,74.0,0.0,2.0,34.0,26.0,98.0,138.0,216.0,6.0,0.0,0.0,170.0,2.0,0.0,38.0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Jermaine ONeal,1.1891891891891893,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.7155963302752294,0.9438202247191011,0.7564102564102564,0.8163265306122449,0.0,0.0,0.0,0.0,1.140495867768595,0.0,1.0,1.2,0.7843137254901961,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,2.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,84.0,0.0,0.0,78.0,84.0,118.0,40.0,0.0,0.0,0.0,0.0,138.0,0.0,2.0,78.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerry Stackhouse,0.8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.5333333333333333,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,8.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerryd Bayless,1.1818181818181819,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.5333333333333333,0.4,0.23529411764705882,0.2631578947368421,0.8571428571428571,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,2.0,4.0,10.0,12.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joakim Noah,1.5714285714285714,0.0,0.0,0.0,1.8630136986301369,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7948717948717948,0.0,1.0,0.9333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1818181818181819,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
