playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_24-27 Three,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_24-27 Three,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_24-27 Three,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_24-27 Three
Al Harrington,1.4883720930232558,2.0,0.0,0.0,1.9545454545454546,2.0,0.0,0.49230769230769234,0.5789473684210527,0.6891891891891891,0.8926553672316384,1.2954545454545454,0.0,0.0,0.0,0.9053497942386831,0.6666666666666666,1.3333333333333333,1.5238095238095237,1.6,1.0769230769230769,1.0,0.0,0.0,0.0,1.105263157894737,2.0,0.0,0.0,0.0,0.0,0.0,64.0,2.0,0.0,0.0,86.0,4.0,0.0,32.0,22.0,102.0,158.0,285.0,0.0,0.0,0.0,220.0,4.0,4.0,32.0,8.0,14.0,2.0,0.0,0.0,0.0,42.0,4.0,0.0,0.0,0.0,0.0,0.0
Al Jefferson,1.7391304347826086,0.0,0.0,0.0,1.9245283018867925,0.0,1.0,0.6885245901639344,0.6060606060606061,0.6857142857142857,0.7058823529411765,0.0,0.0,0.0,0.0,1.1328125,0.0,2.0,1.203125,1.3571428571428572,1.1428571428571428,0.0,0.0,0.0,0.0,1.1176470588235294,0.0,0.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,102.0,0.0,2.0,126.0,40.0,48.0,12.0,0.0,0.0,0.0,0.0,290.0,0.0,6.0,154.0,38.0,8.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2.0,0.0,0.0,0.0
Alan Anderson,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.4,0.631578947368421,0.6923076923076923,0.0,0.0,0.0,1.1818181818181819,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,12.0,9.0,0.0,0.0,0.0,26.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0
Amare Stoudemire,1.8974358974358974,0.0,0.0,0.0,1.8,0.0,2.0,0.8361581920903954,0.7213114754098361,0.9929078014184397,0.8695652173913043,0.0,0.0,0.0,0.0,1.0620689655172413,0.0,1.0,1.4615384615384615,0.8888888888888888,0.4444444444444444,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,2.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,306.0,0.0,2.0,148.0,44.0,140.0,60.0,0.0,0.0,0.0,0.0,308.0,0.0,2.0,38.0,8.0,4.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,12.0,0.0,0.0,0.0
Amir Johnson,2.0,0.0,0.0,0.0,1.75,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Anderson Varejao,1.7142857142857142,0.0,0.0,0.0,2.0,0.0,0.0,0.18604651162790697,0.2857142857142857,0.5909090909090909,0.5333333333333333,0.0,0.0,0.0,0.0,1.135483870967742,0.0,2.0,0.8235294117647058,0.4,2.0,0.0,0.0,0.0,0.0,0.9142857142857143,0.0,0.0,1.0,2.0,0.0,0.0,36.0,0.0,0.0,0.0,50.0,0.0,0.0,8.0,2.0,26.0,8.0,0.0,0.0,0.0,0.0,176.0,0.0,8.0,28.0,2.0,2.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,2.0,2.0,0.0,0.0
Andray Blatche,1.6666666666666667,2.0,0.0,0.0,2.0,0.0,0.0,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.47058823529411764,0.5714285714285714,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,36.0,0.0,0.0,12.0,2.0,12.0,16.0,12.0,0.0,0.0,0.0,42.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Iguodala,1.7878787878787878,0.0,0.0,0.0,1.9285714285714286,0.0,0.0,0.3684210526315789,0.5,0.6470588235294118,0.7257383966244726,1.027027027027027,0.0,0.0,0.0,0.7071823204419889,2.0,0.0,1.2,1.6,1.4285714285714286,2.0,0.0,0.0,0.0,1.8709677419354838,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,162.0,0.0,0.0,14.0,20.0,110.0,172.0,114.0,0.0,0.0,0.0,128.0,2.0,0.0,6.0,8.0,10.0,2.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Miller,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,2.0,0.8764044943820225,0.6746987951807228,0.8475836431226765,0.8333333333333334,0.6000000000000001,0.0,0.0,0.0,0.9743589743589743,1.0,0.0,0.8888888888888888,0.4,1.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,2.0,78.0,56.0,228.0,90.0,12.0,0.0,0.0,0.0,190.0,2.0,0.0,8.0,2.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Bargnani,1.1428571428571428,0.0,0.0,0.0,1.5789473684210527,0.0,0.0,0.26666666666666666,0.7,0.8852459016393442,0.9166666666666666,1.1439688715953307,0.0,0.0,0.0,1.04,0.0,0.0,0.6,0.42857142857142855,0.5,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,40.0,0.0,0.0,0.0,30.0,0.0,0.0,4.0,14.0,54.0,110.0,294.0,0.0,0.0,0.0,52.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0
Andrei Kirilenko,1.9,0.0,0.0,0.0,2.0,0.0,2.0,0.3,0.46153846153846156,0.5625,0.5952380952380952,0.6610169491525424,0.0,0.0,0.0,1.0526315789473684,0.6666666666666666,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,94.0,0.0,2.0,6.0,6.0,18.0,50.0,39.0,0.0,0.0,0.0,120.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
Andres Nocioni,1.6363636363636365,0.0,0.0,0.0,2.0,0.0,0.0,1.0222222222222221,0.6923076923076923,0.9743589743589743,1.0598290598290598,1.0434782608695652,0.0,0.0,0.0,0.7708333333333334,0.0,0.0,1.3333333333333333,1.0,2.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,2.0,0.0,0.0,54.0,0.0,0.0,0.0,6.0,0.0,0.0,46.0,18.0,76.0,124.0,168.0,0.0,0.0,0.0,74.0,0.0,0.0,16.0,2.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0
Andrew Bogut,1.7777777777777777,0.0,0.0,0.0,1.8983050847457628,2.0,0.0,0.5217391304347826,0.96,0.5818181818181818,0.6153846153846154,0.75,0.0,0.0,0.0,1.1535269709543567,2.0,1.2941176470588236,1.1604938271604939,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,1.2307692307692308,2.0,0.0,1.3333333333333333,0.0,0.0,0.0,32.0,0.0,0.0,0.0,112.0,2.0,0.0,24.0,24.0,32.0,16.0,3.0,0.0,0.0,0.0,278.0,2.0,22.0,94.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,0.0,4.0,0.0,0.0,0.0
Andrew Bynum,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.6575342465753424,0.6956521739130435,0.5,0.0,0.0,0.0,0.0,0.0,1.15,2.0,1.6,0.9473684210526315,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,126.0,0.0,2.0,48.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,184.0,2.0,8.0,72.0,8.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Andris Biedrins,1.8888888888888888,2.0,0.0,0.0,2.0,0.0,0.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.4444444444444444,0.8888888888888888,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,1.0303030303030303,0.0,0.0,2.0,0.0,0.0,0.0,68.0,2.0,0.0,0.0,136.0,0.0,0.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,294.0,4.0,8.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,2.0,0.0,0.0,0.0
Antawn Jamison,1.894736842105263,2.0,2.0,0.0,1.0,0.0,0.0,0.5581395348837209,0.9259259259259259,0.7733333333333333,0.7193675889328063,1.0795847750865053,0.8571428571428571,0.0,0.0,1.202020202020202,0.0,1.6666666666666667,1.6363636363636365,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.263157894736842,0.0,0.0,1.0,1.8461538461538463,0.0,0.0,72.0,4.0,2.0,0.0,2.0,0.0,0.0,72.0,50.0,58.0,182.0,312.0,6.0,0.0,0.0,238.0,0.0,10.0,54.0,10.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,8.0,24.0,0.0,0.0
Anthony Carter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Parker,1.2820512820512822,2.0,0.0,0.0,2.0,2.0,0.0,0.6956521739130435,0.6363636363636364,0.8080808080808081,1.0035087719298246,0.9611650485436893,0.0,0.0,0.0,1.1612903225806452,0.0,0.0,0.75,0.8,1.1428571428571428,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.7142857142857142,1.0,0.0,0.0,50.0,2.0,0.0,0.0,32.0,2.0,0.0,16.0,14.0,80.0,286.0,99.0,0.0,0.0,0.0,72.0,0.0,0.0,6.0,4.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,2.0,0.0,0.0
Antonio Daniels,1.803921568627451,2.0,0.0,0.0,2.0,0.0,0.0,0.5,0.7857142857142857,0.6779661016949152,0.7294117647058823,0.9183673469387755,0.0,0.0,0.0,0.9375,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,2.0,0.0,0.0,10.0,0.0,0.0,20.0,22.0,40.0,62.0,45.0,0.0,0.0,0.0,60.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio McDyess,1.8,0.0,0.0,0.0,1.813953488372093,2.0,0.0,0.625,0.6428571428571429,0.9560439560439561,0.9142857142857143,0.0,0.0,0.0,0.0,1.1157894736842104,2.0,0.0,0.0,0.9090909090909091,1.2,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,78.0,2.0,0.0,10.0,18.0,174.0,96.0,0.0,0.0,0.0,0.0,106.0,2.0,0.0,0.0,10.0,24.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
Baron Davis,1.6829268292682926,1.5555555555555556,0.0,0.0,2.0,0.0,0.0,0.5346534653465347,0.7017543859649122,0.7384615384615385,0.8256880733944955,0.8893805309734514,0.8999999999999999,0.0,0.0,0.8671328671328671,0.4,1.0,0.8571428571428571,0.4444444444444444,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,276.0,14.0,0.0,0.0,30.0,0.0,0.0,54.0,40.0,96.0,90.0,201.0,9.0,0.0,0.0,124.0,2.0,2.0,18.0,4.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
Ben Gordon,1.4193548387096775,2.0,0.0,0.0,2.0,0.0,0.0,0.8533333333333334,0.9090909090909091,0.9237668161434978,0.9032258064516129,1.2811387900355873,1.0,0.0,0.0,0.8244274809160306,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,2.0,0.0,0.0,4.0,0.0,0.0,64.0,70.0,206.0,420.0,360.0,6.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Wallace,1.8181818181818181,2.0,0.0,0.0,1.72,0.0,0.0,0.5581395348837209,0.6,0.5384615384615384,0.5,1.0,0.0,0.0,0.0,0.8586956521739131,0.0,0.0,0.8387096774193549,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,2.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,86.0,0.0,0.0,24.0,18.0,14.0,2.0,3.0,0.0,0.0,0.0,158.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,2.0,0.0,0.0,0.0
Beno Udrih,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.7,0.8,0.7032967032967034,0.868421052631579,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,48.0,64.0,66.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boris Diaw,1.7272727272727273,0.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.8163265306122449,0.782608695652174,0.8809523809523809,0.8412698412698413,1.2352941176470589,0.0,0.0,0.0,1.173913043478261,1.0,0.0,1.4838709677419355,1.0,0.5,2.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,2.0,2.0,0.0,0.0,76.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,18.0,74.0,106.0,21.0,0.0,0.0,0.0,162.0,2.0,0.0,46.0,6.0,2.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,2.0,0.0,0.0
Brad Miller,1.5384615384615385,0.0,0.0,0.0,1.75,0.0,0.0,0.8,0.26666666666666666,0.9230769230769231,0.837696335078534,0.5217391304347826,0.0,0.0,0.0,1.1555555555555554,0.0,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,14.0,0.0,0.0,28.0,4.0,96.0,160.0,12.0,0.0,0.0,0.0,104.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Bass,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Roy,1.4878048780487805,2.0,0.0,0.0,2.0,0.0,1.3333333333333333,0.7927927927927928,0.7659574468085106,0.9591836734693877,0.8631578947368421,1.0120481927710843,1.5,0.0,0.0,0.8,1.0,0.0,1.2727272727272727,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,2.0,0.0,0.0,122.0,4.0,0.0,0.0,10.0,0.0,4.0,88.0,36.0,94.0,164.0,84.0,3.0,0.0,0.0,84.0,2.0,0.0,14.0,4.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0
Brendan Haywood,2.0,0.0,0.0,0.0,1.9154929577464788,2.0,0.0,0.38596491228070173,0.7142857142857143,0.6153846153846154,1.0,0.0,0.0,0.0,0.0,0.9622641509433962,0.0,1.6666666666666667,1.1111111111111112,0.5,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,136.0,2.0,0.0,22.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,102.0,0.0,10.0,40.0,6.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2.0,0.0,0.0,0.0
Brian Cardinal,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.8571428571428571,1.4736842105263157,1.1052631578947367,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,28.0,42.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Cook,2.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.6666666666666666,1.1111111111111112,0.8505747126436781,0.9213483146067416,1.1826923076923077,0.0,0.0,0.0,0.76,0.0,0.0,1.3333333333333333,2.0,2.0,2.0,0.0,0.0,0.0,1.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,20.0,74.0,82.0,123.0,0.0,0.0,0.0,38.0,0.0,0.0,4.0,10.0,10.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Scalabrine,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.2,2.0,1.0,0.6376811594202898,1.1408450704225352,3.0,0.0,0.0,0.7058823529411765,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,4.0,12.0,44.0,81.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
CJ Miles,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.2857142857142857,0.4,1.0,0.5142857142857142,0.875,0.0,0.0,0.0,0.7368421052631579,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,14.0,18.0,21.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Arroyo,1.2777777777777777,0.0,0.0,0.0,0.0,0.0,2.0,0.9655172413793104,0.8148148148148148,0.8208955223880597,0.9770992366412213,0.6363636363636364,0.0,0.0,0.0,0.6181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,44.0,110.0,128.0,21.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Boozer,1.7241379310344827,2.0,0.0,0.0,1.791044776119403,0.0,2.0,0.5882352941176471,0.865979381443299,0.7929515418502202,0.8979591836734694,0.0,0.0,0.0,0.0,1.3458445040214477,1.2,1.5,1.28125,0.9230769230769231,0.8,0.0,0.0,0.0,0.0,1.2413793103448276,0.0,0.0,0.0,2.0,0.0,0.0,100.0,2.0,0.0,0.0,120.0,0.0,4.0,60.0,84.0,180.0,88.0,0.0,0.0,0.0,0.0,502.0,6.0,6.0,82.0,12.0,8.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,4.0,0.0,0.0
Carlos Delfino,1.6521739130434783,2.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.0,0.2857142857142857,0.6060606060606061,0.7777777777777778,1.1071428571428572,0.0,0.0,0.0,0.7872340425531915,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,2.0,0.0,0.0,0.0,38.0,2.0,0.0,0.0,32.0,0.0,0.0,0.0,2.0,20.0,70.0,93.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0
Carmelo Anthony,1.3396226415094339,0.0,0.0,0.0,1.9,2.0,0.0,0.8181818181818182,0.6666666666666666,0.7028985507246377,0.7733333333333333,0.860655737704918,0.75,0.0,0.0,0.9411764705882353,0.0,2.0,0.8421052631578947,1.0909090909090908,0.5263157894736842,1.0,0.0,0.0,0.0,1.5853658536585367,0.0,0.0,1.8888888888888888,0.0,0.0,0.0,142.0,0.0,0.0,0.0,190.0,2.0,0.0,72.0,24.0,194.0,174.0,105.0,6.0,0.0,0.0,288.0,0.0,2.0,16.0,12.0,20.0,8.0,0.0,0.0,0.0,130.0,0.0,0.0,34.0,0.0,0.0,0.0
Caron Butler,1.7543859649122806,0.0,0.0,0.0,1.794871794871795,0.0,0.0,0.5306122448979592,0.8,0.81,0.8818897637795275,0.7959183673469388,0.0,0.0,1.5,0.8958333333333334,0.0,0.0,1.8666666666666667,1.5,2.0,1.3333333333333333,0.0,0.0,0.0,1.411764705882353,0.0,0.0,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,70.0,0.0,0.0,52.0,24.0,162.0,224.0,39.0,0.0,0.0,3.0,172.0,0.0,0.0,28.0,6.0,6.0,4.0,0.0,0.0,0.0,24.0,0.0,0.0,2.0,0.0,0.0,0.0
Channing Frye,1.8,0.0,0.0,0.0,2.0,0.0,0.0,0.8214285714285714,0.6486486486486487,0.6586826347305389,0.8130081300813008,0.8181818181818181,0.0,0.0,0.0,0.819672131147541,0.0,0.0,1.3636363636363635,1.6923076923076923,1.3333333333333333,2.0,0.0,0.0,0.0,1.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,28.0,0.0,0.0,46.0,24.0,110.0,200.0,9.0,0.0,0.0,0.0,50.0,0.0,0.0,60.0,22.0,12.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Bell,1.8095238095238095,2.0,0.0,0.0,1.6363636363636365,0.0,0.0,0.46153846153846156,1.0526315789473684,0.7714285714285715,0.7736625514403292,1.0152091254752853,0.6000000000000001,0.0,0.0,1.1262135922330097,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,1.0,0.0,0.0,76.0,4.0,0.0,0.0,18.0,0.0,0.0,12.0,20.0,108.0,188.0,267.0,3.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0
Charlie Villanueva,1.75,0.0,0.0,0.0,1.826086956521739,0.0,0.0,0.8108108108108109,0.6153846153846154,0.78125,0.7428571428571429,1.0,0.0,0.0,0.0,1.178082191780822,0.0,0.0,1.1538461538461537,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,42.0,0.0,0.0,30.0,16.0,50.0,26.0,75.0,0.0,0.0,0.0,86.0,0.0,0.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0
Chauncey Billups,1.7627118644067796,0.0,0.0,0.0,2.0,0.0,0.0,0.5263157894736842,0.8372093023255814,0.84,0.8982035928143712,1.0153846153846153,1.5,1.5,0.0,0.7857142857142857,0.0,0.0,0.0,0.8571428571428571,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,0.0,0.0,104.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,36.0,126.0,150.0,264.0,15.0,3.0,0.0,66.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0
