playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Drive_24-27 Three,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Post_47-94 Backcourt,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Pullup_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_18-23 Long Jumper,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_35-46 Near Half,PPS_invalid_47-94 Backcourt,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Drive_24-27 Three,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Post_47-94 Backcourt,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Pullup_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_18-23 Long Jumper,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_35-46 Near Half,Points_invalid_47-94 Backcourt
Dorell Wright,1.125,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.0,0.8,0.6542056074766355,1.0434782608695652,3.0,0.0,0.0,1.1666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,8.0,70.0,120.0,3.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Doron Lamb,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,1.3846153846153846,0.5714285714285714,0.7368421052631579,1.125,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,4.0,28.0,72.0,3.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Draymond Green,1.4893617021276595,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.25,0.26666666666666666,0.7619047619047619,0.5833333333333334,0.7764705882352942,0.0,0.0,0.0,0.7659574468085106,1.0,0.0,0.75,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5454545454545454,1.5789473684210527,1.3902439024390245,3.0,0.0,0.0,1.0857142857142856,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,70.0,4.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,10.0,4.0,16.0,28.0,66.0,0.0,0.0,0.0,36.0,2.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,30.0,57.0,3.0,0.0,0.0,38.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Drew Gooden,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.4,0.96,0.918918918918919,1.4,0.0,0.0,0.0,1.3103448275862069,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,24.0,34.0,21.0,0.0,0.0,0.0,38.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight Buycks,1.6,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight Howard,1.3571428571428572,1.2,0.0,0.0,0.0,0.0,1.9111111111111112,1.0,2.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.098901098901099,1.2,1.2857142857142858,0.9644670050761421,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.6849315068493151,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,6.0,0.0,0.0,0.0,0.0,172.0,2.0,4.0,30.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,200.0,24.0,18.0,190.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,246.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwyane Wade,1.504950495049505,1.1304347826086956,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.958904109589041,0.9655172413793104,0.8723404255319149,0.7580645161290323,0.6521739130434783,0.0,0.0,0.0,1.2396694214876034,0.5,1.0,1.25,1.375,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,1.4285714285714286,1.4,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,152.0,26.0,2.0,0.0,0.0,0.0,52.0,2.0,0.0,70.0,56.0,82.0,94.0,15.0,0.0,0.0,0.0,150.0,2.0,6.0,30.0,22.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,14.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0
ETwaun Moore,1.2903225806451613,0.8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.8444444444444444,0.6666666666666666,0.5,0.7027027027027027,1.1596638655462186,0.0,0.0,0.0,0.9473684210526315,1.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4285714285714286,1.25,1.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,38.0,24.0,16.0,52.0,138.0,0.0,0.0,0.0,54.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,10.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
Earl Clark,1.125,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6153846153846154,1.2,0.4444444444444444,0.6376811594202898,1.1379310344827585,0.0,0.0,0.0,0.8421052631578947,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,6.0,12.0,44.0,99.0,0.0,0.0,0.0,16.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earl Watson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ed Davis,2.0,0.0,0.0,0.0,0.0,0.0,1.6111111111111112,0.0,0.0,0.5263157894736842,0.7407407407407407,0.8823529411764706,1.0,0.0,0.0,0.0,0.0,1.0714285714285714,0.0,2.0,1.0434782608695652,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,20.0,20.0,30.0,6.0,0.0,0.0,0.0,0.0,60.0,0.0,2.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ekpe Udoh,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.25,1.2307692307692308,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.7586206896551724,0.0,0.6666666666666666,0.9629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,6.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elias Harris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elliot Williams,1.5757575757575757,1.3333333333333333,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.24242424242424243,0.0,0.5333333333333333,0.5294117647058824,0.9320388349514562,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,8.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,8.0,0.0,8.0,18.0,96.0,0.0,0.0,0.0,66.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elton Brand,1.7777777777777777,1.4285714285714286,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.9411764705882353,1.0,0.9672131147540983,0.6666666666666666,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,0.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,32.0,56.0,118.0,6.0,0.0,0.0,0.0,0.0,64.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enes Kanter,1.8181818181818181,0.0,0.0,0.0,0.0,0.0,1.7837837837837838,0.0,1.3333333333333333,0.46,0.7352941176470589,0.7972027972027972,0.65625,0.0,0.0,0.0,0.0,1.1894273127753303,1.5,1.0,1.0689655172413792,1.5,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.2653061224489797,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,4.0,46.0,50.0,114.0,42.0,0.0,0.0,0.0,0.0,270.0,6.0,8.0,124.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Bledsoe,1.5714285714285714,1.1428571428571428,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6792452830188679,0.45454545454545453,0.7692307692307693,0.7636363636363637,1.0081967213114753,1.5,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.3,0.9411764705882353,1.7999999999999998,0.0,0.0,0.0,1.25,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,154.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,36.0,10.0,40.0,42.0,123.0,3.0,0.0,0.0,78.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,26.0,16.0,9.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Gordon,1.64,1.1764705882352942,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4318181818181818,0.43478260869565216,0.8275862068965517,0.6557377049180327,1.2352941176470589,0.0,0.0,0.0,0.863013698630137,0.6666666666666666,0.0,0.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,20.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,38.0,10.0,48.0,80.0,273.0,0.0,0.0,0.0,126.0,6.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Maynor,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.5333333333333333,0.5454545454545454,0.0,1.2413793103448276,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,6.0,0.0,36.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik Murphy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ersan Ilyasova,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.5,0.35294117647058826,0.7948717948717948,0.7441860465116279,0.9152542372881356,0.0,0.0,0.0,1.1869918699186992,2.0,2.0,0.75,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.45161290322580644,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,20.0,6.0,62.0,96.0,108.0,0.0,0.0,0.0,146.0,4.0,4.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Evan Fournier,1.2962962962962963,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6285714285714286,0.4166666666666667,0.5714285714285714,0.7469879518072289,1.1183431952662723,0.0,3.0,0.0,1.1111111111111112,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.2000000000000002,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,3.0,0.0,70.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,44.0,10.0,12.0,62.0,189.0,0.0,3.0,0.0,80.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0
Evan Turner,1.5789473684210527,1.5,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.5581395348837209,0.5686274509803921,0.6477272727272727,0.578125,0.9230769230769231,0.0,0.0,0.0,0.8589743589743589,0.4,0.0,1.3333333333333333,1.3333333333333333,1.2222222222222223,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.4545454545454546,1.5609756097560976,1.8181818181818181,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,12.0,0.0,2.0,0.0,0.0,36.0,0.0,0.0,72.0,58.0,114.0,74.0,84.0,0.0,0.0,0.0,134.0,2.0,0.0,24.0,16.0,22.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0,16.0,64.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Garcia,1.6296296296296295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.8,0.5714285714285714,0.7352941176470589,0.9854014598540146,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,50.0,135.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Gal Mekel,1.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.2857142857142857,0.5,0.4444444444444444,0.8571428571428571,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,12.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Garrett Temple,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4,0.8571428571428571,0.3,0.47368421052631576,3.0,0.0,0.0,1.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.6,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,18.0,12.0,9.0,3.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Gary Neal,1.4666666666666666,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.5833333333333334,0.7536231884057971,1.153846153846154,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,1.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,40.0,56.0,52.0,180.0,3.0,0.0,0.0,22.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
George Hill,1.4285714285714286,1.5384615384615385,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.9767441860465116,0.5777777777777777,0.43902439024390244,0.64,1.1116751269035534,0.5,0.0,0.0,1.295774647887324,0.8571428571428571,0.0,2.0,2.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.25,0.8571428571428571,1.7999999999999998,0.0,0.0,0.0,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,4.0,0.0,0.0,0.0,14.0,0.0,0.0,42.0,26.0,18.0,64.0,219.0,3.0,0.0,0.0,92.0,6.0,0.0,6.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,20.0,6.0,9.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerald Green,1.5555555555555556,1.2,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.9142857142857143,0.7111111111111111,0.7254901960784313,0.8571428571428571,1.1322314049586777,0.0,0.0,0.0,0.8095238095238095,0.0,0.0,1.0,0.3333333333333333,0.75,2.0,3.0,0.0,0.0,0.0,0.0,2.0,1.7142857142857142,1.2380952380952381,0.9411764705882353,1.8333333333333335,0.0,0.0,0.0,1.2941176470588236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,6.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,32.0,32.0,74.0,174.0,411.0,0.0,0.0,0.0,34.0,0.0,0.0,4.0,2.0,18.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,12.0,26.0,16.0,33.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
