playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_09-12 Short Range,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Layup_18-23 Long Jumper,PPS_Layup_24-27 Three,PPS_Layup_28-34 Deep,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Post_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_24-27 Three,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_09-12 Short Range,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Layup_18-23 Long Jumper,Points_Layup_24-27 Three,Points_Layup_28-34 Deep,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Post_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_24-27 Three
Rasheed Wallace,1.2352941176470589,0.0,0.0,1.7714285714285714,0.0,0.0,1.1111111111111112,0.8721804511278195,0.6170212765957447,0.8275862068965517,0.8290598290598291,1.0833333333333333,1.5,0.0,0.0,0.9577464788732394,1.5,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,0.8780487804878049,0.851063829787234,1.0,0.0,0.0,0.0,0.0,1.5692307692307692,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,124.0,0.0,0.0,10.0,116.0,58.0,120.0,194.0,273.0,6.0,0.0,0.0,68.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,84.0,36.0,40.0,14.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Rasho Nesterovic,2.0,0.0,0.0,1.9259259259259258,0.0,0.0,0.0,0.5185185185185185,0.6976744186046512,0.6862745098039216,0.9047619047619048,0.0,0.0,0.0,0.0,1.293103448275862,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.5,1.0827067669172932,0.5384615384615384,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.2459016393442623,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,52.0,0.0,0.0,0.0,42.0,30.0,70.0,38.0,0.0,0.0,0.0,0.0,150.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,144.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
Ray Allen,1.7419354838709677,0.0,0.0,1.6153846153846154,0.0,0.0,0.2857142857142857,0.9866666666666667,0.8118811881188119,0.9651162790697675,0.9398907103825137,1.2911392405063291,1.2857142857142856,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,42.0,0.0,0.0,2.0,74.0,82.0,166.0,172.0,510.0,9.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reggie Miller,1.6666666666666667,2.0,0.0,2.0,0.0,0.0,0.0,0.42105263157894735,0.8333333333333334,1.046875,0.8398576512455516,1.1226993865030674,0.75,0.0,0.0,1.5263157894736843,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,10.0,2.0,0.0,12.0,0.0,0.0,0.0,8.0,30.0,134.0,236.0,366.0,6.0,0.0,0.0,116.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0
Richard Hamilton,1.6666666666666667,1.5,0.0,2.0,0.0,0.0,0.0,0.7772020725388601,0.7375,0.7661971830985915,0.8484848484848485,1.0909090909090908,0.0,0.0,0.0,1.03125,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.6666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,80.0,6.0,0.0,14.0,0.0,0.0,0.0,150.0,118.0,272.0,112.0,36.0,0.0,0.0,0.0,132.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0
Richard Jefferson,1.1733333333333333,0.0,0.0,1.8297872340425532,0.0,0.0,0.6666666666666666,0.8205128205128205,0.47619047619047616,0.7835051546391752,0.7323943661971831,0.8571428571428571,0.0,0.0,0.0,0.8602150537634409,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,86.0,0.0,0.0,2.0,32.0,10.0,76.0,104.0,24.0,0.0,0.0,0.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rick Brunson,1.5789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.8888888888888888,0.6486486486486487,1.5,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,24.0,9.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rick Fox,1.588235294117647,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.9,0.7567567567567568,0.7326732673267327,0.6865671641791045,0.9503105590062111,0.0,0.0,0.0,1.323943661971831,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,1.1764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,10.0,0.0,0.0,0.0,18.0,28.0,74.0,92.0,153.0,0.0,0.0,0.0,94.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricky Davis,1.5081967213114753,2.0,0.0,1.76,2.0,0.0,2.0,0.5641025641025641,0.7857142857142857,0.7935222672064778,0.8051948051948052,1.2000000000000002,3.0,0.0,0.0,1.0444444444444445,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,1.4210526315789473,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,92.0,2.0,0.0,88.0,2.0,0.0,2.0,22.0,44.0,196.0,124.0,30.0,3.0,0.0,0.0,94.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Robert Horry,1.368421052631579,0.0,0.0,1.8888888888888888,0.0,0.0,0.0,0.3076923076923077,0.38095238095238093,0.8085106382978723,0.6949152542372882,1.1911764705882353,0.5,0.0,0.0,0.918918918918919,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,34.0,0.0,0.0,0.0,4.0,8.0,38.0,82.0,162.0,3.0,0.0,0.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Pack,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.75,0.4,1.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,8.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Traylor,1.2,0.0,0.0,1.8333333333333333,0.0,0.0,0.0,0.4,0.15384615384615385,0.631578947368421,0.2,3.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9090909090909091,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,44.0,0.0,0.0,0.0,10.0,2.0,12.0,2.0,3.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rod Strickland,1.5185185185185186,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8405797101449275,0.7263681592039801,0.7403314917127072,0.9375,0.0,0.0,1.5,0.9743589743589743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,58.0,146.0,134.0,15.0,0.0,0.0,3.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodney Buford,1.3043478260869565,0.0,0.0,1.7333333333333334,0.0,0.0,0.0,0.6944444444444444,0.7111111111111111,0.8695652173913043,0.8027210884353742,0.7090909090909091,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.5714285714285714,1.0,2.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,26.0,0.0,0.0,0.0,50.0,32.0,100.0,118.0,39.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodney Rogers,1.75,0.0,0.0,1.7333333333333334,0.0,0.0,0.6666666666666666,0.6779661016949152,0.4375,1.0097087378640777,0.9734513274336283,1.108695652173913,0.0,0.0,0.0,0.9945945945945946,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.7777777777777777,1.5,2.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,26.0,0.0,0.0,2.0,40.0,14.0,104.0,110.0,204.0,0.0,0.0,0.0,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodney White,2.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.4,0.6666666666666666,0.6666666666666666,0.4,0.8571428571428571,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,8.0,4.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ron Mercer,1.368421052631579,0.0,0.0,1.4545454545454546,0.0,0.0,0.0,0.631578947368421,0.5581395348837209,0.8125,0.8032128514056225,0.9230769230769231,0.0,0.0,0.0,0.7578947368421053,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,16.0,0.0,0.0,0.0,24.0,24.0,208.0,200.0,48.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruben Boumtje-Boumtje,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruben Patterson,1.3902439024390243,1.0,0.0,1.8888888888888888,1.0,0.0,0.6666666666666666,0.3870967741935484,0.5,0.7272727272727273,0.45454545454545453,0.8571428571428571,1.0,0.0,0.0,1.158878504672897,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,114.0,2.0,0.0,102.0,2.0,0.0,2.0,24.0,8.0,24.0,30.0,18.0,3.0,0.0,0.0,248.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Rusty LaRue,1.25,2.0,0.0,2.0,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,0.7428571428571429,0.9333333333333333,1.2000000000000002,0.0,0.0,0.0,0.41379310344827586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,26.0,56.0,48.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Bowen,1.2,0.0,0.0,2.0,0.0,0.0,1.0,0.4,1.1428571428571428,0.5789473684210527,0.4,0.75,0.0,0.0,0.0,1.2179487179487178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,8.0,0.0,0.0,2.0,4.0,8.0,22.0,14.0,3.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Cassell,1.4857142857142858,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.9387755102040817,0.9543147208121827,0.9178082191780822,0.963963963963964,1.0,0.0,0.0,0.0,1.054054054054054,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,188.0,402.0,214.0,156.0,0.0,0.0,0.0,78.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Mitchell,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8235294117647058,1.0,1.0,0.8349514563106796,0.96,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,38.0,86.0,24.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Samaki Walker,1.5,0.0,0.0,1.7857142857142858,0.0,0.0,1.0,0.5555555555555556,0.7407407407407407,0.8266666666666667,0.9230769230769231,0.0,0.0,0.0,0.0,0.9428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.1282051282051282,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,100.0,0.0,0.0,2.0,30.0,20.0,62.0,12.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,44.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Samuel Dalembert,0.0,0.0,0.0,1.5714285714285714,0.0,0.0,0.0,0.2857142857142857,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scot Pollard,1.3333333333333333,2.0,0.0,1.794871794871795,0.0,0.0,0.0,0.5333333333333333,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,1.1764705882352942,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0461538461538462,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,2.0,0.0,70.0,0.0,0.0,0.0,24.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,144.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Scott Padgett,1.5,0.0,0.0,2.0,0.0,0.0,0.0,0.36363636363636365,0.7272727272727273,0.9444444444444444,0.8333333333333334,1.3043478260869565,0.0,0.0,0.0,1.046875,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,16.0,0.0,0.0,0.0,8.0,8.0,34.0,50.0,120.0,0.0,0.0,0.0,134.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scottie Pippen,1.0833333333333333,0.0,0.0,1.8461538461538463,0.0,0.0,1.3333333333333333,0.65,0.5806451612903226,0.8125,0.8121212121212121,0.8389830508474576,0.6000000000000001,0.0,0.0,1.0379746835443038,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,0.4,1.0,0.0,0.0,0.0,0.0,1.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,24.0,0.0,0.0,4.0,26.0,18.0,52.0,134.0,99.0,3.0,0.0,0.0,82.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Marks,0.0,0.0,0.0,1.6842105263157894,0.0,0.0,0.0,0.0,1.3333333333333333,0.5333333333333333,0.5833333333333334,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,8.0,8.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shammond Williams,1.8181818181818181,0.0,0.0,2.0,0.0,0.0,0.0,0.8235294117647058,0.4,1.04,0.5818181818181818,1.3157894736842104,2.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,4.0,26.0,32.0,75.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shandon Anderson,1.6923076923076923,0.0,0.0,1.6,0.0,0.0,0.0,0.9032258064516129,0.26666666666666666,1.0,0.6296296296296297,0.5094339622641509,0.0,0.0,0.0,0.9361702127659575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,8.0,0.0,0.0,0.0,28.0,4.0,24.0,68.0,27.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane Battier,1.7,0.0,0.0,1.875,0.0,0.0,0.2222222222222222,0.625,0.43333333333333335,0.8837209302325582,0.7252747252747253,1.1931818181818181,0.0,0.0,0.0,0.9027777777777778,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,34.0,0.0,0.0,60.0,0.0,0.0,2.0,50.0,26.0,152.0,132.0,210.0,0.0,0.0,0.0,130.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,10.0,2.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Shaquille ONeal,1.6216216216216217,0.0,0.0,1.9126637554585153,1.2,0.0,1.0,0.71,0.4631578947368421,0.125,0.0,0.0,0.0,0.0,0.0,1.1920529801324504,1.5555555555555556,0.0,0.0,0.0,0.0,0.0,1.25,1.043103448275862,0.972972972972973,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.2682926829268293,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,60.0,0.0,0.0,438.0,6.0,0.0,4.0,142.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,360.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,242.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Shareef Abdur-Rahim,1.8275862068965518,0.0,0.0,1.7959183673469388,0.0,0.0,1.0,0.6606334841628959,0.62,0.7006369426751592,0.7653061224489796,0.9333333333333333,0.0,0.0,0.0,0.7896995708154506,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.6,1.4725274725274726,1.7,1.5,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,176.0,0.0,0.0,6.0,146.0,62.0,110.0,150.0,42.0,0.0,0.0,0.0,184.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,134.0,34.0,6.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
