playername,PPS_Cut_00-02 At Rim,PPS_Cut_03-08 Near Rim,PPS_Cut_09-12 Short Range,PPS_Cut_13-17 Mid Range,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Drive_24-27 Three,PPS_Drive_28-34 Deep,PPS_Drive_35-46 Near Half,PPS_Drive_47-94 Backcourt,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_09-12 Short Range,PPS_Dunk_13-17 Mid Range,PPS_Dunk_18-23 Long Jumper,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Layup_18-23 Long Jumper,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Pullup_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_18-23 Long Jumper,Points_Cut_00-02 At Rim,Points_Cut_03-08 Near Rim,Points_Cut_09-12 Short Range,Points_Cut_13-17 Mid Range,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Drive_24-27 Three,Points_Drive_28-34 Deep,Points_Drive_35-46 Near Half,Points_Drive_47-94 Backcourt,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_09-12 Short Range,Points_Dunk_13-17 Mid Range,Points_Dunk_18-23 Long Jumper,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Layup_18-23 Long Jumper,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Pullup_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_18-23 Long Jumper
Jason Terry,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,0.7777777777777778,0.9473684210526315,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,42.0,54.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jawun Evans,1.0,0.0,0.0,0.0,0.972972972972973,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.5454545454545454,0.4,0.4117647058823529,1.0285714285714285,0.0,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2307692307692308,0.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,36.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,14.0,36.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Jaylen Brown,1.7419354838709677,0.8,0.0,0.0,1.1382113821138211,0.5531914893617021,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.75,0.7692307692307693,0.8099173553719008,1.0958083832335328,1.125,0.0,0.0,1.1529411764705881,0.25,0.0,0.0,0.0,1.3333333333333333,1.0769230769230769,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7692307692307693,0.6666666666666666,1.875,1.5,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,54.0,4.0,0.0,0.0,140.0,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,14.0,12.0,20.0,98.0,183.0,9.0,0.0,0.0,98.0,4.0,0.0,0.0,0.0,4.0,14.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,14.0,30.0,3.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
Jaylen Morris,0.0,0.0,0.0,0.0,0.75,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,1.5,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Jayson Tatum,1.2307692307692308,2.0,0.0,0.0,1.3194444444444444,0.42857142857142855,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.7037037037037037,2.0,0.0,0.0,0.0,1.0,0.5,0.7058823529411765,0.9565217391304348,0.9484536082474226,1.2108433734939759,0.0,0.0,0.0,0.8421052631578947,0.5454545454545454,0.0,0.0,0.0,0.0,0.6666666666666666,0.8,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.9302325581395349,1.0508474576271187,1.2000000000000002,0.0,0.0,0.0,1.4782608695652173,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,190.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,0.0,0.0,0.0,2.0,4.0,12.0,44.0,92.0,201.0,0.0,0.0,0.0,48.0,6.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,62.0,18.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0
Jeff Green,1.6842105263157894,0.0,0.0,0.0,1.4333333333333333,0.6451612903225806,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,1.25,0.15384615384615385,0.16666666666666666,0.6,0.6021505376344086,1.0689655172413794,0.0,0.0,0.0,1.0980392156862746,0.8,0.0,0.0,0.0,0.8333333333333334,1.1724137931034482,0.7,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.25,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,86.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,18.0,56.0,93.0,0.0,0.0,0.0,56.0,8.0,0.0,0.0,0.0,10.0,34.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,9.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0
Jeff Teague,2.0,2.0,0.0,0.0,1.2857142857142858,0.9315068493150684,0.9411764705882353,0.75,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,1.3333333333333333,0.7246376811594203,0.6764705882352942,0.9130434782608695,0.8181818181818182,1.0526315789473684,1.0,0.0,0.0,1.1794871794871795,0.7058823529411765,0.0,0.0,0.0,0.0,0.6666666666666666,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.3333333333333333,0.875,0.8571428571428571,1.2692307692307692,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,144.0,68.0,32.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,4.0,50.0,46.0,42.0,36.0,180.0,6.0,0.0,0.0,46.0,12.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,14.0,12.0,33.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Jeff Withey,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Jerami Grant,1.6129032258064515,2.0,0.0,2.0,1.3714285714285714,0.7058823529411765,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.7575757575757576,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.4,0.6349206349206349,0.9375,0.0,0.0,0.0,1.0869565217391304,0.2222222222222222,0.0,0.0,0.0,0.8571428571428571,0.6153846153846154,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.2444444444444445,0.0,0.0,0.0,0.0,100.0,10.0,0.0,2.0,96.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,40.0,45.0,0.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0
Jeremy Evans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Jeremy Lamb,2.0,1.3333333333333333,0.0,0.0,1.121212121212121,1.04,0.6666666666666666,0.8,2.0,0.0,0.0,0.0,0.0,1.5555555555555556,0.0,0.0,0.0,0.0,1.0,0.7692307692307693,1.1636363636363636,0.821917808219178,0.7380952380952381,1.173913043478261,0.7826086956521738,0.0,0.0,1.2653061224489797,0.35294117647058826,0.0,0.0,0.0,2.0,1.3333333333333333,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.8108108108108109,0.9473684210526315,0.5625,3.0,0.0,0.0,1.1764705882352942,0.0,0.0,0.0,0.0,42.0,4.0,0.0,0.0,74.0,52.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0,40.0,64.0,60.0,62.0,189.0,18.0,0.0,0.0,62.0,6.0,0.0,0.0,0.0,2.0,4.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,30.0,36.0,9.0,3.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
Jeremy Lin,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerian Grant,2.0,0.0,0.0,0.0,1.3,0.6,0.8571428571428571,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.375,0.5714285714285714,0.782608695652174,0.9552238805970149,1.0285714285714285,0.6000000000000001,0.0,0.0,1.1891891891891893,0.8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.8235294117647058,0.9230769230769231,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,78.0,12.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,12.0,36.0,64.0,144.0,3.0,0.0,0.0,44.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,14.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerryd Bayless,1.25,2.0,0.0,0.0,1.1666666666666667,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.8571428571428571,0.7692307692307693,0.90625,0.0,0.0,0.0,1.4666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1.0,2.142857142857143,0.0,0.0,0.0,1.75,2.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,14.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,40.0,87.0,0.0,0.0,0.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,15.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0
Jimmy Butler,1.8,2.0,0.0,0.0,1.1047619047619048,0.851063829787234,1.4,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.8636363636363636,0.7083333333333334,0.6216216216216216,0.7766990291262136,0.9743589743589745,0.42857142857142855,0.0,0.0,1.2608695652173914,0.7692307692307693,2.0,0.0,0.0,0.0,1.1666666666666667,1.2727272727272727,0.8148148148148148,0.4,0.0,0.0,0.0,2.0,1.7777777777777777,1.1851851851851851,1.1111111111111112,0.5806451612903226,1.3333333333333333,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,36.0,2.0,0.0,0.0,116.0,40.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,4.0,38.0,34.0,46.0,80.0,114.0,3.0,0.0,0.0,58.0,10.0,2.0,0.0,0.0,0.0,28.0,28.0,22.0,2.0,0.0,0.0,0.0,4.0,16.0,32.0,50.0,18.0,36.0,0.0,0.0,0.0,54.0,2.0,0.0,0.0,0.0
Joakim Noah,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Jodie Meeks,1.1111111111111112,0.0,0.0,0.0,1.6470588235294117,1.1818181818181819,0.46153846153846156,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.75,0.7,0.5882352941176471,0.9847328244274809,0.30000000000000004,0.0,0.0,1.4444444444444444,0.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,1.0,1.4516129032258065,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,28.0,26.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,14.0,30.0,129.0,3.0,0.0,0.0,26.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,45.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Joe Harris,1.6521739130434783,1.0,0.0,0.0,1.4588235294117646,0.7567567567567568,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,1.0,0.4,0.6588235294117647,1.3399209486166006,0.0,0.0,0.0,1.3157894736842106,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.3333333333333333,1.0,0.5,1.736842105263158,0.0,0.0,0.0,1.0769230769230769,0.0,0.0,0.0,0.0,38.0,4.0,0.0,0.0,124.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,56.0,339.0,0.0,0.0,0.0,50.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,8.0,2.0,33.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
Joe Ingles,1.8,0.0,0.0,0.0,1.368421052631579,0.7142857142857143,1.1111111111111112,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.8235294117647058,0.6666666666666666,0.4,0.9795918367346939,1.2560553633217992,0.25,0.0,0.0,1.1111111111111112,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9333333333333333,1.56,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,104.0,30.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,14.0,10.0,6.0,144.0,363.0,3.0,0.0,0.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,39.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0
Joe Johnson,0.0,0.0,0.0,0.0,1.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.8571428571428571,0.7272727272727273,0.6027397260273972,0.8023255813953487,1.7999999999999998,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9523809523809523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,18.0,24.0,44.0,69.0,9.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,28.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Joe Young,2.0,0.0,0.0,0.0,1.0714285714285714,1.2,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3333333333333333,0.7368421052631579,1.2162162162162162,1.125,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2,1.0,0.9090909090909091,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,30.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,14.0,45.0,9.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,12.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Bolomboy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Embiid,2.0,0.0,0.0,0.0,1.4202898550724639,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.945945945945946,0.0,0.0,0.0,0.0,0.6666666666666666,0.5333333333333333,0.9024390243902439,0.765625,0.7666666666666667,0.8888888888888888,1.5,0.0,0.0,1.3448275862068966,0.358974358974359,0.0,0.0,0.0,1.3333333333333333,1.0909090909090908,0.96,1.125,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0588235294117647,0.7142857142857143,1.0,0.0,0.0,0.0,1.2452830188679245,2.0,0.0,2.0,0.0,40.0,0.0,0.0,0.0,98.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,2.0,24.0,74.0,98.0,46.0,168.0,15.0,0.0,0.0,156.0,14.0,0.0,0.0,0.0,16.0,72.0,48.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,10.0,3.0,0.0,0.0,0.0,66.0,2.0,0.0,2.0,0.0
Joffrey Lauvergne,1.7647058823529411,2.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,1.0,1.5,0.5714285714285714,0.0,0.0,0.0,0.0,0.8181818181818182,0.3333333333333333,0.0,0.0,0.0,2.0,0.6363636363636364,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3529411764705883,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,8.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0
John Collins,1.7142857142857142,0.8333333333333334,0.0,0.0,1.25,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6734693877551021,1.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.5454545454545454,0.7777777777777778,0.7878787878787878,0.6521739130434783,1.5,0.0,0.0,0.0,1.2307692307692308,0.896551724137931,0.0,0.0,0.0,1.0,1.0,1.2,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.456140350877193,0.0,2.0,0.0,0.0,108.0,10.0,0.0,0.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,4.0,0.0,0.0,0.0,2.0,6.0,14.0,26.0,30.0,9.0,0.0,0.0,0.0,80.0,26.0,0.0,0.0,0.0,2.0,8.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,166.0,0.0,2.0,0.0,0.0
