playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_09-12 Short Range,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Layup_18-23 Long Jumper,PPS_Layup_24-27 Three,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_24-27 Three,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_09-12 Short Range,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Layup_18-23 Long Jumper,Points_Layup_24-27 Three,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_24-27 Three,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three
Bobby Phills,1.2839506172839505,0.0,0.0,0.0,0.0,1.8333333333333333,0.0,0.0,0.0,0.7547169811320755,0.6382978723404256,0.8173913043478261,0.7960526315789473,1.1111111111111112,0.0,0.0,0.0,0.6506024096385542,0.0,0.0,0.0,0.0,0.0,0.0,1.0526315789473684,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,40.0,30.0,94.0,242.0,30.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Brent Barry,1.7333333333333334,0.0,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.0,0.96,0.631578947368421,0.9302325581395349,0.7857142857142857,0.8181818181818181,1.5,0.0,0.0,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,24.0,12.0,40.0,110.0,45.0,6.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Brent Scott,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Szabo,1.6,0.0,0.0,0.0,0.0,1.8888888888888888,0.0,0.0,0.0,1.1428571428571428,0.9411764705882353,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.22641509433962265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,8.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Brian Evans,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Grant,1.6666666666666667,0.0,0.0,0.0,0.0,1.8571428571428572,0.0,0.0,0.0,0.8,0.56,0.8372093023255814,0.2857142857142857,0.0,0.0,0.0,0.0,0.7796610169491526,2.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,32.0,14.0,36.0,2.0,0.0,0.0,0.0,0.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Brian Shaw,1.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.7142857142857143,0.55,0.6382978723404256,0.6666666666666666,0.9473684210526315,0.0,0.0,0.0,0.7526881720430108,0.0,0.0,0.0,0.0,0.0,2.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,50.0,22.0,30.0,102.0,54.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brooks Thompson,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.9473684210526315,0.9152542372881356,0.7262569832402235,1.4021739130434783,1.5,0.0,0.0,0.43478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,18.0,54.0,130.0,129.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryant Reeves,1.8461538461538463,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0057142857142858,0.7135135135135136,0.8944723618090452,0.4117647058823529,3.0,0.0,0.0,0.0,0.9219858156028369,0.0,0.0,0.0,0.0,0.0,0.5,1.36,0.0,0.0,0.0,1.3333333333333333,0.0,2.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,176.0,132.0,178.0,14.0,3.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,0.0,0.0,0.0,56.0,0.0,2.0,0.0,0.0
Bryant Stith,1.5135135135135136,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.25,0.6909090909090909,1.1320754716981132,0.7032967032967034,0.8325358851674641,0.9512195121951219,0.0,0.0,0.0,0.7010309278350515,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,38.0,60.0,64.0,174.0,39.0,0.0,0.0,0.0,68.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Bryon Russell,1.375,0.0,0.0,0.0,0.0,1.9428571428571428,0.0,0.0,0.0,0.8888888888888888,0.64,0.65,0.8085106382978723,1.1428571428571428,1.5,0.0,0.0,1.1097560975609757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,16.0,16.0,26.0,190.0,72.0,3.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Buck Williams,1.7391304347826086,0.0,0.0,0.0,0.0,1.826086956521739,0.0,0.0,0.0,0.3684210526315789,0.7692307692307693,0.782608695652174,1.1428571428571428,0.0,0.0,0.0,0.0,0.9673202614379085,0.6666666666666666,0.0,0.0,0.0,0.0,1.3333333333333333,1.7241379310344827,1.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,14.0,10.0,18.0,8.0,0.0,0.0,0.0,0.0,148.0,2.0,0.0,0.0,0.0,0.0,4.0,50.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Byron Scott,1.7692307692307692,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.6666666666666666,1.5,0.8888888888888888,0.6,0.8059701492537313,1.168831168831169,0.0,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,6.0,16.0,42.0,108.0,90.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calbert Cheaney,1.8709677419354838,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.9397590361445783,0.8365384615384616,0.9108910891089109,0.6666666666666666,0.0,0.0,0.0,0.8235294117647058,1.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1.8181818181818181,2.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,2.0,62.0,78.0,174.0,92.0,6.0,0.0,0.0,0.0,126.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0
Carl Herrera,1.2,0.0,0.0,0.0,0.0,1.5675675675675675,0.0,0.0,0.0,0.5,0.8307692307692308,0.8854961832061069,0.9565217391304348,1.0,0.0,0.0,0.0,0.7142857142857143,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.1555555555555554,1.25,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,32.0,54.0,116.0,22.0,3.0,0.0,0.0,0.0,130.0,4.0,0.0,0.0,0.0,0.0,10.0,52.0,10.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Carlos Rogers,1.5384615384615385,0.0,0.0,0.0,0.0,1.7692307692307692,0.0,0.0,0.5,0.7894736842105263,0.5161290322580645,0.6956521739130435,0.6923076923076923,0.75,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,2.0,30.0,16.0,16.0,54.0,6.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
Cedric Ceballos,1.5135135135135136,0.0,0.0,0.0,0.0,1.8918918918918919,0.0,0.0,0.0,0.7272727272727273,0.8333333333333334,0.7397260273972602,0.49122807017543857,1.125,0.0,0.0,0.0,0.9923664122137404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,24.0,20.0,54.0,56.0,18.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Charles Barkley,1.8095238095238095,0.0,0.0,0.0,0.0,1.9111111111111112,0.0,0.0,2.0,0.7540983606557377,0.7659574468085106,0.8780487804878049,0.6193548387096774,0.8035714285714286,0.0,1.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6956521739130435,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,2.0,46.0,36.0,36.0,96.0,45.0,0.0,6.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
Charles Jones,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Oakley,1.8181818181818181,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.375,0.9090909090909091,0.8173076923076923,0.9855072463768116,0.8999999999999999,0.0,0.0,0.0,1.050420168067227,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5483870967741935,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,30.0,170.0,136.0,9.0,0.0,0.0,0.0,250.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
Charles Smith,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.8888888888888888,0.9090909090909091,0.3,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,8.0,30.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Ward,1.7454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.8,0.6666666666666666,0.7850467289719626,0.7826086956521738,0.0,0.0,0.0,0.4935064935064935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,6.0,84.0,36.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cherokee Parks,2.0,0.0,0.0,0.0,0.0,1.9166666666666667,0.0,0.0,0.0,0.4444444444444444,0.7058823529411765,0.8636363636363636,0.9,0.0,0.0,0.0,0.0,0.9508196721311475,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,4.0,12.0,38.0,18.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Chris Carr,1.8823529411764706,0.0,0.0,0.0,0.0,1.8571428571428572,0.0,0.0,0.0,1.3,0.8947368421052632,0.6046511627906976,0.7894736842105263,0.6000000000000001,0.0,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,34.0,26.0,60.0,9.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Chris Childs,1.7543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.7,0.7446808510638298,0.9146341463414634,1.0161290322580645,0.5,0.0,0.0,0.3373493975903614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,70.0,150.0,63.0,3.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Dudley,2.0,0.0,0.0,0.0,0.0,1.7419354838709677,0.0,2.0,0.0,0.5,0.6086956521739131,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.7945205479452054,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.9473684210526315,1.5,0.0,0.0,0.8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,54.0,0.0,2.0,0.0,24.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,4.0,36.0,6.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0
Chris Gatling,1.8297872340425532,1.3333333333333333,0.0,0.0,0.0,1.8974358974358974,0.0,0.0,0.0,0.8387096774193549,0.7901234567901234,0.7843137254901961,1.0909090909090908,0.0,0.0,0.0,0.0,1.0512820512820513,0.0,0.0,0.0,0.0,0.0,2.0,0.9,0.5454545454545454,2.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,86.0,8.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,52.0,64.0,80.0,24.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,2.0,72.0,6.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0
Chris Mills,1.4054054054054055,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7407407407407407,0.8620689655172413,0.8571428571428571,0.8214285714285714,1.1052631578947367,0.0,0.0,0.0,0.8181818181818182,2.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,40.0,50.0,168.0,230.0,42.0,0.0,0.0,0.0,108.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
Chris Morris,1.7142857142857142,0.0,0.0,0.0,0.0,1.8823529411764706,0.0,0.0,2.0,0.0,0.6666666666666666,0.8125,0.625,0.7826086956521738,0.0,0.0,0.0,0.9714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,4.0,0.0,6.0,26.0,70.0,18.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Chris Mullin,1.7857142857142858,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.75,1.3333333333333333,1.011111111111111,0.9539473684210527,1.1860465116279069,0.0,0.0,0.0,1.3461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,24.0,182.0,290.0,51.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Chris Robinson,2.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,2.0,1.0,0.8,0.3448275862068966,0.7692307692307693,0.9130434782608696,0.0,0.0,0.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,4.0,10.0,70.0,21.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Webber,1.8666666666666667,0.0,0.0,0.0,0.0,1.9328859060402686,0.0,0.0,0.0,0.5287356321839081,0.5423728813559322,0.7386363636363636,0.8867924528301887,1.0169491525423728,0.0,0.0,0.0,0.7515923566878981,0.0,0.0,0.0,0.0,0.0,1.0,1.5492957746478873,1.4545454545454546,0.0,0.0,1.3793103448275863,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,46.0,32.0,130.0,94.0,60.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,8.0,110.0,16.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0
Chris Whitney,1.8709677419354838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8888888888888888,0.5853658536585366,0.723404255319149,1.2258064516129032,0.0,0.0,0.0,0.6486486486486487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,24.0,68.0,114.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Christian Laettner,1.803921568627451,2.0,0.0,0.0,0.0,1.9090909090909092,0.0,0.0,1.0,0.8888888888888888,0.7115384615384616,0.929368029739777,0.8759124087591241,1.2272727272727273,0.0,0.0,0.0,0.9441340782122905,1.0,0.0,0.0,0.0,0.0,2.0,1.4444444444444444,0.0,0.0,0.0,1.0769230769230769,0.0,0.0,0.0,0.0,92.0,2.0,0.0,0.0,0.0,42.0,0.0,0.0,4.0,80.0,74.0,250.0,120.0,27.0,0.0,0.0,0.0,338.0,6.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0
Chucky Brown,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,1.0666666666666667,0.7619047619047619,0.3333333333333333,0.0,0.0,0.0,0.0,1.1627906976744187,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,2.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,6.0,16.0,32.0,4.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Clar. Weatherspoon,1.565217391304348,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.8571428571428571,0.6842105263157895,0.8699551569506726,1.0612244897959184,1.0,0.0,0.0,0.0,0.7639484978540773,0.0,0.0,0.0,0.0,0.0,2.0,1.5714285714285714,0.0,0.0,0.0,1.4545454545454546,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,2.0,78.0,52.0,194.0,52.0,3.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
Clifford Robinson,1.6363636363636365,2.0,0.0,0.0,0.0,1.8125,0.0,0.0,1.4,0.5925925925925926,0.6902654867256637,0.8888888888888888,0.8223684210526315,0.75,0.42857142857142855,0.0,0.0,0.8905109489051095,0.0,0.0,0.0,0.0,0.0,1.0,1.3888888888888888,1.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,72.0,2.0,0.0,0.0,0.0,58.0,0.0,0.0,14.0,80.0,78.0,104.0,250.0,57.0,3.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,4.0,50.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Clifford Rozier,1.7142857142857142,0.0,0.0,0.0,0.0,1.5,0.0,0.0,2.0,0.6666666666666666,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5263157894736842,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,2.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Clyde Drexler,1.3818181818181818,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2857142857142857,0.7272727272727273,0.56,0.7894736842105263,0.7365269461077845,1.1111111111111112,0.0,0.0,0.0,0.9560439560439561,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,152.0,2.0,0.0,0.0,0.0,36.0,0.0,0.0,2.0,24.0,14.0,90.0,246.0,60.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Corie Blount,1.5,0.0,0.0,0.0,0.0,1.7837837837837838,0.0,0.0,0.0,0.46153846153846156,0.6666666666666666,0.7058823529411765,0.6666666666666666,0.0,0.0,0.0,0.0,0.8695652173913043,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,6.0,8.0,12.0,6.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Corliss Williamson,1.4722222222222223,0.0,0.0,0.0,0.0,1.7435897435897436,0.0,0.0,1.0,1.0,0.4657534246575342,0.6846846846846847,0.6923076923076923,0.0,0.0,0.0,0.0,1.070539419087137,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,2.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,2.0,128.0,34.0,76.0,18.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,4.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
Cory Alexander,1.44,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.9333333333333333,0.5581395348837209,0.7844827586206896,1.2608695652173911,0.0,0.0,0.0,0.6265060240963856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,18.0,14.0,24.0,182.0,87.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
