playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_09-12 Short Range,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Layup_18-23 Long Jumper,PPS_Layup_24-27 Three,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_24-27 Three,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_09-12 Short Range,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Layup_18-23 Long Jumper,Points_Layup_24-27 Three,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_24-27 Three,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three
Eric Montross,1.6,0.0,0.0,0.0,0.0,1.7647058823529411,0.0,0.0,0.0,0.7857142857142857,0.7,0.3870967741935484,1.0,0.0,0.0,0.0,0.0,0.8536585365853658,0.0,0.0,0.0,0.0,0.0,1.25,0.9315068493150684,0.3076923076923077,0.0,0.0,1.0204081632653061,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,22.0,14.0,12.0,2.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,10.0,68.0,4.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
Eric Piatkowski,1.84,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.8235294117647058,0.5,0.6470588235294118,0.9333333333333333,1.0,2.0,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,14.0,8.0,22.0,84.0,45.0,6.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Eric Snow,1.25,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.6666666666666666,0.9090909090909091,0.9655172413793104,0.7647058823529411,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,10.0,10.0,28.0,26.0,6.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Williams,1.7297297297297298,1.0,0.0,0.0,0.0,1.8888888888888888,0.0,0.0,0.0,0.9423076923076923,0.9696969696969697,0.9876543209876543,0.7,0.0,1.5,0.0,0.0,0.7053364269141531,0.0,0.0,0.0,0.0,0.0,2.0,1.4285714285714286,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,128.0,2.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,98.0,64.0,80.0,14.0,0.0,3.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Erick Dampier,2.0,0.0,0.0,0.0,0.0,1.8709677419354838,0.0,0.0,0.0,0.36923076923076925,0.6486486486486487,0.5714285714285714,0.0,3.0,0.0,0.0,0.0,0.5945945945945946,0.0,0.0,0.0,0.0,0.0,1.0,1.4166666666666667,0.0,0.0,0.0,1.125,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,3.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
Erick Strickland,1.4054054054054055,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8888888888888888,0.9166666666666666,0.5531914893617021,0.6292134831460674,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,22.0,26.0,56.0,18.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ervin Johnson,1.5,0.0,0.0,0.0,0.0,1.894736842105263,0.0,0.0,2.0,1.0,0.7567567567567568,0.6296296296296297,0.5263157894736842,0.0,0.0,0.0,0.0,0.9879518072289156,0.0,0.0,0.0,0.0,0.0,1.0,0.9375,2.0,0.0,0.0,1.0689655172413792,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,2.0,30.0,28.0,34.0,10.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,4.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0
Felton Spencer,1.7142857142857142,0.0,0.0,0.0,0.0,1.8333333333333333,0.0,0.0,0.0,0.7547169811320755,0.8484848484848485,0.8,2.0,0.0,0.0,0.0,0.0,0.9105691056910569,0.0,0.0,0.0,0.0,0.0,1.6,1.8461538461538463,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,40.0,28.0,12.0,2.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
Frankie King,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fred Hoiberg,1.4666666666666666,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.5714285714285714,0.5714285714285714,0.8064516129032258,1.0588235294117647,0.0,0.0,0.0,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,4.0,8.0,50.0,18.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Payton,1.6721311475409837,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6086956521739131,0.738255033557047,0.8611111111111112,0.717948717948718,0.6802325581395349,0.9375,0.0,0.0,0.0,0.8793103448275862,0.5714285714285714,0.0,0.0,0.0,0.0,0.6666666666666666,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,110.0,62.0,84.0,234.0,75.0,0.0,0.0,0.0,306.0,4.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Gary Trent,1.4883720930232558,0.0,0.0,0.0,0.0,1.8775510204081634,0.0,0.0,1.1111111111111112,0.9105691056910569,0.8,0.6753246753246753,0.9090909090909091,0.0,0.0,0.0,0.0,1.2118226600985222,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.9473684210526315,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,10.0,112.0,64.0,52.0,40.0,0.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
George Zidek,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.2307692307692308,1.1428571428571428,0.0,0.0,0.0,0.0,0.358974358974359,0.0,0.0,0.0,0.0,0.0,1.0,1.2380952380952381,1.6,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,16.0,24.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Gerald Wilkins,1.4754098360655739,1.0,0.0,0.0,0.0,1.875,0.0,0.0,1.0,0.8148148148148148,0.8732394366197183,0.6753246753246753,0.704225352112676,0.8333333333333334,0.0,0.0,0.0,0.7837837837837838,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,2.0,0.0,0.0,0.0,60.0,0.0,0.0,2.0,88.0,62.0,52.0,150.0,30.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gheorghe Muresan,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5714285714285714,1.1311475409836065,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.8843537414965986,1.0,0.0,0.0,0.0,0.0,1.7777777777777777,1.5833333333333333,1.8181818181818181,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,4.0,138.0,54.0,10.0,0.0,0.0,0.0,0.0,0.0,130.0,4.0,0.0,0.0,0.0,0.0,16.0,152.0,20.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
Glen Rice,1.8444444444444446,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.03773584905660377,0.8059701492537313,1.0377358490566038,0.8333333333333334,1.1275167785234899,1.3516483516483517,0.0,0.0,0.0,0.5470085470085471,0.0,0.0,0.0,0.0,0.0,2.0,1.6666666666666667,0.0,0.0,0.0,1.2727272727272727,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,2.0,54.0,110.0,190.0,504.0,123.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
Glenn Robinson,1.7142857142857142,0.0,0.0,0.0,0.0,1.7435897435897436,0.0,0.0,0.0,0.8472222222222222,0.959349593495935,0.9351230425055929,0.8837209302325582,1.1379310344827585,0.0,0.0,0.0,0.831275720164609,0.0,2.0,0.0,0.0,0.0,1.3333333333333333,0.8,0.0,0.0,0.0,1.2307692307692308,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,122.0,236.0,418.0,152.0,99.0,0.0,0.0,0.0,202.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
Grant Hill,1.8011049723756907,0.0,2.0,0.0,0.0,1.7647058823529411,0.0,0.0,1.0,0.75,0.8426966292134831,0.8913043478260869,0.8928571428571429,0.75,1.5,0.0,0.0,0.6355140186915887,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,326.0,0.0,2.0,0.0,0.0,90.0,0.0,0.0,2.0,90.0,150.0,328.0,100.0,9.0,3.0,0.0,0.0,136.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
Grant Long,1.4545454545454546,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3076923076923077,0.7,0.7037037037037037,0.8333333333333334,0.75,0.0,0.0,0.0,0.8493150684931506,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.0,0.0,0.0,1.2727272727272727,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,4.0,14.0,38.0,40.0,12.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
Greg Anderson,1.1111111111111112,0.0,0.0,0.0,0.0,1.6,0.0,0.0,2.0,0.7058823529411765,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.9690721649484536,0.0,0.0,0.0,0.0,0.0,1.6,1.0,0.0,0.0,0.0,1.0666666666666667,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0
Greg Anthony,1.2352941176470589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.7692307692307693,0.5333333333333333,0.7291666666666666,1.12987012987013,0.0,0.0,0.0,0.6956521739130435,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,32.0,140.0,87.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Dreiling,2.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.6,0.5714285714285714,0.9473684210526315,0.0,3.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,8.0,18.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Greg Foster,1.6666666666666667,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8421052631578947,1.0666666666666667,0.8307692307692308,0.9259259259259259,3.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,2.0,0.8,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,16.0,54.0,50.0,3.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Greg Graham,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.7272727272727273,0.625,0.75,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,8.0,20.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Ostertag,2.0,0.0,0.0,0.0,0.0,1.935483870967742,0.0,0.0,0.0,0.7647058823529411,0.5,0.5263157894736842,0.5714285714285714,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.2,0.0,0.0,0.9795918367346939,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,26.0,14.0,10.0,4.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,6.0,0.0,0.0,48.0,2.0,0.0,0.0,0.0
Hakeem Olajuwon,1.7647058823529411,0.0,0.0,0.0,0.0,1.72,0.0,0.0,1.0,0.8484848484848485,0.958904109589041,0.8680351906158358,0.5660377358490566,1.5,0.0,0.0,0.0,1.0168350168350169,2.0,0.0,0.0,0.0,0.0,1.2,1.3262032085561497,0.4,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,4.0,168.0,210.0,296.0,30.0,3.0,0.0,0.0,0.0,302.0,2.0,0.0,0.0,0.0,0.0,6.0,248.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Harvey Grant,1.8333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.6666666666666666,0.7166666666666667,1.3125,0.0,0.0,0.0,0.6530612244897959,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,2.0,40.0,86.0,42.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Henry James,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,1.7777777777777777,0.6274509803921569,0.8661417322834646,1.1904761904761905,0.0,3.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,32.0,110.0,75.0,0.0,3.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Herb Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.4444444444444444,0.625,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hersey Hawkins,1.6486486486486487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.7111111111111111,0.6842105263157895,0.6129032258064516,0.8072289156626506,1.375,0.0,0.0,0.0,1.129251700680272,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,32.0,26.0,38.0,268.0,99.0,0.0,0.0,0.0,166.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Horace Grant,1.8,0.0,0.0,0.0,0.0,1.878787878787879,0.0,0.0,0.0,0.8181818181818182,0.9230769230769231,0.852017937219731,0.88,0.0,0.0,0.0,0.0,1.175,0.0,0.0,0.0,0.0,0.0,2.0,1.1111111111111112,2.0,0.0,0.0,1.0454545454545454,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,18.0,24.0,190.0,132.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,8.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0
Hot Rod Williams,1.3333333333333333,0.0,0.0,0.0,0.0,1.962962962962963,0.0,0.0,0.0,0.75,0.35294117647058826,0.6923076923076923,0.6153846153846154,0.0,0.0,0.0,0.0,0.9308176100628931,0.0,0.0,0.0,0.0,0.0,1.0,1.4285714285714286,0.0,0.0,0.0,0.9032258064516129,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,12.0,6.0,72.0,8.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0
Howard Eisley,1.5897435897435896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.7142857142857143,0.7083333333333334,0.6966292134831461,0.7058823529411764,0.0,0.0,0.0,1.095890410958904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,34.0,62.0,12.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ike Austin,1.5384615384615385,0.0,0.0,0.0,0.0,1.8611111111111112,0.0,2.0,2.0,0.7175572519083969,0.7407407407407407,0.8349514563106796,0.75,0.0,0.0,0.0,0.0,1.027027027027027,0.0,0.0,0.0,0.0,0.0,2.0,1.263157894736842,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,134.0,0.0,2.0,4.0,94.0,60.0,86.0,12.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
Isaiah Rider,1.35,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8,0.8539325842696629,0.9343065693430657,0.7773584905660378,1.0212765957446808,0.0,3.0,0.0,1.0162162162162163,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,2.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,96.0,76.0,128.0,206.0,48.0,0.0,3.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Ivano Newbill,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.8928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
Jack Haley,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Jalen Rose,1.9285714285714286,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9743589743589743,0.6530612244897959,0.8450704225352113,0.6461538461538462,0.7894736842105263,0.6000000000000001,0.0,3.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,54.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,38.0,32.0,60.0,42.0,15.0,3.0,0.0,3.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Jamal Mashburn,1.2542372881355932,1.0,0.0,0.0,0.0,1.5384615384615385,0.0,0.0,0.5,0.6216216216216216,0.5806451612903226,0.8043478260869565,0.7325102880658436,0.75,0.0,0.0,0.0,0.7894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,74.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,46.0,36.0,74.0,178.0,48.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
James Robinson,1.6,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,1.0434782608695652,0.3,0.6857142857142857,0.7798165137614679,1.3150684931506849,0.6000000000000001,0.0,0.0,0.4727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,24.0,6.0,24.0,170.0,96.0,3.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Scott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamie Feick,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.32,0.5263157894736842,1.0,0.0,0.0,0.0,0.5507246376811594,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,2.0,8.0,10.0,3.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
