playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Post_47-94 Backcourt,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Post_47-94 Backcourt,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep
Sasha Vujacic,1.625,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.8994708994708994,1.2324324324324325,3.0,0.0,0.0,1.0256410256410255,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,32.0,170.0,228.0,12.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Williams,1.6666666666666667,0.0,0.0,0.0,0.0,1.4761904761904763,0.0,0.0,0.7027027027027027,1.1578947368421053,1.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.9014084507042254,2.0,0.0,0.8333333333333334,0.75,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3454545454545455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,26.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,64.0,2.0,0.0,20.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian Telfair,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.5925925925925926,0.8045977011494253,0.7913669064748201,0.88,0.0,0.0,0.0,0.5063291139240507,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,102.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,70.0,110.0,66.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0
Sergio Rodriguez,1.2307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.75,0.5,0.5660377358490566,0.84375,1.5,0.0,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,6.0,30.0,27.0,9.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Shane Battier,1.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.8,0.967741935483871,0.8470588235294118,1.0909090909090908,0.6000000000000001,0.0,0.0,1.0746268656716418,0.0,0.0,1.3333333333333333,1.0588235294117647,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,30.0,144.0,228.0,6.0,0.0,0.0,72.0,0.0,0.0,28.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shannon Brown,1.5714285714285714,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5714285714285714,0.5,0.36363636363636365,0.5128205128205128,1.2000000000000002,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,4.0,20.0,18.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Shaquille ONeal,2.0,0.0,0.0,0.0,0.0,1.9268292682926829,0.0,2.0,0.8172043010752689,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2429378531073447,2.0,1.5,0.9508196721311475,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,158.0,0.0,6.0,76.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,2.0,6.0,116.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shavlik Randolph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shawn Marion,1.6,2.0,0.0,0.0,0.0,1.797752808988764,0.0,0.0,0.7352941176470589,0.56,0.8372093023255814,0.7070707070707071,0.9743589743589745,1.5,0.0,0.0,1.0,1.0,0.0,1.0666666666666667,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,56.0,2.0,0.0,0.0,0.0,160.0,0.0,0.0,50.0,28.0,36.0,70.0,114.0,6.0,0.0,0.0,174.0,2.0,0.0,16.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Shawne Williams,1.6,2.0,0.0,0.0,0.0,1.6666666666666667,2.0,0.0,0.7368421052631579,0.0,0.6956521739130435,0.775,0.9908256880733946,0.0,0.0,0.0,1.0153846153846153,0.0,0.0,1.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.3333333333333333,3.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,0.0,0.0,0.0,10.0,4.0,0.0,14.0,0.0,16.0,62.0,108.0,0.0,0.0,0.0,66.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Shelden Williams,0.5,0.0,0.0,0.0,0.0,1.6923076923076923,0.0,0.0,0.36363636363636365,0.8,0.918918918918919,0.5384615384615384,0.0,0.0,0.0,0.0,0.9333333333333333,0.6666666666666666,1.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,8.0,4.0,34.0,14.0,0.0,0.0,0.0,0.0,56.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solomon Jones,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spencer Hawes,2.0,0.0,0.0,0.0,0.0,1.894736842105263,0.0,0.0,0.7407407407407407,0.38095238095238093,1.1428571428571428,0.7945205479452054,0.30000000000000004,0.0,0.0,0.0,0.9,0.0,0.0,1.105263157894737,0.7272727272727273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0476190476190477,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,20.0,8.0,32.0,58.0,3.0,0.0,0.0,0.0,54.0,0.0,0.0,42.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Stephen Graham,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.5,1.5,0.7142857142857143,1.0909090909090908,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,6.0,10.0,12.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Jackson,1.72,1.7142857142857142,0.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.4946236559139785,0.26666666666666666,0.7209302325581395,0.7227722772277227,1.0719257540603249,0.8333333333333334,0.0,0.0,0.7801418439716312,0.0,0.0,1.3333333333333333,0.9090909090909091,1.0666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,172.0,12.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,8.0,62.0,146.0,462.0,15.0,0.0,0.0,110.0,0.0,0.0,24.0,10.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Steve Blake,1.1851851851851851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,1.103448275862069,0.647887323943662,0.8117154811715481,1.1368421052631579,1.5,0.75,0.30000000000000004,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.5,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,32.0,46.0,194.0,216.0,3.0,3.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0
Steve Nash,1.9130434782608696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,1.0136986301369864,1.0960451977401129,0.9299363057324841,1.4051724137931034,1.0,0.0,0.0,0.48484848484848486,0.0,0.0,1.3333333333333333,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.6,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,1.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,74.0,194.0,146.0,489.0,3.0,0.0,0.0,32.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0
Steve Novak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0588235294117647,1.4736842105263157,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,36.0,84.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
T.J. Ford,1.368421052631579,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.9166666666666666,0.8648648648648649,0.9454545454545454,0.8192771084337349,1.0540540540540542,0.0,0.0,0.0,0.5915492957746479,1.3333333333333333,0.0,1.2,0.5,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,1.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,32.0,104.0,68.0,39.0,0.0,0.0,0.0,42.0,4.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,28.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Tayshaun Prince,1.6666666666666667,0.0,0.0,0.0,0.0,1.9333333333333333,0.0,0.0,0.5833333333333334,0.4444444444444444,0.746031746031746,0.8494208494208494,1.0465116279069768,1.0,0.0,0.0,0.9419354838709677,0.0,0.0,0.9166666666666666,0.6,0.625,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,28.0,20.0,94.0,220.0,90.0,3.0,0.0,0.0,146.0,0.0,0.0,44.0,18.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thabo Sefolosha,1.4074074074074074,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.7142857142857143,1.0,0.65625,0.71875,1.148936170212766,0.0,0.0,0.0,0.9,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,12.0,42.0,92.0,54.0,0.0,0.0,0.0,72.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Thaddeus Young,1.6875,2.0,0.0,0.0,0.0,1.9375,0.0,0.0,0.9642857142857143,0.4444444444444444,0.6666666666666666,0.8235294117647058,0.6000000000000001,0.0,0.0,0.0,0.987012987012987,2.0,1.3333333333333333,1.5862068965517242,0.9090909090909091,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4375,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,54.0,2.0,0.0,0.0,0.0,62.0,0.0,0.0,54.0,12.0,32.0,42.0,6.0,0.0,0.0,0.0,152.0,2.0,4.0,46.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Theo Ratliff,2.0,0.0,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.6666666666666666,0.6666666666666666,0.5454545454545454,1.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,1.2857142857142858,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Duncan,1.3793103448275863,0.4,0.0,0.0,0.0,1.9444444444444444,0.0,0.0,0.717948717948718,0.6292134831460674,0.7133757961783439,0.9855072463768116,0.0,0.0,0.0,0.0,1.3691756272401434,1.0,1.3333333333333333,1.0232558139534884,0.7843137254901961,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,1.25,1.0,0.6666666666666666,0.0,0.0,0.0,40.0,4.0,0.0,0.0,0.0,70.0,0.0,0.0,168.0,56.0,112.0,68.0,0.0,0.0,0.0,0.0,382.0,4.0,8.0,132.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,0.0
Tony Allen,1.694915254237288,2.0,0.0,0.0,0.0,1.6363636363636365,0.0,0.0,0.5777777777777777,0.6666666666666666,0.5,0.8059701492537313,0.8,0.0,0.0,0.0,0.672566371681416,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0,0.0,0.0,0.0,18.0,0.0,0.0,26.0,8.0,14.0,54.0,24.0,0.0,0.0,0.0,76.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Parker,1.632,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.9402985074626866,0.6545454545454545,0.8617886178861789,0.8,0.5172413793103449,0.0,0.0,0.0,1.1155378486055776,1.1428571428571428,2.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,126.0,36.0,106.0,224.0,15.0,0.0,0.0,0.0,280.0,8.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tracy McGrady,1.5365853658536586,1.3333333333333333,0.0,0.0,0.0,1.7142857142857142,0.0,1.0,0.6575342465753424,0.9047619047619048,0.806282722513089,0.8142493638676844,0.8999999999999999,1.2000000000000002,0.0,0.0,0.6814814814814815,0.0,2.0,0.0,1.3333333333333333,1.263157894736842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7777777777777777,1.2857142857142858,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,126.0,4.0,0.0,0.0,0.0,36.0,0.0,2.0,48.0,38.0,154.0,320.0,234.0,12.0,0.0,0.0,92.0,0.0,4.0,0.0,12.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Travis Outlaw,1.2444444444444445,0.0,2.0,0.0,0.0,1.6875,0.0,0.0,0.7301587301587301,0.6666666666666666,0.8297872340425532,0.8029556650246306,0.6521739130434783,3.0,0.0,0.0,0.6923076923076923,0.0,2.0,1.5,1.0,0.96,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7142857142857142,2.0,0.0,0.0,1.0588235294117647,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,2.0,0.0,0.0,54.0,0.0,0.0,46.0,40.0,156.0,326.0,15.0,3.0,0.0,0.0,36.0,0.0,2.0,18.0,18.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,2.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Trevor Ariza,1.8666666666666667,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3333333333333333,0.0,0.8333333333333334,0.56,0.375,0.0,0.0,0.0,1.0256410256410255,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2.0,0.0,10.0,14.0,3.0,0.0,0.0,0.0,40.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy Murphy,2.0,1.7142857142857142,0.0,0.0,0.0,2.0,0.8,2.0,0.5405405405405406,0.631578947368421,0.8235294117647058,0.7671232876712328,1.241860465116279,0.0,0.0,0.0,0.8505747126436781,0.0,0.0,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,12.0,0.0,0.0,0.0,50.0,4.0,2.0,20.0,12.0,70.0,112.0,267.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
