playername,PPS_Cut_00-02 At Rim,PPS_Cut_03-08 Near Rim,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Drive_24-27 Three,PPS_Drive_28-34 Deep,PPS_Drive_35-46 Near Half,PPS_Drive_47-94 Backcourt,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_47-94 Backcourt,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_47-94 Backcourt,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Pullup_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,Points_Cut_00-02 At Rim,Points_Cut_03-08 Near Rim,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Drive_24-27 Three,Points_Drive_28-34 Deep,Points_Drive_35-46 Near Half,Points_Drive_47-94 Backcourt,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_47-94 Backcourt,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_47-94 Backcourt,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Pullup_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper
Gerald Henderson,1.8461538461538463,1.0,1.135135135135135,1.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.4878048780487805,0.7857142857142857,0.5,0.7058823529411765,1.088709677419355,0.0,0.0,0.0,1.0638297872340425,0.0,0.0,0.0,1.5,1.3333333333333333,1.1111111111111112,1.0,0.0,0.0,0.0,0.0,1.6,1.4545454545454546,0.8148148148148148,0.9,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,42.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,22.0,36.0,48.0,135.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,6.0,8.0,10.0,2.0,0.0,0.0,0.0,0.0,8.0,16.0,22.0,18.0,6.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giannis Antetokounmpo,1.971830985915493,0.0,1.5403726708074534,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.793103448275862,2.0,2.0,0.59375,0.2702702702702703,0.6470588235294118,0.6363636363636364,0.8633093525179856,1.2000000000000002,0.0,0.0,1.0046082949308757,1.5,0.0,0.75,0.868421052631579,0.9473684210526315,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,1.6,0.0,1.1111111111111112,0.8,0.0,0.0,0.0,0.0,1.425,0.0,0.0,2.0,2.0,2.0,2.0,0.0,140.0,0.0,248.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,2.0,2.0,38.0,10.0,44.0,84.0,120.0,18.0,0.0,0.0,218.0,6.0,0.0,6.0,66.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
Glenn Robinson III,1.4666666666666666,2.0,1.1428571428571428,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6363636363636365,0.0,0.0,0.8888888888888888,0.6666666666666666,0.8461538461538461,0.8541666666666666,1.0909090909090908,0.0,0.0,0.0,1.037037037037037,0.0,0.0,0.0,0.6666666666666666,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8888888888888888,1.1666666666666667,0.0,3.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,16.0,6.0,22.0,82.0,72.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,14.0,0.0,3.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goran Dragic,2.0,0.0,1.3777777777777778,1.3714285714285714,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.6666666666666666,0.6788990825688074,0.78,1.2105263157894737,1.2000000000000002,0.0,0.0,1.006896551724138,0.8888888888888888,0.0,0.0,1.3,1.2857142857142858,1.0,0.0,0.0,0.0,0.0,2.0,1.0476190476190477,1.3333333333333333,1.08,1.0666666666666667,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,186.0,48.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,52.0,74.0,78.0,276.0,6.0,0.0,0.0,146.0,8.0,0.0,0.0,26.0,18.0,4.0,0.0,0.0,0.0,0.0,2.0,22.0,32.0,54.0,16.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gordon Hayward,1.8333333333333333,0.0,1.3953488372093024,0.6428571428571429,1.5,2.0,0.0,0.0,0.0,0.0,0.0,1.9166666666666667,0.0,0.0,0.5507246376811594,0.5714285714285714,0.7865168539325843,0.7051282051282052,1.1142857142857143,0.0,0.0,0.0,1.0731707317073171,2.0,0.0,2.0,1.6666666666666667,0.6956521739130435,0.875,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.1428571428571428,1.24,1.1162790697674418,1.7777777777777777,0.0,0.0,0.0,1.446808510638298,0.0,0.0,0.0,2.0,0.0,0.0,0.0,44.0,0.0,120.0,18.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,38.0,28.0,70.0,110.0,312.0,0.0,0.0,0.0,88.0,6.0,0.0,2.0,20.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,62.0,48.0,48.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Gorgui Dieng,1.9310344827586208,0.0,1.4285714285714286,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6521739130434783,0.0,0.0,0.8115942028985508,0.6875,0.8695652173913043,0.8552631578947368,1.25,0.0,0.0,0.0,1.0208333333333333,2.0,0.0,1.0,0.9032258064516129,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.169811320754717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,30.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,56.0,22.0,100.0,130.0,15.0,0.0,0.0,0.0,98.0,4.0,0.0,2.0,28.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Monroe,1.75,1.3333333333333333,1.4074074074074074,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,2.0,0.44,0.36363636363636365,0.9473684210526315,0.7777777777777778,0.0,0.0,0.0,0.0,1.07981220657277,0.8,0.0,1.0,0.9673202614379085,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.2459016393442623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,4.0,76.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,22.0,4.0,54.0,14.0,0.0,0.0,0.0,0.0,230.0,4.0,0.0,26.0,148.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greivis Vasquez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harrison Barnes,1.8,2.0,1.2857142857142858,0.9666666666666667,1.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.8070175438596491,0.8524590163934426,0.75,0.7596153846153846,1.0728476821192052,0.0,0.0,0.0,1.0,2.0,0.0,1.1428571428571428,1.032967032967033,1.0212765957446808,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.9333333333333333,0.9565217391304348,1.0,1.7142857142857142,0.0,0.0,0.0,1.6363636363636365,0.0,0.0,0.0,2.0,0.0,0.0,0.0,54.0,4.0,144.0,58.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,46.0,52.0,180.0,158.0,162.0,0.0,0.0,0.0,46.0,2.0,0.0,8.0,94.0,48.0,34.0,2.0,0.0,0.0,0.0,2.0,0.0,14.0,22.0,28.0,12.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Hassan Whiteside,2.0,1.0,1.6666666666666667,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8421052631578947,0.0,1.4,0.6949152542372882,0.68,0.7222222222222222,0.6857142857142857,0.0,0.0,0.0,0.0,0.9915966386554622,0.8,0.0,1.391304347826087,0.9183673469387755,0.8837209302325582,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6226415094339623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,50.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,14.0,82.0,34.0,52.0,24.0,0.0,0.0,0.0,0.0,118.0,4.0,0.0,32.0,180.0,38.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Henry Ellenson,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.5714285714285714,0.9090909090909092,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,30.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hollis Thompson,1.7142857142857142,0.0,1.4,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,0.5,0.7567567567567568,0.8636363636363638,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,14.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,6.0,28.0,57.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ian Clark,1.6756756756756757,1.3333333333333333,1.5,1.2941176470588236,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8235294117647058,0.625,0.8333333333333334,1.0941176470588234,0.8571428571428571,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,2.0,0.5,1.3333333333333333,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0666666666666667,1.6071428571428572,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,4.0,36.0,22.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,28.0,10.0,50.0,93.0,6.0,0.0,0.0,34.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,14.0,16.0,45.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ian Mahinmi,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,2.0,0.0,0.0,1.2222222222222223,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iman Shumpert,2.0,0.0,1.45,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,2.0,0.2,0.2857142857142857,0.8205128205128205,0.7401574803149606,1.0727272727272728,0.75,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.368421052631579,1.0,3.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,58.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,2.0,32.0,94.0,177.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,22.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaiah Canaan,1.0,0.0,0.8571428571428571,1.3333333333333333,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.6153846153846154,0.5806451612903226,0.703125,0.0,0.0,0.0,1.25,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,0.6666666666666666,1.2857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,12.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,8.0,18.0,45.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Isaiah Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaiah Thomas,1.4545454545454546,0.0,1.3186119873817035,0.9545454545454546,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4225352112676056,1.0,1.135135135135135,0.8135593220338984,1.0122249388753057,1.4210526315789473,0.0,0.0,0.8235294117647058,1.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.875,1.0909090909090908,1.1578947368421053,1.4545454545454546,0.75,3.0,0.0,1.75,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,418.0,42.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,28.0,42.0,96.0,414.0,27.0,0.0,0.0,126.0,6.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,48.0,22.0,192.0,3.0,3.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Isaiah Whitehead,1.7142857142857142,0.0,1.0740740740740742,1.2173913043478262,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.5,0.25,0.38095238095238093,0.8,0.8067226890756303,1.0,0.0,0.0,0.8611111111111112,0.75,0.0,0.0,0.75,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,1.2,1.4285714285714286,0.5714285714285714,0.75,0.0,0.0,0.0,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,116.0,28.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,18.0,4.0,8.0,32.0,96.0,3.0,0.0,0.0,62.0,6.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,10.0,4.0,3.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Ish Smith,0.0,0.0,1.4883720930232558,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.34210526315789475,0.8148148148148148,0.8070175438596491,0.5833333333333334,0.8260869565217391,0.25,0.0,0.0,0.5882352941176471,0.0,0.0,0.0,1.1428571428571428,1.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.9090909090909091,1.25,1.44,1.0810810810810811,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,192.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,26.0,22.0,92.0,42.0,57.0,3.0,0.0,0.0,50.0,0.0,0.0,0.0,8.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,10.0,72.0,40.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Ivica Zubac,1.8571428571428572,2.0,1.2,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5384615384615385,0.0,0.6666666666666666,0.7027027027027027,0.8571428571428571,1.1428571428571428,1.1428571428571428,0.0,0.0,0.0,0.0,0.9142857142857143,0.6666666666666666,0.0,1.0,0.9777777777777777,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,26.0,12.0,16.0,16.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,2.0,44.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.J. Barea,2.0,0.0,0.9230769230769231,0.8695652173913043,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.75,1.0476190476190477,0.7894736842105263,1.0,1.7999999999999998,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7272727272727273,0.0,1.6875,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,0.0,24.0,20.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,22.0,30.0,114.0,9.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,27.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
JJ Redick,0.9090909090909091,0.0,1.0434782608695652,1.1111111111111112,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8888888888888888,0.6,0.4782608695652174,0.8743718592964824,1.1828571428571428,0.8,0.0,0.0,1.2258064516129032,1.5,0.0,0.0,0.5,0.0,1.0,1.6666666666666667,3.0,0.0,0.0,0.0,1.0,1.0,1.1111111111111112,1.0140845070422535,1.9714285714285715,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,24.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,6.0,22.0,174.0,414.0,12.0,0.0,0.0,38.0,6.0,0.0,0.0,2.0,0.0,2.0,10.0,3.0,0.0,0.0,0.0,2.0,2.0,30.0,72.0,69.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JR Smith,2.0,0.0,0.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.42857142857142855,0.7532467532467533,1.0414507772020727,0.6923076923076923,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,1.0,2.0,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,58.0,201.0,9.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JaMychal Green,1.6923076923076923,1.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.3,1.0,1.0810810810810811,0.8807339449541285,1.0273972602739725,0.0,0.0,0.0,0.8732394366197183,0.0,0.0,1.3333333333333333,0.75,0.6666666666666666,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,3.0,0.0,0.0,0.0,1.1851851851851851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,6.0,10.0,40.0,96.0,75.0,0.0,0.0,0.0,62.0,0.0,0.0,4.0,12.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JaVale McGee,1.6666666666666667,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5172413793103448,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.1219512195121952,0.6666666666666666,0.0,0.0,0.967741935483871,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5177304964539007,2.0,0.0,0.0,2.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,0.0,0.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
