playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_13-17 Mid Range,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Layup_18-23 Long Jumper,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_28-34 Deep,PPS_Post_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_13-17 Mid Range,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Layup_18-23 Long Jumper,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_28-34 Deep,Points_Post_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim
Eddie Johnson,1.2903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.75,0.7096774193548387,0.7317073170731707,0.8627450980392157,0.9860139860139859,0.0,0.0,0.0,1.1475409836065573,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,22.0,60.0,132.0,141.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
Eddie Jones,1.2209302325581395,0.6666666666666666,0.0,0.0,1.9175257731958764,0.0,0.0,1.3333333333333333,0.375,0.851063829787234,0.5573770491803278,0.84,1.1291512915129152,0.0,0.0,0.0,1.045045045045045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,210.0,2.0,0.0,0.0,186.0,0.0,0.0,8.0,24.0,40.0,34.0,126.0,306.0,0.0,0.0,0.0,116.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
Elden Campbell,1.263157894736842,0.0,0.0,0.0,1.8285714285714285,0.0,0.0,2.0,0.7682119205298014,0.5544554455445545,0.5714285714285714,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0606060606060606,0.6666666666666666,0.0,0.0,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,128.0,0.0,0.0,2.0,116.0,56.0,24.0,0.0,0.0,0.0,3.0,0.0,128.0,0.0,0.0,0.0,0.0,4.0,70.0,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
Eldridge Recasner,1.1851851851851851,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.64,0.6086956521739131,1.0444444444444445,0.9555555555555556,1.2857142857142856,0.0,1.5,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,28.0,94.0,86.0,162.0,0.0,3.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Elliot Perry,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7407407407407407,0.5128205128205128,0.8466257668711656,0.9041095890410958,1.0212765957446808,0.0,0.0,0.0,1.0731707317073171,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,20.0,138.0,198.0,48.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Murdock,1.2666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6595744680851063,0.8571428571428571,0.8947368421052632,0.8,1.0285714285714285,1.0,0.0,0.0,1.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,42.0,34.0,28.0,72.0,3.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Riley,1.6,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.7692307692307693,0.8,0.64,0.7692307692307693,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,10.0,12.0,32.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Eric Snow,1.9166666666666667,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.6666666666666666,0.6440677966101694,1.0,0.42857142857142855,0.0,0.0,0.0,0.9629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,10.0,38.0,24.0,6.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Washington,1.4444444444444444,0.0,0.0,0.0,1.6363636363636365,0.0,0.0,2.0,1.0,0.6923076923076923,0.6746987951807228,0.6962025316455697,1.0,0.0,0.0,0.0,1.1379310344827587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,0.0,0.0,6.0,26.0,18.0,56.0,110.0,102.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
Erick Dampier,1.6923076923076923,2.0,0.0,0.0,1.8681318681318682,2.0,0.0,2.0,0.5120772946859904,0.5842696629213483,0.5897435897435898,0.3333333333333333,0.0,0.0,0.0,0.0,1.1111111111111112,0.26666666666666666,0.0,0.0,0.0,1.0,0.717948717948718,2.0,0.0,0.0,0.0,0.0,0.9047619047619048,2.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,170.0,2.0,0.0,2.0,106.0,52.0,46.0,2.0,0.0,0.0,0.0,0.0,220.0,4.0,0.0,0.0,0.0,6.0,28.0,2.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,0.0
Erick Strickland,1.1304347826086956,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.5789473684210527,0.8571428571428571,0.72,0.6050420168067226,0.959016393442623,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,22.0,54.0,90.0,72.0,117.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ervin Johnson,1.6,2.0,0.0,0.0,1.962962962962963,2.0,0.0,0.0,0.45714285714285713,0.8148148148148148,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,1.1518987341772151,1.0,0.0,0.0,0.0,1.4285714285714286,0.8421052631578947,1.3333333333333333,0.0,0.0,0.0,0.0,1.180327868852459,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,106.0,4.0,0.0,0.0,32.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,182.0,4.0,0.0,0.0,0.0,10.0,48.0,4.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0
Felton Spencer,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3333333333333333,0.9333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,0.6666666666666666,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Fred Hoiberg,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2857142857142857,0.3333333333333333,0.5185185185185185,0.8,1.0714285714285714,0.0,0.0,0.0,0.9142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,14.0,52.0,75.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Gary Grant,1.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.6666666666666666,0.5517241379310345,1.3125,0.0,0.0,0.0,1.2307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,16.0,21.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Payton,1.4900398406374502,0.8666666666666667,0.0,0.0,1.3333333333333333,0.0,0.0,0.8461538461538461,0.7164179104477612,0.547945205479452,0.6593406593406593,0.7101449275362319,1.0707395498392283,0.42857142857142855,0.0,0.0,1.037837837837838,0.7272727272727273,0.0,0.0,0.0,2.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,374.0,26.0,0.0,0.0,4.0,0.0,0.0,22.0,96.0,40.0,60.0,98.0,333.0,3.0,0.0,0.0,192.0,8.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Gary Trent,1.5384615384615385,2.0,0.0,0.0,1.7777777777777777,0.0,0.0,2.0,0.7524752475247525,0.75,0.6233766233766234,0.6976744186046512,0.75,0.0,0.0,0.0,1.164179104477612,1.0,0.0,0.0,0.0,1.6,1.0526315789473684,2.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,40.0,2.0,0.0,0.0,48.0,0.0,0.0,4.0,76.0,36.0,48.0,30.0,3.0,0.0,0.0,0.0,156.0,2.0,0.0,0.0,0.0,8.0,20.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
George Lynch,1.6521739130434783,2.0,0.0,0.0,1.8666666666666667,0.0,0.0,0.2222222222222222,0.4230769230769231,0.75,0.9491525423728814,0.8421052631578947,1.0499999999999998,0.0,0.0,0.0,1.1111111111111112,1.2,0.0,0.0,0.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.375,0.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,0.0,28.0,0.0,0.0,2.0,22.0,36.0,112.0,48.0,21.0,0.0,0.0,0.0,160.0,6.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
George McCloud,1.263157894736842,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.46153846153846156,0.8235294117647058,0.8727272727272727,0.7704918032786885,0.9583333333333333,0.0,0.0,0.0,1.173913043478261,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,14.0,48.0,94.0,138.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Gerald Madkins,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0909090909090908,1.153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerald Wilkins,1.0491803278688525,1.0,0.0,0.0,2.0,0.0,0.0,0.5,0.4444444444444444,0.07407407407407407,0.5079365079365079,0.525,0.9259259259259258,0.0,0.0,0.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,24.0,2.0,32.0,42.0,75.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glen Rice,1.6129032258064515,2.0,0.0,0.0,1.8846153846153846,0.0,0.0,0.6666666666666666,0.6309523809523809,0.5982905982905983,0.8240343347639485,0.9085714285714286,1.3318385650224216,1.0,0.0,0.0,1.0657894736842106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3846153846153846,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,98.0,0.0,0.0,2.0,106.0,70.0,192.0,318.0,297.0,3.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
God Shammgod,1.7142857142857142,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2222222222222222,0.0,1.1428571428571428,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant Hill,1.71875,1.4545454545454546,0.0,0.0,1.8529411764705883,0.0,0.0,1.3333333333333333,0.631578947368421,0.6547619047619048,0.7506702412868632,0.6896551724137931,0.42857142857142855,0.75,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,330.0,16.0,0.0,0.0,126.0,0.0,0.0,4.0,84.0,110.0,280.0,120.0,6.0,3.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
Greg Anderson,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
Greg Anthony,1.4594594594594594,1.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.6451612903225806,0.75,0.8484848484848485,0.8311688311688312,1.2307692307692308,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,54.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,6.0,28.0,64.0,144.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Greg Foster,1.5,0.0,0.0,0.0,1.6363636363636365,0.0,0.0,0.0,0.5714285714285714,0.5945945945945946,0.6744186046511628,1.0551181102362204,0.0,0.0,0.0,0.0,0.8301886792452831,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,16.0,22.0,58.0,134.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
Greg Minor,1.6666666666666667,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6153846153846154,0.8620689655172413,0.8913043478260869,0.6486486486486487,0.75,0.0,0.0,0.0,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,16.0,50.0,82.0,24.0,18.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
Greg Ostertag,1.0,0.0,0.0,0.0,1.6551724137931034,0.0,0.0,0.0,0.4166666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0841121495327102,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Hakeem Olajuwon,1.8333333333333333,0.0,0.0,0.0,1.8620689655172413,0.0,0.0,2.0,0.9887640449438202,0.8712871287128713,0.7657142857142857,1.0,0.0,0.0,0.0,0.0,1.0,1.6,0.0,0.0,0.0,0.0,0.9538461538461539,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,54.0,0.0,0.0,4.0,88.0,88.0,134.0,20.0,0.0,0.0,0.0,0.0,124.0,8.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
Harold Ellis,1.3636363636363635,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,1.1666666666666667,0.4,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,14.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
Harvey Grant,1.4285714285714286,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.7692307692307693,0.36363636363636365,0.6274509803921569,0.7532467532467533,0.0,1.5,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,10.0,4.0,32.0,58.0,0.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
Hersey Hawkins,1.5909090909090908,1.2,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,0.5957446808510638,0.3333333333333333,0.6511627906976745,0.7943262411347518,1.245967741935484,0.0,0.0,0.0,1.2121212121212122,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,70.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,28.0,6.0,28.0,112.0,309.0,0.0,0.0,0.0,80.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Horace Grant,1.5454545454545454,0.0,0.0,0.0,2.0,0.0,0.0,1.5,0.26666666666666666,0.6046511627906976,0.8192771084337349,0.8356807511737089,0.0,0.0,0.0,0.0,1.3129770992366412,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.6666666666666666,0.0,0.0,0.0,0.0,0.9743589743589743,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,40.0,0.0,0.0,6.0,8.0,26.0,272.0,178.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
Hot Rod Williams,1.75,0.0,0.0,0.0,1.7333333333333334,0.0,0.0,0.0,0.46153846153846156,0.75,0.8709677419354839,0.4,0.0,0.0,0.0,0.0,1.0163934426229508,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,6.0,12.0,54.0,2.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
Howard Eisley,1.490909090909091,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8333333333333334,0.8421052631578947,0.8705882352941177,0.819047619047619,1.2127659574468084,0.0,3.0,0.0,0.691358024691358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,32.0,74.0,86.0,114.0,0.0,6.0,0.0,56.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hubert Davis,1.21875,1.0,2.0,0.0,0.0,0.0,0.0,0.5,0.8333333333333334,0.8125,0.8034188034188035,0.9679715302491103,1.3523316062176165,0.0,0.0,0.0,0.5384615384615384,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,30.0,26.0,94.0,272.0,261.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ike Austin,1.5555555555555556,0.0,0.0,0.0,1.7821782178217822,0.0,0.0,0.8,0.546875,0.6947368421052632,0.7368421052631579,0.7428571428571429,0.0,0.0,0.0,0.0,1.0163934426229508,1.7142857142857142,0.0,0.0,0.0,2.0,0.75,0.8,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,180.0,0.0,0.0,4.0,70.0,66.0,112.0,52.0,0.0,0.0,0.0,0.0,186.0,12.0,0.0,0.0,0.0,8.0,36.0,4.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
Isaiah Rider,1.475,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7323943661971831,0.6833333333333333,0.9326923076923077,0.7662835249042146,0.984076433121019,1.5,0.0,0.0,1.079646017699115,0.6666666666666666,0.0,0.0,0.0,0.0,0.8421052631578947,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,104.0,82.0,194.0,200.0,309.0,6.0,0.0,0.0,122.0,2.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Ivano Newbill,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.16666666666666666,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
