playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Pullup_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_18-23 Long Jumper,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,PPS_invalid_35-46 Near Half,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Pullup_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_18-23 Long Jumper,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep,Points_invalid_35-46 Near Half
Antonio McDyess,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6153846153846154,0.8571428571428571,0.7931034482758621,0.9291338582677166,0.0,0.0,0.0,0.0,1.2413793103448276,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,8.0,6.0,138.0,118.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arron Afflalo,1.3333333333333333,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.8,0.5454545454545454,0.8936170212765957,0.8669950738916257,1.3636363636363635,0.0,0.0,0.0,0.9176470588235294,0.0,0.0,1.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.8,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,16.0,12.0,42.0,176.0,165.0,0.0,0.0,0.0,78.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Daye,2.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,1.1428571428571428,1.0666666666666667,0.9166666666666666,0.7837837837837838,0.7368421052631579,0.0,0.0,0.0,1.1304347826086956,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,8.0,16.0,44.0,58.0,42.0,0.0,0.0,0.0,52.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Baron Davis,1.6296296296296295,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6785714285714286,0.7142857142857143,0.6727272727272727,0.6486486486486487,0.8823529411764706,0.44999999999999996,0.0,0.0,0.7619047619047619,1.0,0.0,0.8,0.3333333333333333,0.8571428571428571,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0769230769230769,2.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,220.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,38.0,30.0,74.0,96.0,210.0,9.0,0.0,0.0,144.0,2.0,0.0,8.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,14.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
Ben Gordon,1.4444444444444444,1.0,0.0,0.0,0.0,1.3333333333333333,0.0,2.0,0.8085106382978723,1.0555555555555556,0.7954545454545454,0.7379679144385026,1.0,0.0,0.0,0.0,0.5423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,1.5555555555555556,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,1.6666666666666667,1.0,0.0,0.0,0.0,0.0,78.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,38.0,38.0,70.0,138.0,174.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,14.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,2.0,0.0,0.0,0.0,0.0
Ben Wallace,1.6666666666666667,0.0,0.0,0.0,0.0,1.5909090909090908,0.0,0.0,0.5,0.8571428571428571,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.9824561403508771,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2835820895522387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,8.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beno Udrih,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.9583333333333334,0.8241758241758241,0.7530864197530864,1.119047619047619,0.6000000000000001,0.0,0.0,1.2043010752688172,0.6666666666666666,0.0,1.5,1.6,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6666666666666667,1.368421052631579,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,46.0,150.0,122.0,141.0,3.0,0.0,0.0,112.0,2.0,0.0,12.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,52.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Brown,1.6923076923076923,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.75,0.5714285714285714,0.39215686274509803,0.8400000000000001,1.2000000000000002,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.6666666666666667,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,16.0,6.0,12.0,20.0,63.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Simmons,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.4,0.6511627906976745,0.9285714285714286,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,28.0,39.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boris Diaw,1.434782608695652,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.6842105263157895,0.3333333333333333,0.75,0.8148148148148148,1.0327868852459017,0.0,0.0,0.0,1.2554112554112553,0.0,2.0,1.1071428571428572,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,26.0,4.0,48.0,88.0,189.0,0.0,0.0,0.0,290.0,0.0,2.0,62.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Brad Miller,1.5454545454545454,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.851063829787234,0.6956521739130435,0.85,0.7132867132867133,0.8041237113402062,0.0,0.0,0.0,0.9734513274336283,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1578947368421053,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,40.0,16.0,68.0,102.0,78.0,0.0,0.0,0.0,110.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Bass,2.0,0.0,0.0,0.0,0.0,1.826086956521739,0.0,0.0,0.7272727272727273,0.7777777777777778,0.8985507246376812,0.9090909090909091,0.0,0.0,0.0,0.0,1.069767441860465,0.0,0.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,16.0,14.0,62.0,20.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Jennings,1.3846153846153846,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6818181818181818,0.5227272727272727,0.6227544910179641,0.7403314917127072,1.1088825214899714,0.8181818181818181,0.0,0.0,0.6403940886699507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3846153846153846,1.4285714285714286,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,108.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,60.0,46.0,104.0,134.0,387.0,9.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,10.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Roy,1.360655737704918,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.7868852459016393,0.9354838709677419,0.7682119205298014,0.7417840375586855,1.0392156862745097,1.0,0.0,0.0,1.1176470588235294,0.0,0.0,1.5,1.5,1.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,1.0769230769230769,1.3571428571428572,1.2121212121212122,3.0,0.0,0.0,0.0,1.3846153846153846,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,166.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,48.0,58.0,116.0,158.0,159.0,6.0,0.0,0.0,114.0,0.0,0.0,24.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,38.0,40.0,3.0,0.0,0.0,0.0,36.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Brandon Rush,1.4285714285714286,1.3333333333333333,0.0,0.0,0.0,1.8666666666666667,2.0,0.0,0.6,0.3,0.4067796610169492,0.8888888888888888,1.175115207373272,0.0,0.0,0.0,0.6818181818181818,1.0,0.0,2.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,1.8,1.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,50.0,8.0,0.0,0.0,0.0,28.0,2.0,0.0,12.0,6.0,24.0,160.0,255.0,0.0,0.0,0.0,60.0,4.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,18.0,12.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Brendan Haywood,1.7,1.0,0.0,0.0,0.0,1.9393939393939394,0.0,0.0,0.18518518518518517,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.9673202614379085,0.0,0.6666666666666666,1.1794871794871795,0.8,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.295774647887324,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0,0.0,192.0,0.0,0.0,10.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,2.0,46.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Cardinal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.25,0.42857142857142855,0.6000000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,6.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Brian Cook,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Scalabrine,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7083333333333334,0.6818181818181818,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brook Lopez,1.3666666666666667,2.0,0.0,0.0,0.0,1.8095238095238095,2.0,0.0,0.7966101694915254,0.647887323943662,0.5531914893617021,0.75,0.0,0.0,0.0,0.0,0.9107142857142857,0.0,0.0,1.1685393258426966,0.8571428571428571,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3544973544973544,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,82.0,2.0,0.0,0.0,0.0,114.0,4.0,0.0,94.0,46.0,52.0,108.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,104.0,42.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
Byron Mullens,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Watson,1.76,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.6060606060606061,1.0526315789473684,0.7692307692307693,0.7464788732394366,0.8,1.5,0.0,0.0,1.0769230769230769,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,1.2121212121212122,1.8461538461538463,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,88.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,20.0,20.0,50.0,106.0,60.0,3.0,0.0,0.0,70.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,40.0,24.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
CJ Miles,1.393939393939394,0.0,0.0,0.0,0.0,1.6521739130434783,0.0,0.0,0.896551724137931,0.6153846153846154,0.9056603773584906,0.6612903225806451,0.9700598802395209,0.0,0.0,0.0,1.0810810810810811,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,3.0,0.0,0.0,0.0,1.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,26.0,8.0,48.0,82.0,162.0,0.0,0.0,0.0,80.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl Landry,1.5510204081632653,2.0,0.0,0.0,0.0,1.943661971830986,0.0,2.0,0.7115384615384616,0.7111111111111111,0.8502994011976048,0.7307692307692307,0.0,0.0,0.0,0.0,1.186046511627907,0.0,0.0,0.9859154929577465,0.8235294117647058,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,2.0,0.0,0.0,0.0,0.0,0.0,1.5172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,2.0,0.0,0.0,0.0,138.0,0.0,2.0,74.0,32.0,142.0,76.0,0.0,0.0,0.0,0.0,306.0,0.0,0.0,70.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Arroyo,1.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.9411764705882353,1.0576923076923077,0.875,0.8,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7142857142857142,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,110.0,154.0,12.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Boozer,1.7142857142857142,1.0,0.0,0.0,0.0,1.7846153846153847,0.0,2.0,0.828125,0.8974358974358975,0.9119170984455959,0.8571428571428571,0.0,0.0,0.0,0.0,1.2196531791907514,1.0,0.0,1.2666666666666666,0.46153846153846156,1.0769230769230769,0.8,0.0,0.0,0.0,0.0,1.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.368421052631579,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,84.0,2.0,0.0,0.0,0.0,116.0,0.0,6.0,106.0,70.0,176.0,78.0,0.0,0.0,0.0,0.0,422.0,2.0,0.0,76.0,6.0,14.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
Carlos Delfino,1.3888888888888888,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.5714285714285714,0.6666666666666666,0.8070175438596491,0.8054298642533937,1.0218340611353711,0.75,0.0,0.0,0.9306930693069307,1.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,16.0,6.0,46.0,178.0,234.0,6.0,0.0,0.0,94.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carmelo Anthony,1.3025641025641026,0.5,0.0,0.0,0.0,1.9024390243902438,0.0,0.0,0.5102040816326531,0.8115942028985508,0.7811158798283262,0.7816901408450704,0.968944099378882,0.0,0.0,0.0,1.0072992700729928,2.0,0.0,0.9473684210526315,0.5882352941176471,1.0,1.5,0.0,0.0,0.0,0.0,1.0,1.0,1.6363636363636365,1.3333333333333333,0.0,0.0,0.0,0.0,1.1515151515151516,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,254.0,2.0,0.0,0.0,0.0,78.0,0.0,0.0,50.0,56.0,182.0,222.0,156.0,0.0,0.0,0.0,276.0,4.0,0.0,18.0,10.0,30.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,18.0,16.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
