playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_18-23 Long Jumper,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_18-23 Long Jumper,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_18-23 Long Jumper,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_18-23 Long Jumper,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper
Donnell Harvey,1.4,0.0,0.0,0.0,1.803921568627451,0.0,0.0,0.5471698113207547,0.7692307692307693,0.6229508196721312,0.6530612244897959,0.75,0.0,0.0,0.0,0.819672131147541,1.3333333333333333,0.0,0.0,2.0,1.04,0.8,1.2,0.0,0.0,0.0,1.1219512195121952,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,92.0,0.0,0.0,58.0,20.0,38.0,32.0,3.0,0.0,0.0,0.0,100.0,4.0,0.0,0.0,6.0,52.0,4.0,6.0,0.0,0.0,0.0,46.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Donny Marshall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donyell Marshall,1.8,0.0,0.0,0.0,1.78125,0.0,2.0,0.3883495145631068,0.5833333333333334,0.5945945945945946,0.7368421052631579,1.1454545454545455,0.0,0.0,0.0,0.9832775919732442,0.0,0.0,0.0,1.3333333333333333,1.1948051948051948,0.4444444444444444,1.0,0.0,0.0,0.0,1.1162790697674418,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,114.0,0.0,2.0,40.0,28.0,44.0,84.0,63.0,0.0,0.0,0.0,294.0,0.0,0.0,0.0,4.0,92.0,4.0,4.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Doug Christie,1.543859649122807,2.0,0.0,0.0,1.9428571428571428,0.0,0.0,0.3333333333333333,0.7692307692307693,0.5641025641025641,0.8961748633879781,1.0697674418604652,0.0,0.0,0.0,0.9552238805970149,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,88.0,4.0,0.0,0.0,68.0,0.0,0.0,4.0,10.0,22.0,164.0,138.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Drew Gooden,1.3043478260869565,2.0,0.0,0.0,1.84,0.0,0.0,0.6122448979591837,0.78125,0.896551724137931,0.8043478260869565,0.8780487804878048,0.0,0.0,0.0,0.9367088607594937,0.0,0.0,0.0,1.0,1.1470588235294117,0.8,0.8,0.0,0.0,0.0,1.5294117647058822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,46.0,0.0,0.0,60.0,50.0,104.0,74.0,36.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,2.0,78.0,28.0,12.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earl Boykins,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8095238095238095,1.0566037735849056,0.8548387096774194,0.675,1.0909090909090908,0.75,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,56.0,106.0,54.0,60.0,3.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earl Watson,1.5294117647058822,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.7727272727272727,0.6923076923076923,0.896551724137931,0.8674698795180723,0.984375,0.0,0.0,0.0,0.927536231884058,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,8.0,0.0,0.0,34.0,18.0,52.0,72.0,63.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
Eddie Griffin,0.6666666666666666,0.0,0.0,0.0,2.0,0.0,0.0,0.6071428571428571,0.52,0.6226415094339622,0.6233766233766234,1.0,0.0,0.0,0.0,1.054054054054054,0.0,0.0,0.0,0.0,1.1282051282051282,1.2,0.4,0.0,0.0,0.0,1.3548387096774193,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,42.0,0.0,0.0,34.0,26.0,66.0,48.0,183.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,44.0,30.0,4.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Eddie House,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.9090909090909091,0.8080808080808081,0.7015706806282722,0.9583333333333333,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,80.0,134.0,69.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddie Jones,1.2203389830508475,2.0,0.0,0.0,1.75,0.0,0.0,0.75,0.8571428571428571,0.6785714285714286,0.9050279329608939,1.1493506493506493,0.0,0.0,0.0,0.7761194029850746,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,2.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2.0,0.0,0.0,14.0,0.0,0.0,36.0,36.0,76.0,162.0,177.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddie Robinson,2.0,0.0,0.0,0.0,1.8333333333333333,0.0,0.0,0.72,1.0555555555555556,0.675,0.8372093023255814,0.375,0.0,0.0,0.0,0.9473684210526315,2.0,0.0,0.0,0.0,0.6666666666666666,0.0,2.0,0.0,0.0,0.0,1.411764705882353,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,44.0,0.0,0.0,18.0,38.0,54.0,36.0,3.0,0.0,0.0,0.0,54.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Eddy Curry,1.6842105263157894,0.0,0.0,0.0,1.836734693877551,0.0,0.0,0.8,0.6666666666666666,0.5833333333333334,0.5,0.0,0.0,0.0,0.0,1.0808080808080809,2.0,0.0,0.0,1.0,1.295774647887324,1.3333333333333333,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,180.0,0.0,0.0,72.0,26.0,14.0,2.0,0.0,0.0,0.0,0.0,214.0,4.0,0.0,0.0,2.0,92.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Najera,2.0,0.0,0.0,0.0,1.8,0.0,0.0,0.9473684210526315,0.0,0.8125,0.8571428571428571,0.0,0.0,0.0,0.0,1.2545454545454546,1.3333333333333333,0.0,0.0,0.0,1.5555555555555556,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,26.0,18.0,0.0,0.0,0.0,0.0,138.0,4.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Efthimios Rentzias,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.3333333333333333,0.0,0.38095238095238093,0.5714285714285714,1.7142857142857142,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,8.0,4.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elden Campbell,1.5,0.0,0.0,0.0,1.4545454545454546,0.0,0.0,0.47058823529411764,0.5405405405405406,0.7857142857142857,0.6666666666666666,0.0,0.0,0.0,0.0,0.8260869565217391,0.0,0.0,0.0,0.0,1.0344827586206897,1.5,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,16.0,0.0,0.0,24.0,20.0,66.0,10.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,30.0,12.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elton Brand,1.7741935483870968,2.0,0.0,0.0,1.9285714285714286,0.0,0.0,0.6075949367088608,0.673469387755102,0.7468354430379747,0.7142857142857143,0.0,0.0,0.0,0.0,1.009433962264151,1.5,2.0,0.0,0.0,1.1940298507462686,1.5294117647058822,0.6666666666666666,0.0,0.0,0.0,1.3488372093023255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,4.0,0.0,0.0,108.0,0.0,0.0,96.0,66.0,118.0,10.0,0.0,0.0,0.0,0.0,214.0,6.0,2.0,0.0,0.0,80.0,26.0,4.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emanual Davis,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.7142857142857143,0.5454545454545454,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,20.0,6.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Piatkowski,1.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5882352941176471,0.8333333333333334,0.75,0.8089887640449438,1.183673469387755,2.142857142857143,0.0,0.0,1.0384615384615385,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,72.0,174.0,15.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Snow,1.793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.6086956521739131,0.5531914893617021,0.9084249084249084,0.8169014084507042,0.8,0.0,0.75,0.0,0.8,2.0,0.0,0.0,0.0,1.5,1.6666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,52.0,248.0,58.0,12.0,0.0,3.0,0.0,148.0,2.0,0.0,0.0,0.0,6.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Eric Williams,1.619047619047619,0.0,0.0,0.0,1.8,0.0,2.0,0.6,0.5306122448979592,0.6530612244897959,0.7096774193548387,1.0,0.0,0.0,0.0,1.1666666666666667,1.0,0.0,0.0,0.0,1.0714285714285714,1.2,2.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,18.0,0.0,2.0,60.0,26.0,32.0,66.0,39.0,0.0,0.0,0.0,196.0,4.0,0.0,0.0,0.0,30.0,6.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erick Dampier,1.625,0.0,0.0,0.0,1.875,0.0,0.0,0.3047619047619048,0.3157894736842105,0.64,1.3333333333333333,0.0,0.0,0.0,0.0,1.1058823529411765,1.2,0.0,0.0,0.0,1.065217391304348,1.25,1.0,0.0,0.0,0.0,0.9210526315789473,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,150.0,0.0,0.0,32.0,6.0,16.0,4.0,0.0,0.0,0.0,0.0,94.0,6.0,0.0,0.0,0.0,98.0,10.0,2.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Erick Strickland,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.6666666666666666,0.8461538461538461,0.7532467532467533,1.2142857142857144,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,44.0,58.0,153.0,3.0,0.0,0.0,56.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Ervin Johnson,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.8,0.5555555555555556,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0434782608695652,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Etan Thomas,2.0,0.0,0.0,0.0,1.7647058823529411,2.0,0.0,0.3870967741935484,0.75,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.0555555555555556,0.0,0.0,0.0,0.0,1.6,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,30.0,2.0,0.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evan Eschmeyer,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flip Murray,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank Williams,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.8571428571428571,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fred Hoiberg,1.25,0.0,0.0,0.0,2.0,0.0,0.0,0.8571428571428571,0.0,0.5,0.7719298245614035,0.631578947368421,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,6.0,44.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Fred Jones,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Payton,1.6719576719576719,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.6219512195121951,0.7894736842105263,0.6814814814814815,0.7591836734693878,0.9921259842519685,1.5,0.0,0.0,1.0425531914893618,0.6,0.0,0.0,2.0,0.8421052631578947,1.0,1.4,2.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.5,0.6666666666666666,0.0,0.0,0.0,316.0,10.0,0.0,0.0,0.0,0.0,0.0,102.0,90.0,184.0,186.0,126.0,3.0,0.0,0.0,294.0,6.0,0.0,0.0,2.0,16.0,10.0,14.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0
Gary Trent,2.0,0.0,0.0,0.0,1.9230769230769231,2.0,0.0,0.6363636363636364,0.7894736842105263,0.6944444444444444,0.42857142857142855,0.0,0.0,0.0,0.0,1.3535353535353536,0.0,0.0,0.0,2.0,1.75,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,1.7142857142857142,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,50.0,2.0,0.0,42.0,30.0,50.0,12.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,2.0,56.0,8.0,4.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Lynch,1.2,0.0,0.0,0.0,2.0,0.0,2.0,0.6153846153846154,0.6,0.6666666666666666,0.8533333333333334,0.8048780487804879,0.0,0.0,0.0,0.8695652173913043,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,2.0,0.0,0.0,0.0,1.6363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,20.0,0.0,2.0,16.0,6.0,36.0,64.0,33.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerald Wallace,1.5,0.0,0.0,0.0,1.6521739130434783,0.0,0.0,0.5714285714285714,0.6666666666666666,0.18181818181818182,0.7272727272727273,0.0,0.0,0.0,0.0,1.0232558139534884,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,38.0,0.0,0.0,8.0,2.0,4.0,24.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gilbert Arenas,1.5737704918032787,0.4,0.0,0.0,1.9166666666666667,0.0,0.0,0.20512820512820512,0.6222222222222222,0.8211920529801324,0.7148936170212766,1.109433962264151,0.6000000000000001,0.0,0.0,0.7445255474452555,0.2,0.0,0.0,0.0,1.6363636363636365,1.5,0.8571428571428571,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,288.0,2.0,0.0,0.0,46.0,0.0,0.0,16.0,28.0,124.0,168.0,294.0,3.0,0.0,0.0,102.0,2.0,0.0,0.0,0.0,18.0,6.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Glen Rice,1.125,2.0,0.0,0.0,2.0,0.0,0.0,0.6363636363636364,0.7058823529411765,0.9032258064516129,0.8064516129032258,1.2901554404145077,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,1.1111111111111112,1.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,8.0,0.0,0.0,14.0,12.0,28.0,100.0,249.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glenn Robinson,1.8,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.7804878048780488,0.8304093567251462,0.9191919191919192,0.782051282051282,1.0,0.0,0.0,0.0,0.9111111111111111,1.0,0.0,0.0,0.0,1.1111111111111112,1.4285714285714286,1.4285714285714286,2.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,16.0,0.0,0.0,96.0,142.0,364.0,122.0,219.0,0.0,0.0,0.0,82.0,2.0,0.0,0.0,0.0,20.0,20.0,20.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gordan Giricek,1.64,2.0,0.0,0.0,2.0,0.0,0.0,0.9850746268656716,0.7213114754098361,0.8085106382978723,0.7563025210084033,1.013793103448276,0.0,0.0,0.0,0.9747899159663865,0.0,0.0,0.0,0.0,1.5,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,2.0,0.0,0.0,16.0,0.0,0.0,66.0,44.0,76.0,180.0,147.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant Hill,1.5714285714285714,0.0,0.0,0.0,2.0,0.0,0.0,0.8148148148148148,0.5,0.7959183673469388,0.7894736842105263,1.5,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,1.75,0.8,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,10.0,0.0,0.0,22.0,10.0,78.0,30.0,3.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
