playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_18-23 Long Jumper,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_18-23 Long Jumper,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range
Chris Wilcox,1.875,2.0,1.8153846153846154,0.0,0.0,0.6756756756756757,0.5531914893617021,1.0769230769230769,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,2.0,1.0,0.9565217391304348,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,1.709090909090909,2.0,0.0,0.0,0.6666666666666666,2.0,0.0,30.0,2.0,118.0,0.0,0.0,50.0,26.0,42.0,0.0,0.0,0.0,0.0,0.0,78.0,2.0,2.0,44.0,12.0,2.0,0.0,0.0,0.0,0.0,94.0,2.0,0.0,0.0,2.0,4.0,0.0
Chuck Hayes,0.0,0.0,1.6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2352941176470589,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Maggette,1.7058823529411764,0.0,1.6,0.0,2.0,0.72,0.36363636363636365,0.7692307692307693,0.8928571428571429,0.8181818181818181,0.0,0.0,0.0,0.8928571428571429,0.0,0.0,2.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,16.0,0.0,2.0,18.0,4.0,50.0,100.0,45.0,0.0,0.0,0.0,50.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Mbenga,0.0,0.0,2.0,0.0,0.0,0.8,1.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,1.0769230769230769,0.0,0.0,0.5714285714285714,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Dahntay Jones,1.5238095238095237,2.0,1.5,0.0,0.0,0.36363636363636365,0.75,0.45714285714285713,0.7083333333333334,0.0,0.0,0.0,0.0,0.8780487804878049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,64.0,2.0,12.0,0.0,0.0,8.0,6.0,16.0,68.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0
Damien Wilkins,1.8857142857142857,0.0,1.8181818181818181,0.0,1.0,0.5714285714285714,0.5454545454545454,0.6027397260273972,0.7619047619047619,0.6176470588235294,0.0,0.0,0.0,1.2162162162162162,2.0,0.0,0.6666666666666666,1.2,0.5,0.0,0.0,0.0,0.0,1.411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,20.0,0.0,2.0,32.0,18.0,44.0,64.0,21.0,0.0,0.0,0.0,90.0,2.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Gadzuric,1.5,0.0,1.9420289855072463,0.0,2.0,0.5806451612903226,0.36363636363636365,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.7894736842105263,0.0,0.4,0.875,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,1.7435897435897436,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,134.0,0.0,2.0,18.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,4.0,28.0,2.0,2.0,0.0,0.0,0.0,0.0,68.0,2.0,0.0,0.0,0.0,0.0,0.0
Danny Granger,1.75,1.3333333333333333,2.0,0.0,0.0,0.5806451612903226,0.5,0.9090909090909091,0.8807339449541285,0.9661016949152541,1.5,0.0,0.0,0.845360824742268,0.6666666666666666,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.8333333333333333,2.0,0.0,0.0,2.0,0.0,0.0,28.0,4.0,40.0,0.0,0.0,18.0,6.0,90.0,96.0,57.0,3.0,0.0,0.0,82.0,2.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,2.0,0.0,0.0
Darius Songaila,1.8571428571428572,0.0,1.75,0.0,0.0,0.8235294117647058,0.8181818181818182,0.8333333333333334,0.8776978417266187,1.2000000000000002,0.0,0.0,0.0,0.9923664122137404,0.0,2.0,1.1851851851851851,0.0,2.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2.0,0.0,0.0,26.0,0.0,14.0,0.0,0.0,28.0,18.0,80.0,122.0,6.0,0.0,0.0,0.0,130.0,0.0,2.0,32.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0
Darko Milicic,1.3333333333333333,0.0,1.7777777777777777,0.0,0.0,0.75,0.5,0.9285714285714286,0.7837837837837838,0.0,0.0,0.0,0.0,1.05,0.0,0.0,1.3043478260869565,1.4,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,32.0,0.0,0.0,12.0,2.0,26.0,58.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
David Lee,1.7,0.0,1.6923076923076923,0.0,0.0,0.3,0.25,1.1111111111111112,1.4285714285714286,0.0,0.0,0.0,0.0,1.095890410958904,0.0,2.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,1.2941176470588236,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,66.0,0.0,0.0,6.0,2.0,20.0,30.0,0.0,0.0,0.0,0.0,80.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
David West,1.7692307692307692,2.0,1.7209302325581395,0.0,2.0,0.8095238095238095,0.8214285714285714,0.9602649006622517,0.9629629629629629,0.8999999999999999,0.0,0.0,0.0,1.0445344129554657,2.0,1.5,1.0714285714285714,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.9629629629629629,0.0,0.0,0.0,2.0,0.0,0.0,46.0,2.0,74.0,0.0,6.0,68.0,46.0,290.0,182.0,9.0,0.0,0.0,0.0,258.0,4.0,6.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,6.0,0.0,0.0
DeSagana Diop,1.3333333333333333,0.0,1.6521739130434783,0.0,0.0,0.4444444444444444,0.4,0.4,0.0,3.0,0.0,0.0,0.0,1.0666666666666667,0.0,1.2,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,38.0,0.0,0.0,4.0,4.0,10.0,0.0,3.0,0.0,0.0,0.0,48.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
DeShawn Stevenson,1.2989690721649485,2.0,1.7647058823529411,2.0,0.0,0.4827586206896552,0.4,0.8721804511278195,0.8538461538461538,0.375,0.0,0.0,0.0,0.8160919540229885,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,0.0,1.0,2.0,0.0,126.0,4.0,60.0,2.0,0.0,14.0,6.0,116.0,222.0,3.0,0.0,0.0,0.0,142.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,2.0,0.0
Delonte West,1.6857142857142857,0.0,2.0,0.0,2.0,0.6,0.9333333333333333,0.9538461538461539,0.9004739336492891,1.2352941176470589,0.0,0.0,0.75,0.9147286821705426,0.0,0.0,0.6666666666666666,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,118.0,0.0,18.0,0.0,2.0,18.0,14.0,62.0,190.0,168.0,0.0,0.0,3.0,118.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
Derek Fisher,1.3442622950819672,1.3333333333333333,0.0,0.0,0.0,0.5862068965517241,0.5454545454545454,0.7959183673469388,0.8373493975903614,1.1758793969849246,1.7999999999999998,0.0,0.0,0.6764705882352942,0.2222222222222222,0.0,1.6666666666666667,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,8.0,0.0,0.0,0.0,34.0,18.0,78.0,278.0,234.0,9.0,0.0,0.0,46.0,2.0,0.0,10.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deron Williams,1.1898734177215189,2.0,1.5,0.0,0.0,0.43902439024390244,0.8666666666666667,0.8032786885245902,0.8256880733944955,1.2324324324324325,0.0,0.0,3.0,0.8411214953271028,1.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,2.0,6.0,0.0,0.0,18.0,26.0,98.0,180.0,228.0,0.0,0.0,3.0,90.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Harris,1.6037735849056605,0.0,1.6666666666666667,0.0,0.0,0.4827586206896552,0.75,0.896551724137931,0.72,1.25,0.0,0.0,0.0,0.6262626262626263,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,10.0,0.0,0.0,14.0,24.0,52.0,36.0,15.0,0.0,0.0,0.0,62.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dirk Nowitzki,1.631578947368421,2.0,1.7272727272727273,0.0,0.0,0.5714285714285714,0.835820895522388,0.9411764705882353,1.00418410041841,1.2564102564102564,1.2000000000000002,0.0,0.0,0.768,0.0,1.6,1.2105263157894737,1.0,1.4090909090909092,1.2,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1.5,1.3333333333333333,0.0,124.0,4.0,38.0,0.0,0.0,52.0,112.0,464.0,240.0,294.0,6.0,0.0,0.0,96.0,0.0,8.0,46.0,20.0,62.0,6.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,6.0,4.0,0.0
Dorell Wright,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,0.9333333333333333,1.2000000000000002,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,14.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Gooden,1.7333333333333334,0.0,1.8108108108108107,0.0,0.0,0.6373626373626373,0.6976744186046512,0.8470588235294118,1.0285714285714285,1.5,0.0,0.0,0.0,0.9940828402366864,0.0,1.3333333333333333,0.95,1.2,1.0,0.0,0.0,0.0,0.0,0.9824561403508771,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,26.0,0.0,134.0,0.0,0.0,58.0,30.0,72.0,36.0,3.0,0.0,0.0,0.0,168.0,0.0,4.0,38.0,30.0,8.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,4.0,2.0,0.0
Dwayne Jones,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight Howard,1.8181818181818181,2.0,1.782857142857143,0.0,0.0,0.5176470588235295,0.23076923076923078,0.4444444444444444,0.5714285714285714,0.0,0.0,0.0,0.0,0.8617886178861789,0.0,1.2,0.9466666666666667,0.8148148148148148,0.6666666666666666,0.0,0.0,0.0,0.0,1.3777777777777778,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,40.0,2.0,312.0,0.0,0.0,44.0,6.0,16.0,4.0,0.0,0.0,0.0,0.0,212.0,0.0,6.0,142.0,22.0,2.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,4.0,0.0
Dwyane Wade,1.511737089201878,2.0,1.7872340425531914,0.0,1.0,1.0307692307692307,0.6233766233766234,0.8081632653061225,0.7222222222222222,0.8048780487804879,0.0,0.0,0.0,0.83,0.0,2.0,0.9473684210526315,0.7692307692307693,1.4,0.8,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,322.0,4.0,168.0,0.0,2.0,134.0,48.0,198.0,208.0,33.0,0.0,0.0,0.0,166.0,0.0,6.0,36.0,10.0,14.0,4.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
Earl Barron,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earl Boykins,1.0,2.0,0.0,0.0,0.0,0.975609756097561,0.8372093023255814,0.7914438502673797,0.7022900763358778,1.0980392156862744,0.0,0.0,0.0,1.2333333333333334,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0,0.0,40.0,36.0,148.0,92.0,168.0,0.0,0.0,0.0,74.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earl Watson,1.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.7692307692307693,1.125,0.8387096774193549,0.7659574468085106,1.2000000000000002,2.0,0.0,0.0,0.8846153846153846,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,4.0,0.0,0.0,30.0,18.0,26.0,72.0,252.0,6.0,0.0,0.0,46.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddie House,1.5555555555555556,0.0,0.0,0.0,0.0,0.14285714285714285,1.0909090909090908,0.6823529411764706,0.9258160237388724,1.2148760330578512,0.0,0.0,0.0,0.717948717948718,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,2.0,12.0,58.0,312.0,294.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Eddy Curry,2.0,0.0,1.75,0.0,0.0,0.16666666666666666,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,1.0134529147982063,0.4,0.6666666666666666,1.1168831168831168,1.4,0.0,0.0,0.0,0.0,0.0,1.3636363636363635,2.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,196.0,0.0,0.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,226.0,2.0,2.0,86.0,14.0,0.0,0.0,0.0,0.0,0.0,90.0,2.0,0.0,0.0,0.0,0.0,0.0
Eduardo Najera,0.9230769230769231,2.0,1.3,0.0,0.0,0.3157894736842105,0.5714285714285714,0.5365853658536586,0.6538461538461539,0.75,0.0,0.0,0.0,1.1192660550458715,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,26.0,0.0,0.0,6.0,4.0,22.0,34.0,6.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
Elton Brand,1.7333333333333334,2.0,1.8095238095238095,0.0,0.0,0.8369565217391305,0.8651162790697674,0.9043062200956937,0.704225352112676,3.0,0.0,0.0,0.0,1.0821256038647342,2.0,1.0,1.3829787234042554,1.5357142857142858,1.5675675675675675,2.0,0.0,0.0,0.0,0.9565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,130.0,2.0,76.0,0.0,0.0,154.0,186.0,378.0,50.0,3.0,0.0,0.0,0.0,224.0,6.0,4.0,130.0,86.0,58.0,4.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
Emeka Okafor,1.0,0.0,1.92,0.0,0.0,0.48484848484848486,0.5217391304347826,0.4722222222222222,0.25,0.0,0.0,0.0,0.0,0.95,1.0,0.0,0.8421052631578947,1.0,0.0,0.0,0.0,0.0,0.0,1.6470588235294117,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,48.0,0.0,0.0,16.0,12.0,34.0,4.0,0.0,0.0,0.0,0.0,76.0,2.0,0.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
Erick Dampier,2.0,0.0,1.5185185185185186,0.0,0.0,0.5217391304347826,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.7575757575757576,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0526315789473684,0.0,0.0,0.0,2.0,0.0,0.0,26.0,0.0,82.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,2.0,0.0,0.0
Etan Thomas,2.0,0.0,1.9555555555555555,0.0,0.0,0.0851063829787234,0.6666666666666666,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.9066666666666666,0.0,1.75,1.2972972972972974,1.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,2.0,2.0,0.0,12.0,0.0,88.0,0.0,0.0,4.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,14.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,0.0
Francisco Elson,2.0,0.0,1.7777777777777777,0.0,0.0,1.0,0.8571428571428571,0.7169811320754716,0.9382716049382716,0.0,0.0,0.0,0.0,0.85,0.0,2.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,1.1578947368421053,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,80.0,0.0,0.0,4.0,6.0,38.0,76.0,0.0,0.0,0.0,0.0,34.0,0.0,2.0,12.0,8.0,6.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0
Francisco Garcia,1.0833333333333333,0.0,1.5,0.0,0.0,1.0769230769230769,1.3333333333333333,0.782608695652174,0.6534653465346535,0.7659574468085106,0.0,0.0,0.0,1.3076923076923077,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,2.0,0.0,0.0,26.0,0.0,6.0,0.0,0.0,14.0,4.0,18.0,66.0,72.0,0.0,0.0,0.0,68.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0
Gerald Green,1.25,2.0,1.5,2.0,0.0,0.7692307692307693,1.0,0.7272727272727273,0.9473684210526315,0.6666666666666666,0.0,0.0,3.0,0.8333333333333334,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,12.0,2.0,0.0,10.0,6.0,24.0,36.0,6.0,0.0,0.0,3.0,10.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
Gerald Wallace,1.68,0.0,1.8484848484848484,0.0,0.0,0.4666666666666667,0.2857142857142857,0.5581395348837209,0.8125,0.6923076923076923,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,2.0,0.0,0.0,1.3333333333333333,0.0,0.0,84.0,0.0,122.0,0.0,0.0,14.0,2.0,24.0,52.0,18.0,0.0,0.0,0.0,244.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,2.0,0.0,0.0,4.0,0.0,0.0
Gilbert Arenas,1.7633136094674555,2.0,1.6363636363636365,2.0,0.0,0.39603960396039606,0.5964912280701754,0.8497854077253219,0.8212290502793296,1.1337579617834397,0.8,0.0,0.0,0.8367346938775511,2.0,0.0,1.4285714285714286,1.5,1.3333333333333333,2.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,2.0,0.0,298.0,12.0,18.0,2.0,0.0,40.0,34.0,198.0,294.0,534.0,12.0,0.0,0.0,164.0,8.0,0.0,10.0,6.0,20.0,10.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0
Grant Hill,1.5135135135135136,2.0,2.0,0.0,0.0,0.4444444444444444,0.8888888888888888,0.8923076923076924,0.8695652173913043,1.5,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2.0,16.0,0.0,0.0,4.0,24.0,58.0,40.0,3.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Hakim Warrick,1.3333333333333333,0.0,1.736842105263158,0.0,0.0,0.6875,0.2222222222222222,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.7843137254901961,2.0,0.0,0.9411764705882353,0.0,1.6,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,66.0,0.0,0.0,22.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,40.0,6.0,0.0,16.0,0.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Hedo Turkoglu,1.2727272727272727,0.0,1.8571428571428572,0.0,0.0,0.6153846153846154,1.0416666666666667,0.7350427350427351,1.0210526315789474,1.1716738197424892,0.0,0.0,0.0,0.8095238095238095,1.0,0.0,1.1428571428571428,1.0,1.2,1.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,2.0,2.0,0.0,112.0,0.0,26.0,0.0,0.0,32.0,50.0,86.0,194.0,273.0,0.0,0.0,0.0,68.0,2.0,0.0,8.0,4.0,12.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,2.0,0.0
Ike Diogu,1.3846153846153846,0.0,1.9047619047619047,0.0,0.0,0.41025641025641024,0.5882352941176471,1.0555555555555556,0.5882352941176471,0.0,0.0,0.0,0.0,1.2307692307692308,0.0,1.5,1.0196078431372548,0.7142857142857143,1.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,80.0,0.0,0.0,16.0,10.0,38.0,10.0,0.0,0.0,0.0,0.0,96.0,0.0,6.0,52.0,10.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
JR Smith,1.2857142857142858,0.0,1.3333333333333333,0.0,0.0,0.4,0.0,0.5945945945945946,0.8421052631578947,1.0619469026548671,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,32.0,0.0,0.0,6.0,0.0,22.0,80.0,120.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamaal Magloire,1.6,0.0,1.9375,0.0,0.0,0.2222222222222222,0.1111111111111111,0.5641025641025641,0.4,0.0,0.0,0.0,0.0,1.0113636363636365,0.0,0.9375,0.8969072164948454,0.8,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,124.0,0.0,0.0,12.0,2.0,22.0,2.0,0.0,0.0,0.0,0.0,178.0,0.0,30.0,174.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
