playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_18-23 Long Jumper,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_18-23 Long Jumper,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range
Steve Nash,1.8253968253968254,2.0,0.0,0.0,0.0,0.9295774647887324,1.0,0.8064516129032258,1.0240963855421688,1.35423197492163,0.0,0.0,0.0,0.9491525423728814,0.0,0.0,0.4,1.6,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,230.0,6.0,0.0,0.0,0.0,66.0,44.0,150.0,170.0,432.0,0.0,0.0,0.0,112.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
T.J. Ford,1.619047619047619,2.0,1.1428571428571428,0.0,1.0,0.6222222222222222,1.0526315789473684,0.9017341040462428,0.6601941747572816,0.8769230769230769,0.5,0.0,0.0,0.7281553398058253,0.0,2.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,102.0,2.0,8.0,0.0,2.0,56.0,60.0,156.0,68.0,57.0,3.0,0.0,0.0,150.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0
Tayshaun Prince,1.76,0.0,1.894736842105263,0.0,0.0,0.8125,0.6190476190476191,0.6590909090909091,0.8340080971659919,0.9299999999999999,0.0,0.0,0.0,0.9117647058823529,0.0,1.3333333333333333,0.96,0.7333333333333333,1.2,0.0,0.0,0.0,0.0,1.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,108.0,0.0,0.0,52.0,26.0,116.0,206.0,93.0,0.0,0.0,0.0,124.0,0.0,4.0,48.0,22.0,6.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
Theo Ratliff,1.6,0.0,1.875,0.0,0.0,0.48,1.75,0.9230769230769231,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.0,1.0232558139534884,1.2941176470588236,0.0,0.0,0.0,0.0,0.0,1.375,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,60.0,0.0,0.0,12.0,14.0,12.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,44.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0
Tim Duncan,1.6,1.3333333333333333,1.9298245614035088,2.0,2.0,0.7219917012448133,0.6915887850467289,0.6451612903225806,0.759493670886076,0.75,0.0,0.0,0.0,1.2796610169491525,0.9230769230769231,0.0,0.9661016949152542,0.9743589743589743,0.9090909090909091,0.0,0.0,0.0,0.0,1.2727272727272727,0.0,0.0,0.0,1.6,2.0,0.0,56.0,4.0,110.0,2.0,4.0,174.0,74.0,120.0,60.0,3.0,0.0,0.0,0.0,302.0,12.0,0.0,114.0,38.0,10.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,8.0,2.0,0.0
Tony Allen,1.8181818181818181,2.0,2.0,0.0,2.0,0.46153846153846156,0.2,0.5555555555555556,0.6285714285714286,0.9130434782608696,0.0,0.0,0.0,0.9574468085106383,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,2.0,0.0,0.0,60.0,8.0,16.0,0.0,2.0,12.0,2.0,10.0,22.0,21.0,0.0,0.0,0.0,90.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0
Tony Battie,2.0,0.0,1.8235294117647058,0.0,0.0,0.7619047619047619,1.0,0.9180327868852459,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9655172413793104,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.9655172413793104,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,124.0,0.0,0.0,48.0,54.0,112.0,34.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,56.0,18.0,4.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0
Tony Parker,1.745664739884393,0.8,2.0,0.0,2.0,0.8648648648648649,0.5714285714285714,0.7591240875912408,0.8593155893536122,0.6521739130434783,1.5,0.0,0.0,1.2450704225352112,1.2,0.0,1.1666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,302.0,4.0,4.0,0.0,2.0,96.0,20.0,104.0,226.0,15.0,3.0,0.0,0.0,442.0,12.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
Tracy McGrady,1.492063492063492,0.0,1.6666666666666667,0.0,0.0,0.6363636363636364,0.7272727272727273,0.7849462365591398,0.7862068965517242,1.0048543689320388,0.5454545454545454,0.0,0.0,0.6391752577319587,0.0,0.0,2.0,1.0,0.9473684210526315,0.4,0.0,0.0,0.0,1.4074074074074074,0.0,0.0,0.0,0.0,2.0,0.0,94.0,0.0,20.0,0.0,0.0,28.0,24.0,146.0,228.0,207.0,6.0,0.0,0.0,62.0,0.0,0.0,14.0,2.0,18.0,2.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,2.0,0.0
Travis Outlaw,1.0,0.0,1.7692307692307692,0.0,0.0,0.4166666666666667,0.375,0.9206349206349206,0.7941176470588235,0.9310344827586208,0.0,0.0,0.0,0.8461538461538461,0.0,0.0,2.0,1.3333333333333333,0.8888888888888888,1.0,0.0,0.0,0.0,1.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,46.0,0.0,0.0,10.0,6.0,58.0,108.0,27.0,0.0,0.0,0.0,22.0,0.0,0.0,4.0,8.0,8.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevor Ariza,1.7241379310344827,0.0,1.6923076923076923,0.0,0.0,0.42105263157894735,0.5,0.42105263157894735,0.375,0.0,3.0,0.0,0.0,0.6176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,44.0,0.0,0.0,8.0,8.0,8.0,12.0,0.0,3.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy Murphy,1.6666666666666667,1.6,1.878787878787879,0.0,0.0,0.45,0.631578947368421,0.7642276422764228,0.8048780487804879,0.9936305732484076,0.0,0.0,0.0,0.9836065573770492,0.8,0.6666666666666666,0.8823529411764706,0.5,0.8571428571428571,0.0,3.0,0.0,0.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,80.0,8.0,62.0,0.0,0.0,36.0,12.0,94.0,132.0,156.0,0.0,0.0,0.0,120.0,12.0,2.0,30.0,2.0,6.0,0.0,3.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyson Chandler,2.0,0.0,1.8644067796610169,0.0,0.0,0.7777777777777778,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,2.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,110.0,0.0,0.0,14.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,68.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
Udonis Haslem,1.2727272727272727,0.0,1.7727272727272727,0.0,0.0,0.5,0.8888888888888888,0.9321266968325792,0.6972477064220184,0.0,0.0,0.0,0.0,1.348314606741573,0.0,1.0,1.25,0.5,1.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,78.0,0.0,0.0,12.0,40.0,206.0,76.0,0.0,0.0,0.0,0.0,120.0,0.0,2.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,2.0,0.0,0.0
Vince Carter,1.1604938271604939,2.0,1.8431372549019607,0.0,0.0,0.6666666666666666,0.9142857142857143,0.6623376623376623,0.7896440129449838,1.0308880308880308,0.967741935483871,1.5,0.0,0.8235294117647058,0.0,0.0,0.8837209302325582,0.875,1.3333333333333333,0.0,0.0,0.0,0.0,1.2903225806451613,0.0,0.0,0.0,1.2,2.0,0.0,188.0,2.0,94.0,0.0,0.0,98.0,64.0,102.0,244.0,267.0,30.0,6.0,0.0,154.0,0.0,0.0,38.0,14.0,12.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,12.0,2.0,0.0
Vladimir Radmanovic,1.5714285714285714,0.0,1.2727272727272727,0.0,2.0,0.4444444444444444,0.9090909090909091,0.5517241379310345,0.9291338582677166,1.089041095890411,1.5,0.0,0.0,0.6557377049180327,0.0,0.0,1.25,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,14.0,0.0,4.0,16.0,10.0,16.0,118.0,318.0,6.0,0.0,0.0,40.0,0.0,0.0,10.0,0.0,4.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Von Wafer,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Bynum,1.7142857142857142,0.0,2.0,0.0,0.0,0.4,1.0,0.5,0.4444444444444444,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willie Green,1.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.2857142857142857,1.0,0.5714285714285714,1.8461538461538463,0.0,0.0,0.0,1.2,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,12.0,24.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yao Ming,1.7647058823529411,0.0,1.7741935483870968,0.0,2.0,0.6259541984732825,0.5504587155963303,0.7540983606557377,0.0,0.0,0.0,0.0,0.0,1.196078431372549,0.5,1.0,1.2530120481927711,1.1566265060240963,0.8666666666666667,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,2.0,0.0,0.0,30.0,0.0,110.0,0.0,4.0,82.0,60.0,46.0,0.0,0.0,0.0,0.0,0.0,244.0,2.0,4.0,208.0,96.0,26.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,6.0,0.0,0.0
Zach Randolph,1.6097560975609757,2.0,2.0,0.0,0.0,0.6853932584269663,0.6153846153846154,0.8303571428571429,0.7923076923076923,0.9428571428571428,0.0,0.0,1.5,0.9788732394366197,1.0,1.4285714285714286,0.8533333333333334,0.6666666666666666,1.3333333333333333,2.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,66.0,2.0,12.0,0.0,0.0,122.0,32.0,186.0,206.0,33.0,0.0,0.0,3.0,278.0,4.0,10.0,64.0,4.0,4.0,2.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,10.0,0.0,0.0
Zaza Pachulia,1.9444444444444444,2.0,1.8823529411764706,0.0,0.0,0.5531914893617021,0.5789473684210527,0.8269230769230769,0.21052631578947367,0.0,0.0,0.0,0.0,0.9285714285714286,0.0,1.0,1.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,70.0,2.0,32.0,0.0,0.0,52.0,22.0,86.0,4.0,0.0,0.0,0.0,0.0,286.0,0.0,6.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
Zydrunas Ilgauskas,1.6363636363636365,2.0,1.836734693877551,0.0,2.0,0.5428571428571428,0.4,0.7971014492753623,1.0461538461538462,0.0,0.0,0.0,0.0,1.1848341232227488,1.3333333333333333,1.25,0.9421487603305785,0.9230769230769231,0.625,0.0,0.0,0.0,0.0,1.0973451327433628,0.0,0.0,0.0,2.0,1.0,0.0,18.0,2.0,90.0,0.0,2.0,38.0,12.0,110.0,68.0,0.0,0.0,0.0,0.0,250.0,8.0,10.0,114.0,36.0,10.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,6.0,2.0,0.0
