playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Drive_24-27 Three,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Pullup_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,PPS_invalid_35-46 Near Half,PPS_invalid_47-94 Backcourt,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Drive_24-27 Three,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Pullup_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep,Points_invalid_35-46 Near Half,Points_invalid_47-94 Backcourt
Kevin Martin,1.3333333333333333,0.7777777777777778,2.0,2.0,0.0,0.0,1.9,0.0,0.0,0.5490196078431373,0.6923076923076923,0.6666666666666666,0.8470588235294118,1.2049180327868854,0.6666666666666666,0.0,0.0,1.1666666666666667,1.0,0.0,0.8,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.368421052631579,1.5,1.7999999999999998,3.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,40.0,14.0,2.0,2.0,0.0,0.0,38.0,0.0,0.0,28.0,18.0,56.0,144.0,294.0,6.0,0.0,0.0,70.0,2.0,0.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,6.0,9.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
Kevin Murphy,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Seraphin,1.6666666666666667,0.0,2.0,0.0,0.0,0.0,1.9259259259259258,0.0,0.0,0.2564102564102564,0.417910447761194,0.7630057803468208,0.7142857142857143,0.0,0.0,0.0,0.0,0.9696969696969697,2.0,2.0,1.5151515151515151,1.2280701754385965,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,52.0,0.0,0.0,30.0,28.0,132.0,20.0,0.0,0.0,0.0,0.0,64.0,2.0,8.0,200.0,70.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keyon Dooling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khris Middleton,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3076923076923077,1.5555555555555556,0.9166666666666666,0.6818181818181818,0.5,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,14.0,22.0,30.0,6.0,0.0,0.0,0.0,18.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim English,1.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.3333333333333333,1.0,0.2857142857142857,0.7647058823529411,0.7741935483870968,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,26.0,24.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kirk Hinrich,1.0434782608695652,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2962962962962963,0.4444444444444444,0.7878787878787878,0.6885245901639344,1.125,0.0,0.0,0.0,1.0285714285714285,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.75,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,26.0,84.0,162.0,0.0,0.0,0.0,36.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Klay Thompson,1.4177215189873418,0.8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.22727272727272727,0.5882352941176471,0.6618705035971223,0.7068273092369478,0.9468438538205981,0.42857142857142855,0.0,0.0,0.972972972972973,0.4,0.0,0.8571428571428571,1.0666666666666667,0.8571428571428571,1.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,1.1818181818181819,1.375,2.1538461538461537,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,8.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,20.0,92.0,176.0,285.0,6.0,0.0,0.0,72.0,2.0,0.0,6.0,16.0,12.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,52.0,88.0,168.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Kobe Bryant,1.6025641025641026,1.25,0.0,0.0,0.0,0.0,1.8518518518518519,2.0,0.0,0.7432432432432432,0.9230769230769231,0.7142857142857143,0.6992481203007519,1.0063897763578276,0.44999999999999996,0.0,0.0,1.064748201438849,0.36363636363636365,0.0,1.3714285714285714,1.375,0.96,0.75,0.0,0.0,0.0,0.0,2.0,2.0,1.4285714285714286,1.3793103448275863,1.6500000000000001,0.0,0.0,0.0,1.3846153846153846,2.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,20.0,0.0,0.0,0.0,0.0,50.0,2.0,0.0,110.0,72.0,130.0,186.0,315.0,9.0,0.0,0.0,148.0,4.0,0.0,48.0,44.0,48.0,12.0,0.0,0.0,0.0,0.0,2.0,10.0,30.0,40.0,33.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kosta Koufos,2.0,0.0,0.0,0.0,0.0,0.0,1.875,2.0,0.0,0.5423728813559322,1.2,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,1.27,0.0,1.7777777777777777,1.0833333333333333,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2602739726027397,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,0.0,32.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,254.0,0.0,16.0,104.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kris Humphries,1.5294117647058822,0.0,0.0,0.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.6,0.72,0.7457627118644068,0.3,0.0,0.0,0.0,0.0,0.7719298245614035,0.2857142857142857,0.0,1.4545454545454546,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,24.0,18.0,44.0,6.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kris Joseph,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurt Thomas,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.5,1.0588235294117647,0.8571428571428571,3.0,0.0,0.0,0.0,1.4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,36.0,24.0,3.0,0.0,0.0,0.0,14.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kwame Brown,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Korver,2.0,0.6666666666666666,0.6666666666666666,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.8148148148148148,0.9468085106382979,1.3583061889250814,0.75,0.0,0.0,0.9411764705882353,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,44.0,178.0,417.0,3.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Lowry,1.372093023255814,0.8275862068965517,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6451612903225806,0.56,0.4,0.425,1.1414634146341465,0.1764705882352941,0.0,0.0,0.819672131147541,1.0,0.0,1.6,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.9230769230769231,1.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,6.0,34.0,234.0,3.0,0.0,0.0,50.0,2.0,0.0,8.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,12.0,42.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle OQuinn,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.4736842105263157,0.0,0.0,0.5,1.0666666666666667,0.9767441860465116,0.7272727272727273,0.0,0.0,0.0,0.0,1.1162790697674418,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1818181818181819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,10.0,16.0,42.0,16.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Singler,1.375,0.0,0.0,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.3728813559322034,0.6153846153846154,0.711864406779661,0.7101449275362319,1.1150442477876106,0.0,0.0,0.0,1.2198581560283688,2.0,0.0,0.42857142857142855,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.3333333333333333,1.0,0.0,0.0,0.0,1.2380952380952381,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,22.0,16.0,42.0,98.0,126.0,0.0,0.0,0.0,172.0,2.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,4.0,3.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyrie Irving,1.53125,1.5555555555555556,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5979381443298969,0.6097560975609756,0.8905109489051095,0.8028169014084507,1.1125,1.25,3.0,0.0,0.6896551724137931,2.0,0.0,1.5,0.75,1.411764705882353,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,1.4285714285714286,2.571428571428571,3.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.6666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,196.0,14.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,58.0,50.0,122.0,114.0,267.0,15.0,3.0,0.0,80.0,2.0,0.0,6.0,6.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,10.0,18.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0
LaMarcus Aldridge,1.5185185185185186,1.2,0.0,0.0,0.0,0.0,1.7058823529411764,0.0,2.0,0.5581395348837209,0.65625,0.8387096774193549,0.8333333333333334,0.42857142857142855,0.0,0.0,0.0,1.152,0.5,1.4545454545454546,1.1926605504587156,1.0,0.8611111111111112,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,1.4,1.0,0.0,0.0,0.0,0.0,1.5357142857142858,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,6.0,0.0,0.0,0.0,0.0,58.0,0.0,6.0,48.0,42.0,182.0,290.0,3.0,0.0,0.0,0.0,144.0,4.0,16.0,130.0,86.0,62.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,8.0,0.0,0.0,0.0,0.0,86.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamar Odom,1.6,2.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.34782608695652173,0.0,1.0,0.5901639344262295,0.6617647058823529,1.0,0.0,0.0,1.1176470588235294,1.3333333333333333,0.0,0.9333333333333333,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,16.0,0.0,20.0,36.0,45.0,3.0,0.0,0.0,76.0,8.0,0.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lance Stephenson,1.7704918032786885,0.8333333333333334,0.0,0.0,0.0,0.0,1.8571428571428572,2.0,0.0,0.3333333333333333,0.18181818181818182,0.8148148148148148,0.5984251968503937,0.968503937007874,0.6000000000000001,0.0,0.0,1.1729323308270676,0.6666666666666666,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,1.0,1.5,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,10.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,10.0,2.0,22.0,76.0,123.0,3.0,0.0,0.0,156.0,4.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lance Thomas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15384615384615385,0.6666666666666666,0.8333333333333334,0.9230769230769231,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.7333333333333334,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,10.0,12.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Landry Fields,1.0,0.9230769230769231,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5925925925925926,0.5333333333333333,0.8,0.6666666666666666,0.375,0.0,0.0,0.0,0.9811320754716981,1.2,2.0,0.6666666666666666,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,2.0,0.0,0.0,0.0,0.0,1.5555555555555556,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,16.0,8.0,12.0,8.0,3.0,0.0,0.0,0.0,52.0,6.0,4.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Larry Sanders,1.375,0.6666666666666666,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.43478260869565216,0.782608695652174,0.5666666666666667,0.5555555555555556,0.0,0.0,0.0,0.0,0.9419354838709677,2.0,1.4545454545454546,0.6808510638297872,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.120879120879121,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,20.0,18.0,34.0,20.0,0.0,0.0,0.0,0.0,146.0,4.0,16.0,32.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,102.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lavoy Allen,0.0,0.0,0.0,0.0,0.0,0.0,1.8666666666666667,0.0,0.0,0.6530612244897959,0.47619047619047616,0.7692307692307693,0.6585365853658537,0.0,0.0,0.0,0.0,1.1475409836065573,0.0,1.2,1.1818181818181819,0.4,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,32.0,10.0,90.0,54.0,0.0,0.0,0.0,0.0,70.0,0.0,6.0,52.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lazar Hayward,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
