playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_09-12 Short Range,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Layup_18-23 Long Jumper,PPS_Layup_24-27 Three,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_09-12 Short Range,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Layup_18-23 Long Jumper,Points_Layup_24-27 Three,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim
Elden Campbell,1.8461538461538463,0.0,0.0,0.0,1.6666666666666667,2.0,0.0,0.0,0.5952380952380952,0.7638888888888888,0.6706586826347305,0.8125,0.0,0.0,0.0,0.0,0.8923076923076924,0.0,0.0,0.0,0.0,0.0,0.0,1.423728813559322,1.375,0.5,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,110.0,2.0,0.0,0.0,100.0,110.0,112.0,26.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,22.0,2.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
Eldridge Recasner,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6153846153846154,0.46153846153846156,1.0909090909090908,0.0,0.0,0.0,1.0476190476190477,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,12.0,36.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elliot Perry,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,0.8636363636363636,0.8709677419354839,0.6000000000000001,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,38.0,54.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Elton Brand,1.5172413793103448,0.0,0.0,0.0,1.9245283018867925,2.0,0.0,1.0,0.7104247104247104,0.7798165137614679,0.7936507936507936,0.5,0.0,0.0,0.0,0.0,1.098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,1.125,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,102.0,2.0,0.0,2.0,184.0,170.0,200.0,14.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,6.0,4.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
Emanual Davis,1.4666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5945945945945946,1.0476190476190477,0.6666666666666666,0.868421052631579,1.04,0.0,0.0,0.0,1.0555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,22.0,30.0,66.0,78.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Montross,2.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.18181818181818182,0.35294117647058826,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,1.2173913043478262,0.0,0.0,0.0,0.0,0.0,0.0,0.918918918918919,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Piatkowski,1.3333333333333333,0.6666666666666666,0.0,0.0,2.0,0.0,0.0,0.0,0.7804878048780488,0.8292682926829268,0.5866666666666667,0.8903225806451613,1.1971830985915493,1.0909090909090908,0.0,0.0,1.288888888888889,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,68.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,32.0,34.0,44.0,138.0,255.0,24.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Snow,1.7551020408163265,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.30434782608695654,0.676056338028169,0.7643312101910829,0.84,0.9230769230769231,1.5,0.0,0.0,0.9714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,48.0,120.0,42.0,12.0,3.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Williams,1.4444444444444444,0.6666666666666666,0.0,0.0,1.75,0.0,0.0,2.0,0.6206896551724138,0.5185185185185185,0.391304347826087,0.8166666666666667,0.7021276595744681,0.0,0.0,0.0,0.8148148148148148,0.625,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,14.0,0.0,0.0,2.0,36.0,14.0,18.0,98.0,33.0,0.0,0.0,0.0,66.0,10.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
Erick Dampier,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.35,0.2857142857142857,0.5217391304347826,1.3333333333333333,0.0,0.0,0.0,0.0,0.9230769230769231,1.0,0.0,0.0,0.0,0.0,1.0,1.2857142857142858,2.0,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,28.0,10.0,12.0,4.0,0.0,0.0,0.0,0.0,48.0,6.0,0.0,0.0,0.0,0.0,6.0,72.0,6.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
Erick Strickland,1.2857142857142858,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13333333333333333,0.4444444444444444,0.6829268292682927,0.5666666666666667,0.9041095890410958,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,8.0,28.0,34.0,66.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ervin Johnson,0.0,0.0,0.0,0.0,1.7894736842105263,0.0,0.0,2.0,0.5185185185185185,0.8571428571428571,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,1.2131147540983607,1.3333333333333333,0.0,0.0,0.0,0.0,0.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,4.0,14.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,74.0,4.0,0.0,0.0,0.0,0.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
Evan Eschmeyer,1.2,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,2.0,0.3157894736842105,0.2857142857142857,1.5,0.0,0.0,0.0,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.27586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,48.0,0.0,0.0,2.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe Lopez,1.3333333333333333,1.0,0.0,0.0,1.7391304347826086,0.0,0.0,0.0,0.10810810810810811,0.6956521739130435,0.5316455696202531,0.9438202247191011,0.8571428571428571,0.0,0.0,0.0,1.0441176470588236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2.0,0.0,0.0,40.0,0.0,0.0,0.0,4.0,16.0,42.0,84.0,12.0,0.0,0.0,0.0,142.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
Felton Spencer,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fred Hoiberg,1.7894736842105263,0.0,0.0,0.0,1.6363636363636365,0.0,0.0,0.0,0.0,1.5,0.7368421052631579,0.8333333333333334,1.2162162162162162,1.5,0.0,0.0,0.9545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,28.0,120.0,270.0,6.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Payton,1.6385542168674698,1.565217391304348,0.0,0.0,0.0,0.0,0.0,1.7142857142857142,0.6283524904214559,0.8783783783783784,0.7857142857142857,0.7510917030567685,1.1608040201005025,1.0,0.0,0.0,1.0510204081632653,0.7272727272727273,2.0,0.0,0.0,0.0,1.0,1.1851851851851851,1.4285714285714286,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,272.0,36.0,0.0,0.0,0.0,0.0,0.0,12.0,164.0,130.0,220.0,172.0,231.0,3.0,0.0,0.0,206.0,16.0,2.0,0.0,0.0,0.0,2.0,32.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0
George Lynch,1.7857142857142858,1.0,0.0,0.0,1.8461538461538463,0.0,0.0,0.0,0.42857142857142855,0.6440677966101694,0.7299270072992701,0.746268656716418,0.6206896551724138,0.0,3.0,0.0,1.186206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,1.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,0.0,0.0,48.0,0.0,0.0,0.0,36.0,38.0,100.0,50.0,18.0,0.0,3.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
George McCloud,1.25,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.7804878048780488,0.8108108108108109,0.7083333333333334,0.6741573033707865,0.9891891891891893,0.0,0.0,0.0,1.1515151515151516,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,32.0,30.0,68.0,120.0,183.0,0.0,0.0,0.0,76.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glen Rice,1.8064516129032258,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7246376811594203,0.7666666666666667,0.8,0.9543147208121827,1.0135135135135136,0.75,0.0,0.0,0.8536585365853658,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.75,1.6,1.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,56.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,50.0,46.0,100.0,188.0,150.0,3.0,0.0,0.0,70.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0
Glenn Robinson,1.25,2.0,0.0,0.0,1.9047619047619047,0.0,0.0,1.4285714285714286,0.925,0.993103448275862,0.9095127610208816,0.7354838709677419,1.0140845070422535,1.5,0.0,0.0,0.9298245614035088,0.0,0.0,0.0,0.0,0.0,1.0,1.2903225806451613,1.0588235294117647,1.4285714285714286,0.0,0.0,0.0,0.0,1.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0,0.0,0.0,80.0,0.0,0.0,10.0,148.0,288.0,392.0,114.0,144.0,6.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,6.0,40.0,18.0,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant Hill,1.4285714285714286,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.7272727272727273,0.8,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant Long,1.4545454545454546,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.56,0.2857142857142857,0.8405797101449275,0.8064516129032258,0.375,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,14.0,4.0,58.0,100.0,3.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Anthony,1.2307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.88,0.6575342465753424,1.2203389830508475,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,22.0,48.0,144.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Buckner,1.1666666666666667,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.4,0.875,0.5714285714285714,0.5454545454545454,1.0,0.0,0.0,0.0,1.2238805970149254,1.0,0.0,0.0,0.0,0.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,18.0,14.0,8.0,6.0,3.0,0.0,0.0,0.0,82.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Foster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8235294117647058,0.9523809523809523,0.9090909090909091,1.2857142857142856,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,40.0,30.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Ostertag,2.0,0.0,0.0,0.0,1.6470588235294117,0.0,0.0,0.0,0.6511627906976745,0.3076923076923077,0.3076923076923077,0.0,0.0,0.0,3.0,0.0,1.1458333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,2.0,0.0,0.0,0.0,0.0,0.7096774193548387,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,28.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,110.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,6.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
Hakeem Olajuwon,1.6666666666666667,0.0,0.0,0.0,1.368421052631579,0.0,0.0,0.0,0.59375,0.8985507246376812,0.84,0.7111111111111111,0.0,0.0,0.0,0.0,1.3385826771653544,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,1.0769230769230769,1.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,38.0,62.0,126.0,32.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,28.0,10.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0
Hanno Mottola,1.4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.23809523809523808,0.7272727272727273,0.9512195121951219,0.6857142857142857,0.0,0.0,0.0,0.0,1.0612244897959184,0.0,0.0,0.0,0.0,0.0,2.0,1.8333333333333333,0.4,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,10.0,16.0,78.0,24.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0
Hedo Turkoglu,1.1612903225806452,0.5,0.0,0.0,2.0,0.0,0.0,0.0,0.4666666666666667,0.8,0.6818181818181818,0.8043478260869565,0.9183673469387755,0.0,0.0,0.0,1.0476190476190477,0.8,2.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,2.0,36.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,12.0,30.0,74.0,45.0,0.0,0.0,0.0,44.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
Hersey Hawkins,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0.8461538461538461,1.2142857142857144,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,22.0,51.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Horace Grant,1.6363636363636365,0.0,0.0,0.0,1.9047619047619047,0.0,0.0,0.0,0.27586206896551724,0.6,0.9299363057324841,0.8059701492537313,0.0,0.0,0.0,0.0,1.1904761904761905,0.5,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,8.0,12.0,146.0,108.0,0.0,0.0,0.0,0.0,150.0,2.0,0.0,0.0,0.0,0.0,4.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
Howard Eisley,1.3877551020408163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.6829268292682927,0.7155963302752294,0.6329113924050633,1.3116279069767443,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,28.0,78.0,100.0,282.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
Hubert Davis,1.6756756756756757,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.2916666666666667,0.8461538461538461,0.9375,0.7578947368421053,1.3541666666666667,0.0,0.0,0.0,1.125,0.0,0.0,0.0,0.0,0.0,2.0,1.6666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,62.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,22.0,30.0,72.0,195.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Ike Austin,2.0,0.0,0.0,0.0,1.75,2.0,0.0,0.0,0.21052631578947367,0.36363636363636365,0.6666666666666666,0.7155963302752294,0.8571428571428571,0.0,0.0,0.0,0.7272727272727273,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,4.0,4.0,42.0,78.0,12.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacque Vaughn,1.4090909090909092,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.8888888888888888,0.631578947368421,0.8923076923076924,1.0615384615384615,0.0,0.0,0.0,0.875,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,36.0,116.0,69.0,0.0,0.0,0.0,56.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jahidi White,2.0,0.0,0.0,0.0,1.8333333333333333,2.0,0.0,0.0,0.40963855421686746,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.7730061349693251,1.3333333333333333,0.0,0.0,0.0,0.0,2.0,1.6,2.0,0.0,0.0,0.0,0.0,0.0,1.1818181818181819,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,132.0,10.0,0.0,0.0,34.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,28.0,0.0,0.0,0.0,0.0,4.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
